Channel ID,Post ID,Date,Post,post_translated
1498939244,32030,2022-10-27 14:44:27+00:00,Россия не считала и не считает себя врагом Запада — Путин,Russia has not considered and does not consider itself an enemy of the West  Putin
1469021333,12762,2022-05-27 21:05:06+00:00,"[🗓](https://i.imgur.com/BoZliW8.jpeg)** Коротенький нічний дайджест з політичного фронту:

📍🧟‍♂️Бульбофюрер доручив створити ""народноє ополчєніє""

**— 💭«__На вчорашній нараді в рамках коригування, уточнення питань розвитку збройних сил головнокомандувачем поставлено завдання, у тому числі, створити у нас в країні і «народне ополчення__»… __Найголовніше – що у нас є для цього і люди , і озброєння__», - сказав МО Біломосковії Хрєнін.

— 😂Метою створення цього ""пополчєнія"" є необхідність показати, «__що відповідь буде адекватною, якщо хтось прийде на нашу землю__».

📍🇨🇳**Китай закрив небо для літаків, приватизованих Московією

**— 👍Літаки компаній Airbus та Boeing тепер не зможуть виконувати перевозки. Причиною цьому стали західні санкції, яких так боїться Китай. 

— 😆Кремль ж думав, що приватизувати чужі літаки = уникнути санкцій, однак все це було передбачено західними партнерами. 

📍🇺🇸**Сенат США пропонує визнати знаряддям війни створення РФ загрози голоду

**— 💭«__Навмисне морити мирних жителів голодом як знаряддя ведення війни є військовим злочином. Крапка__"", - заявив Роберт Менендес, один з ініціаторів документу та сенатор від Демократичної партії.

📍🇵🇱**""__Ми робимо висновки з того, як проходить війна в Україні__"" - МО Польщі 

**— 💭«__Ми робимо висновки з того, що відбувається за східним кордоном нашої країни. Робимо висновки з війни в Україні. Як напали на Україну, як в Україні діє агресор. Звідси сьогоднішні навчання, які показують ліквідацію диверсійної групи, навчання і високу майстерність польських збройних сил та солдатів Північноатлантичного альянсу__» - повідомив Маріуш Блащак під час навчань. 

— 🤔Окрім того, міністр зазначив: «__Кордон все ще перебуває під атакою режиму Лукашенка, який використовує запрошених ним мігрантів із Близького Сходу, а тепер кидає їх на кордон, хоче перетнути польсько-білоруський кордон, а отже, і кордон ЄС..__.»","[]https://i.imgur.com/BoZliW8.jpeg)  Short nightly diary from the political front:  ♂️ Bulbofürer ordered to create a ""popular militia"" ** __At yesterday's meeting as part of the correction, clarifying the development of armed forces, the commander-in-chief set the task of attacking us in the country and the people's militia."
1511148555,12372,2022-11-16 05:32:11+00:00,"‼️**Польские власти сообщили, что ожидают переговоров с США** 😑

💤Какие же вы все импотенты... Просто разъебать всю Европу за её ничтожность. Мне было бы реально стыдно быть гражданином стран, которые спрашивают, что им делать и что говорить у своих хозяев из-за океана.

Фу блять... Мерзкие...",I'd be really ashamed to be a citizen of a country that asks what to do and what to say to their masters overseas.
1080134301,16543,2022-08-18 08:33:00+00:00,"В Питере все стабильно: **голый педофил средь бела дня гоняется по улице за детьми**.

А как вы проводите своё лето?","Peter's all stable, a naked pedophile chasing kids in the middle of the day."
1093357968,13560,2022-11-08 09:29:48+00:00,"Саша — абсолютный профессионал, он так и пишет, что берет информацию из первых уст, от воюющих ребят и из того, что сам видит. Что навредит, а что нет «общему делу Победы» он в силу опыта понимает получше, чем в некоторых министерствах.

Что это, вообще, за [вопрос](https://t.me/Sladkov_plus/6645) такой: что делать с журналистом, расстрелять или не расстрелять? Ну, давайте дойдём до «журналяку на гиляку», или что?! Кто, вообще, депутату [Федорову](https://t.me/fedorovgd/28163) такое насоветовал? 

Женя Поддубный [пишет](https://t.me/epoddubny/13557), что геомагнитные бури могли или душно Федорову стало в кабинете. Так пусть выйдет на свежий воздух, а лучше сразу — на ЛБС, подышит!","What is it, in general, that is why [question]https://t.me/Sladkov_plus/6645): what to do with a journalist, shoot or not shoot? Well, let's get to the journalist on the kill, or what?! Who, in general, the deputy [Fedorova]https://t.me/httorovgd/28163) pumped such a pump to the underground [https://t.me/Sladkov/plus/6645]?"
1498939244,35832,2022-12-16 06:36:30+00:00,Тревога уже по всей Украине,Anxiety is already in all of Ukraine
1080134301,15529,2022-07-15 16:19:00+00:00,Самая эффективная реклама в Одессе🇺🇦,The most effective advertising in Odessa
1080134301,17386,2022-09-18 08:11:00+00:00,"Тиктокерша с Молдовы просит россиян сбросить бомбу на украинцев, потому что ее выгнали из Днепра и Одессы.",Tiktokersha from Moldova asks the Russians to drop a bomb on the Ukrainians because they have expelled her from Dnipro and Odessa.
1283359437,41093,2022-10-01 21:10:02+00:00,"На Авдеевском направлении под Донецком - кратковременное затишье: вялый пинг-понг артой, попытки работать разведгруппами.

Противник, проявляющий активность на севере ДНР и стыке границ ЛДНР, здесь по-прежнему отсиживается в обороне, дежурно выпуская за сутки десяток снарядов. По Донецку укры бьют через головы засевших в Авдеевском укрепрайоне ""побратымив"".

@voenkorKotenok","The Avdeev direction near Donetsk is a short-term quiet: sluggish ping-pong arta, attempts to work with reconnaissance groups. The opponent, who is active in the north of the DPR and the intersection of the LDPR borders, still sits in defense, leaving dozens of shells on duty per day."
1498939244,32318,2022-10-31 13:06:45+00:00,😎😎😎,I 'm not going to lie .
1080134301,15231,2022-07-07 07:30:26+00:00,"**Вези меня мразь: Piter Edition. 

**Неадекватная самка человека решила показать своё превосходство над таксистом, прямо на глазах у своего куколдыча. 

А в конце поездки она «отблагодарила» терпеливого водителя **зарядив двумя копытами прямо в голову**.","** Take me away ** Piter Edition ** Inadequate human female decided to show her superiority over a taxi driver, right in front of her puppet."
1164348791,5815,2022-07-06 15:47:41+00:00,"Я УВЕРЕН, ЧТО РОССИИ НУЖНО ИСТРАТИТЬ ПАРУ ДЕСЯТКОВ РАКЕТ (НЕ РЕАКТИВНЫХ СНАРЯДОВ, ИМЕННО РАКЕТ), ЧТОБ УНЯТЬ ДЕТОУБИЙЦ ПОД ДОНЕЦКОМ. 

Третий день по городу бьют украинские живодеры. Не надо перебрасывать сюда силы с Севера Донбасса. Поставьте задачу авиационному отряду Ту-95, пусть отработают по этим сволочам, чтоб кишки их до Львова разметало. Прекратите их жалеть. Проведите бомбометание. 

 https://t.me/donbass_segodnya/26390",I'm sure Russia needs to destroy a dozen rockets to kill children under Donetsk.
1080134301,16889,2022-08-30 19:22:00+00:00,"А вот вам и непьющие ""Воины света""","And here you have the drunken ""Warriors of Light""."
1498939244,35241,2022-12-08 09:44:07+00:00,"США, судя по документам на поставки вооружений, планируют «подогревать» боевые действия на Украине как минимум до конца 2025 года — МИД РФ","The US, according to the documents on arms supplies, plans to warm up the fighting in Ukraine at least until the end of 2025"
1080134301,18053,2022-10-04 20:28:59+00:00,"__- Крым чей?
- Казахстана
- Астрахань чья?
- Украины

__В Казахстане продолжают притеснять приезжих","__- Whose Crimea? - Kazakhstan - Whose Astrakhan? - Ukraine __ In Kazakhstan, the oppression of foreigners continues"
1093357968,11999,2022-08-21 18:01:34+00:00,"15 мирных жителей получили ранения в Центрально-городском районе Горловки. 
По жилым кварталам боевики киевского режима били на протяжении получаса. 

@epoddubny",15 civilians were wounded in the Central Gorlovka district.
1469021333,14399,2022-10-15 20:40:12+00:00,"🤦🏻‍♂️ **По Невському ситуація наступна: поки, що село переходить в сіру зону і з великою долею вірогідності перейде в червону

**Ні, його не відбив ворог. Але його й не визволяли, хоча мали в ті дні, коли кацапи тікали з Лиману. До казкових сіл Сергіївка та Гайдаївка додається і Невське. Знову ж таки, питання того, що іноді мелють голови ВЦА заради популярності на ефірах. 

З Луганщиною в нас наче пороблено...

deepstatemap.live/#13.5/49.1537/37.9712","🏻 ♂️ **Pur Nevskij situationa follows: until the village passes into the grey zone and with a great deal of the verity passes into the red zone **Nì, the yogh did not return the enemy. But the yogh did not leave, although the young ones in those days, when the katzapi ticked from Lima."
1109403194,33291,2022-06-01 12:49:52+00:00,"Бойцы группировки Отважных испытывают свежие поставки вооружений от США. Видео последует.

@sashakots",The Warriors are testing new weapons from the US. The video will follow. @sashakots
1366346975,50675,2022-08-09 22:22:28+00:00,"[​​](https://telegra.ph/file/c91894c1ca74709f72714.png)**Карта военных действий и ситуация на фронтах вечером 9 августа

**Сегодняшний день был насыщенным на разного рода события, главными из которых стали, конечно, взрывы в Крыму. В 15:20 [начали поступать](https://t.me/readovkanews/39969) сообщения о серии взрывов в поселке **Новофедоровка**, **Сакского** района. Позже выяснилось, что это детонирует склад с БК на военном аэродроме морской авиации ВМФ, расположенном в непосредственной близости от поселка. Сразу [появилось](https://t.me/readovkaru/1186) множество версий произошедшего. Министерство обороны же [заявило](https://t.me/readovkanews/39972), что никакого огневого воздействия со стороны противника по обвалованной площадке хранения боеприпасов на аэродроме не было. Основной версией причин взрывов рассматривается возгорание из-за нарушений правил пожарной безопасности. На данный момент [известно](https://t.me/readovkanews/39982) об одном погибшем, девяти пострадавших, [в том числе](https://t.me/readovkanews/39974) двух детях. Следствие продолжает проверку. 

Также стоит отметить сегодняшние заявления украинских политиков, которые вызвали смешки и недоумение в русскоязычном Telegram. Советник главы офиса Зеленского Михаил Подоляк[ заявил](https://t.me/voenacher/26884), что контрнаступление украинских войск на Херсон, ярко анонсируемое последние несколько месяцев, было не чем иным, как «частью информационно-психологической операции». 
Сам же Зеленский [призвал](https://t.me/readovkanews/39954) страны Запада «запретить въезд всем гражданам РФ, а тех, кто уже уехал из России — отправить обратно», что вызвало в среде либералов возмущение и негодование.
    
⚔️ **Обстановка на фронтах за уходящие сутки:
** 
На линиях соприкосновения ситуация сегодня не сильно изменилась, отметим только самые интересные моменты.
 
Хорошие новости [приходят](https://t.me/readovkanews/39975) из-под **Соледара**, там 6-й казачий полк НМ ЛНР успешно [занял](https://t.me/readovkanews/39975) завод KNAUF. Бои уже перешли на городские улицы, прилегающие к заводу. Контроль над заводом осложнит положение сил ВСУ, обороняющихся в селе **Бахмутском**, которое штурмует ЧВК «Вагнер». Но до полного освобождения города еще очень далеко, что представляет из себя город рекомендуем [ознакомиться](https://t.me/sashakots/34805) в репортаже Коца. 

**На Артемовском (Бахмутском) направлении** появилась информация, что [наши заняли](https://t.me/strelkovii/3064) завод шампанских вин «АРТВИН».[ Судя](https://t.me/boris_rozhin/60010) по поступившим фото, на подступах к городу идут весьма активные бои. Российская артиллерия наносит удары по позициям в районе подстанции в **Веселой Долине** на юго-восточных подступах к городу.

**На Донецком направлении**, продолжается продавливание врага на окраине **Песок**, фиксируется медленное продвижение в **Марьинке** и **Спартаке**. Интенсивные бои так же на **Угледарском** рубеже. Темп, очевидно, замедлился на всей донецкой линии. Но наша арта, ракетчики и ВКС продолжают нещадно [прожаривать](https://t.me/readovkanews/39962) противника по всей линии. МО [сообщает](https://t.me/readovkanews/39962) о сбитом МИГ-29 «поветряных» сил Украины у н.п. **Троицкое**.   

▪️**Калибровка** [пришла](https://t.me/voenacher/26876) давеча в [Николаев](https://t.me/boris_rozhin/59956), [Умань](https://t.me/boris_rozhin/59982), **Никополь, Харьков,** а также [Винницкую](https://t.me/readovkanews/39962) и **Запорожскую** области. 

▪️**Прилеты.** Сегодня ПВО активно и результативно работало над **Белгородчиной**, враг результата не достиг. Традиционно под обстрелами страдали районы **Донецка**. Так же сообщается об ударах по **Волновахе** и **Токмаку**, попало по складам с БК и гражданской инфраструктуре. 

▪️**Из интересного:** на Украине [уничтожены](https://t.me/readovkanews/39961) 335 наемников, еще 389 сбежали — сообщает Минобороны РФ.

[Пришла](https://t.me/boris_rozhin/59975) новая партия свежих пленных ВСУ.

YouTube удалил стрим «Обыкновенного Царизма» c Евгением «Топазом» Рассказовым — но запись доступна в Telegram, [очень рекомендуем](https://t.me/readovkanews/39957)! 

▪️**В мире:** США [направит](https://t.me/voenacher/26870) укрорейху новый пакет военной помощи на 1 миллиард долларов. Но новых Хаймарсов ей пока не видать. 

Из Северной Кореи скоро прибудут первые группы строителей отстраивать ДНР.","[https://telegra.ph/file/c91894c1readovkanews/39969) reports of a series of explosions in the village of Novofedrovka**, Sakhalin district. Later it was discovered that this was a stockpile of BK at the naval airfield of the Navy, located near the headquarters of the Crimea."
1498939244,34179,2022-11-25 06:48:36+00:00,"Во Львовской, Одесской, Днепропетровской, Киевской областях и самом Киеве сегодня действуют аварийные отключения вместо плановых. 

В разных регионах начинают пытаться возвращать электротранспорт. В Одессе запустили трамваи, но те почти сразу остановились.","In Lviv, Odessa, Dnepropetrovsk, Kiev and Kiev, emergency disconnections are in place, and in different regions, attempts are being made to restore electric transportation."
1283359437,37849,2022-06-25 19:46:20+00:00,"Молодые патриоты Херсона привели в порядок барельеф Героя Советского союза генерала Василия Маргелова, который во время Великой Отечественной войны освобождал Херсон от фашистов. 

Нет места фашистам и в современном Херсоне! Это город русских героев!

@voenkorKotenok","The young patriots of Kherson have put in order the ballet of the Hero of the Soviet Union General Vasily Margelov, who during the Great Patriotic War liberated Kherson from the fascists."
1511148555,8556,2022-09-12 11:19:29+00:00,⚡️**Процесс дедолларизации неизбежен** — Путин.,️**The process of de-dollarization is inevitable** Putin.
1093357968,11506,2022-07-12 15:31:05+00:00,"**❗️Не менее 12 ударов нанесено по Харькову

**По данным «Иди и смотри», в городской промзоне пожар, работает воздушная тревога.

💬__«Двенадцать прилетов в Индустриальном районе. Прилеты в промзону, частный сектор»,__ — рассказал источник канала.

По его словам, также зафиксированы удары на улице Ньютона (юго-восток города).

**__@smotri_z__**","**️At least 12 strikes were made in Kharkiv **According to the data Go and watch, in the city industry fire, the air alarm is working. __Twelve flights in the Industrial district."
1536211233,168,2022-02-25 23:22:09+00:00,"⚡️⚡️⚡️**MINUS ONE RUSSIAN HELICOPTERS AND SU-25 IN DONETSK REGION

⚡️⚡️⚡️ МІНУС ОДИН РОСІЙСЬКИЙ ГВИНТОКРИЛ ТА СУ-25 В ДОНЕЦЬКІЙ ОБЛАСТІ**",️️️**MINUS ONE RUSSIAN HELICOPTERS AND SU-25 IN DONETSK REGION ️️️ MINUS ONE Russian helicopter was shot down by a Russian submarine in the Donetsk region**
1164348791,5760,2022-06-29 20:58:12+00:00,"🌹🌹🌹Спасибо! 
Надо сказать, тут сотни тысяч чьих-то детей несут свой Крест в СВО. Самый тяжелый Крест - солдатский. Мы лишь равняемся на них. 
Но, конечно, приятно!  

https://t.me/margaritasimonyan/11652","Thank you, I have to say, there are hundreds of thousands of children carrying their Cross in their own arms."
1080134301,20521,2022-12-04 07:10:03+00:00,Украинский боксер Денис Беринчик перед вчерашним боем с французом Иваном Менди вышел на ринг в форме ВСУ,Ukrainian boxer Denis Berinchik before yesterday 's fight with Frenchman Ivan Mendy went to the ring in the uniform of the VSU
1457892982,26179,2022-09-29 20:49:23+00:00,"**Завтра станет понятно, кто будет наступать,** – Арестович.

«Анонсы громкие с обеих сторон. Центральный вопрос для нас: будут ли они продолжать наступать всеми этими мобиками с этих типа «присоединенных территорий». 

Одно дело, когда они продолжают наступать, другое дело, когда они только обороняются. Завтра к вечеру будет если не ответ, то наметки к ответу».

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","The central question for us is whether they will continue to attack all these mobile phones from these types of the annexed territories. It's one thing when they continue to attack, another thing when they are just defending themselves. Tomorrow night there will be if not an answer, then a note to answer."
1144404150,17086,2022-07-30 08:50:29+00:00,"**УкроСМИ сообщают, что сегодня ночью ВС России нанесли удар в Харькове по «Заводу имени Малышева», который специализировался на выпуске и ремонте тяжелой и легкой бронированной техники.

**Фотография демилитаризованного объекта прилагается.","**UkrosMedia reports that the Russian forces struck Kharkov on the night of the attack on the Malyshev Plant, which specialized in the production and repair of heavy and light armored vehicles. **A photo of the demilitarized object is attached."
1511148555,7889,2022-08-28 22:35:45+00:00,"**Итальянские власти запретили возложение венков в память о Дугиной возле российского консульства

**Об этом рассказал доброволец, представившийся как **Лоренцо**. Со слов Лоренцо, он лично знал погибшую в теракте девушку. Сам Лоренцо представляет общественное движение «**Восток – Солидарность Донбасс**»

«__Консульство было закрыто, а итальянские военные, охраняющие дипмиссию, не позволили положить цветы к воротам__» - рассказал итальянский доброволец.","**The Italian authorities banned the laying of wreaths in memory of Dugan near the Russian consulate **This was reported by a volunteer who presented himself as **Lorenzo**. According to Lorenzo, he personally knew the girl who died in the attack."
1511148555,8225,2022-09-06 14:32:48+00:00,"МАГАТЭ в докладе по итогам миссии на ЗАЭС: обстрелы станции и ее окрестностей нужно прекратить для поддержания физической целостности АЭС...  
 
**💤Охуительный отчет! А где «ебаные хохлы хотят ядерную катастрофу устроить и ебашут по АЭС»????**",The IAEA in its report on the results of the mission at the IAEA: the shelling of the station and its surroundings must be stopped to maintain the physical integrity of the nuclear power plant... **Faw report!
1080134301,15864,2022-07-25 19:22:00+00:00,"В Нижневартовске появился кандидат на поездку к Кадырову, для убедительных извинений","In Nizhnyvartsk, a candidate for a trip to Kadyrov, for convincing apologies"
1469021333,9356,2022-02-26 20:43:28+00:00,Чернігів така сама ситуація. Бережіть себе,The black people are the same.
1144404150,17490,2022-08-16 12:56:11+00:00,"🇷🇺Расчеты РСЗО 1 танковой армии продолжают уничтожать позиции ВСУ на славянском направлении. Российские войска смогли обеспечить существенное преимущества перед ВСУ в артиллерии, из-за чего украинские войска несут огромные потери в живой силе и технике.

@razved_dozor",RSSO 1 tank army accounts continue to destroy the positions of the Armed Forces in the Slavic direction.
1144404150,14429,2022-04-30 15:44:09+00:00,"🇷🇺🇺🇦 Обломки сбитой ракеты «Точка-У», которая сегодня утром была запущена ВСУ по тыловой территории ДНР и сбита в районе города Снежное.

По данным экспертов оперативной группы СЦКК, в направлении н.п. Снежное ВСУ выпустили две ракеты «Точка-У» кассетного типа, одна из которых была сбита ПВО, а вторая успела частично выпустить кассетные боевые элементы, что привело к [повреждениям гражданской инфраструктуры](https://t.me/warjournaltg/14361).

@warjournaltg","According to the experts of the SCCK operational group, in the direction of the N.p. Snow Force fired two missiles of the Tochka-U type, one of which was shot down by the air defense, and the second managed to partially release the cassette combat elements, which led to [civilian infrastructure damage]"
1144404150,17986,2022-09-09 19:42:50+00:00,"**❗️Кадры переброски вооружения, военной техники и личного состава транспортными вертолетами Ми-26 армейской авиации ВКС России в зоне проведения СВО в Харьковской области

**[Подписаться на Zvezdanews](https://t.me/zvezdanews)","**️Cadres of weapons, military equipment and personnel transfer by transport helicopters Mi-26 of the Russian Air Force Air Force in the area of self-defense in the Kharkiv region **[Sign up for Zvezdanews](https://t.me/zvezdanews)"
1469021333,14619,2022-11-10 15:31:34+00:00,"**🇺🇦**** Миролюбівка скоро повернеться до мирного життя в Українському тилу, **зараз фронт тікає від неї все далі разом з кацапами

📍https://deepstatemap.live/#12/46.7372/32.3098","****** Peace-loving soon to return to peaceful life in Ukrainian Tilla, **now the front is tickled from her all along with the catapans https://deepstatemap.live/#12/46.7372/32.3098"
1511148555,14594,2022-12-26 18:14:49+00:00,"**💤Скорее всего Зеленский проходил у неё экспресс курс горлового минета, перед поездкой в резиденцию Байдена.**",**It's likely Zelensky took an express throat mine course with her before she went to Biden's residence.**
1283359437,41409,2022-10-09 08:41:38+00:00,"Освобожденный Северодонецк

Когда едешь в город, вдоль трассы тянется сосновый лес, как вдоль Бердского шоссе в родном Новосибирске. Вот только весь этот лес голый, хотя хвойные деревья не опадают.  

Он выжжен, почти мертв, так же как сам Северодонецк, в котором нет почти ни одного целого здания. 

В город мы поехали сами, на двух внедорожниках и газели, которые загрузили обогревателями. Сами, потому что в момент загрузки фуры в Донецке пришла информация, что мы отступили из Лимана, фронт приблизился к Лисичанску, и водители отказались туда ехать.

Но мы обещали и поэтому поехали. 

Отдельное спасибо настоящим мужчинам из Ночных Волков Донбасса за то, что дали кров на своей базе в Луганске и сопроводили в Северодонецк.

Выгрузив обогреватели в администрации, пообщались с мэром города. Сильный и честный мужик, который борется за город несмотря ни на что.

Однако, ситуация следующая: 

Запустили Северодонецкий Азот, от него решили вести отопление - хаймерс разбомбил тепловой пункт. 

Отремонтировали бывшее здание ООН, создав там штаб ЖКХ для компаний, которые получили подряд на восстановление домов: остекление квартир и проводку отопления - здание разбомбил хаймерс.

Сделали общественную бесплатную столовую из ресторана, где кормили 2 тыс. человек - здание разбомбил хаймерс.

На вопрос: «почему здесь в здании сидите, опасно ведь?», он ответил: «а в любом случае прилетит, они очень точно бьют, а сидеть где-то надо».

Компания по остеклению, которая по заявлениям местного населения (которое недавно в РФ, еще не узнало о 282 статье, и о том, что у преступности нет национальности) занималась не остеклением, а мародерством. 

Тожероссияне (со слов населения, возможно специально врут бабушки и женщины с детьми) начали организовывать производство, обходя все цеха в округе и забирая станки. Местные думали: «ну ладно, главное окна будут!». Однако застеклив пару домов, компания снялась с места и убежала, не известно со станками или без, но с домашней утварью.

А я еще сначала не понимал почему нашего вида (черный джип, тактическая одежда, бороды, южная внешность) так шугаются местные.

Ну а другой подрядчик убежал после попадания хаймерса в штаб. И сейчас городская администрация пытается своими силами отремонтировать несколько независимых котельных, чтобы хоть как-то и где-то дать отопление.

Итак, в городе 800 домов, которые теоретически можно восстановить и в которых живут люди, в 500 домов упорный мэр все равно планирует провести центральное отопление, однако сейчас нет ни в одном. Стекол тоже нет. Электричество есть в 150 домах.

В городе единственный магазин в центре, один ларек с кофе, где местные заряжают телефоны.

Единственный фаст фуд - это стол на улице, где продают пирожки. 

Мы остановились купить пирожков и стали раздавать бесплатно их тем бабушкам и детям, которые были рядом. Люди благодарили с опаской и слезами на глазах. Со слезами, за чертов пирожок за 25 рублей!!!

А мне было больно, горько и стыдно.

Город втоптанный в средневековье, обворованный и освобождённый, пожалуй, точно только от цивилизации.

Послушайте, освобожденные нами люди уже 5 месяцев живут в подвалах и готовят еду на кострах. С детьми в этих подвалах и могилами во дворах!!!

Если город нельзя сейчас восстановить, то поставьте временное жилье по контейнерной технологии, как построили город на 20 тыс. жителей в чистом поле на Амурском ГПЗ, только в Северодонецке нужно не 20 тыс., а хотя бы 2-3 тыс.

Самое печальное, что люди все равно за русских только потому, что Азовцы вели себя хуже. 

Когда ехали обратно, загрузив в машину уцелевшие вещи родителей нашего друга и его матушку, я показал видео, которое снял по дороге из Лисичанска в Северодонецк. Мать указала на высотное полуразрушенное здание на видео со словами: «а в этом здании неделю сидела снайперша Азова и расстреливала мирное население, всех, кто бежал по этой дороге, пока здание не разрушили»

Вот такое море людского горя. 

Которое мы обязаны уменьшить. 
Ведь русские своих не бросают, а там в подвалах живут свои. 
Живут спустя 5 месяцев после освобождения, но на свободу это мало похоже.","When you go to the city, we go to the city alone, on two SUVs and gasals that were loaded with heaters. Just because at the time of loading the furnace in the city of Dobinsk, the whole forest is bare, although the coniferous trees do not fall. It is burned, almost dead, just like the town of Novodoneck, which has almost no entire building. We went to the city alone, on two SUVs and gasals that were loaded with heaters."
1080134301,16954,2022-09-02 17:07:00+00:00,"🗣🇺🇦 **«Я деморализован!»

**Очередные укровояки (на этот раз 66 бригада ВСУ) отказываются воевать, район Красногоровки.

К ним даже был прислан какой-то отъевшийся хряк из штаба, дабы уговорить боевиков выйти на позиции.
Не получилось. Тогда хряк перешёл на прямые угрозы.","The other rangers (this time 66th Air Force Brigade) refused to fight, the Krasnogorovka area. They were even sent some disengaged thug from the headquarters to convince the militants to step down."
1283359437,37711,2022-06-21 19:59:59+00:00,"Украинские СМИ сообщают подробности обмены Тайры из Азова на Адама Гриценко – сына замполпреда Чечни в Крыму Мурада Саидова.  Согласно данным издания OBOZREVATEL , Тайру вернули Киеву в обмен на то, что Гриценко был отпущен на все четыре стороны. Также СБУ гарантировало, что его больше никто из силовиков трогать не будет. При этом сам Адам, являясь гражданином Украины и прожив всю жизнь в этой стране, остался на Украине. Вернулся ли он домой в Мариуполь (находится под контролем российских войск, там сейчас многими процессами заправляет его отец) или остался в другом украинском регионе, не сообщается.","Ukrainian media reported details of the exchange of Tyra from Azov to Adam Grycenko, the son of the deputy president of Chechnya in Crimea Murad Saidov. According to the OBOZREVATEL publication, Tyra was returned to Kiev in exchange for Grycenko being released on all four sides."
1080134301,20973,2022-12-16 06:24:00+00:00,"**⚡️Генассамблея ООН приняла внесенную РФ резолюцию:

** __«Борьба с героизацией нацизма, неонацизмом и другими видами практики, которые способствуют эскалации современных форм расизма, расовой дискриминации, ксенофобии и связанной с ними нетерпимости».
__ 
Сообщается, что «за» проголосовали 120 стран, «против» высказались 50, «воздержались» — 10.

**Украина, Польша, Германия, Финляндия, Италия и др. страны голосовали против.**","**️The UN General Assembly adopted the Russian Federation's proposed resolution: **__Fighting the heroisation of Nazism, neo-Nazism and other practices that contribute to the escalation of modern forms of racism, racial discrimination, xenophobia and related intolerance."
1469021333,9867,2022-03-02 09:15:33+00:00,"Енергодар, зараз. Люди не бажають бачити у себе в місті окупантів",People don't want to see an occupier in their city.
1469021333,11000,2022-03-22 07:48:04+00:00,"В репортаж CNN потрапило як український ""Козак-2"" тягне трофейний пересувний пункт розвідки та управління вогнем артилерії 1В119 на базі БТР-Д","In the CNN report, Ukrainian ""Kozak-2"" is pulled by a trophy transfer point of reconnaissance and fire control of 1B119 artillery at the base of BTR-D"
1080134301,15012,2022-06-30 18:21:00+00:00,Жириновский в 2012 году на украинской передаче,Zhirinovsky in 2012 on the Ukrainian broadcast
1080134301,15518,2022-07-15 10:37:00+00:00,Пиво на вечер отменяется,Beer for the evening canceled
1457892982,29678,2022-11-26 18:52:04+00:00,"**❗️На** **следующей неделе могут произойти новые массовые ракетные обстрелы Украины с последующими затяжными отключениями света**, — **Арахамия

**""Нужно заранее заготовить в сухом виде продукты на длительный период, потому что есть информация о том, что на следующей неделе могут быть новые ракетные удары и новые блэкауты"", - сказал он.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**️****Next week there may be new mass missile shelling of Ukraine with subsequent prolonged blackouts of light**,  **Arakemia **""We need to prepare dry food in advance for a long period of time because there is information that there may be new missile strikes and new blackouts next week"", he said."
1144404150,19118,2022-11-01 17:23:38+00:00,"**Мобилизация женщин на Украине продолжается

**Без особого афиширования на Украине продолжается мобилизация женщин.

На данный момент **обязательному призыву в ВСУ подлежат все женщины, имеющие воинское звание (служившие ранее в армии или закончившие кафедры военной подготовки).

**При этом, до недавнего времени такие женщины могли выехать за границу, однако не так давно и у них начались сложности.","**Women's mobilization in Ukraine continues **Without special posterization in Ukraine, women's mobilization continues. At present **All women who have a military rank (who have served in the army or have completed the departments of military training) are subject to mandatory conscription to the Air Force. **At the same time, until recently such women could go abroad, but not so long ago they also began to have difficulties."
