Post,Trans,Label,Type
"‏""سوگنامه‌ای برای بابک خرمدین""

سکانس اول:
خرمدین فیلم ""سوگنامه‌ای برای یاشار"" رو بر اساس زندگی خودش می‌سازه. فیلم داستان یه جوونه که برای تحصیل وارد لندن میشه. فیلم عمدتا ماجرای پریشانی و استیصال یاشار و دلتنگیش برای پدر و مادرشه.
سکانس دوم:
سال ۹۴ این فیلم اکران می‌شه. در مراسم ‏اکران فیلم ""سوگنامه‌ای برای یاشار"" ‎#بابک_خرمدین از پدرش دعوت می‌کنه روی سن بیاد و صحبت کوتاهی داشته باشه.
سکانس آخر:
پدر و مادر بابک اول بیهوشش می‌کنن، بعد با چاقو به قتلش می‌رسونن و بعد بدن مثله شده‌ش رو در سطل آشغال می‌ندازن. پدرش هم در ابتدای اعترافاتش میگه: ""پسرم مجرد بود"".

‏بهروز معاونیان در شب اکران: «تمام حس کاراکتر نسبت به پدر و مادرش و این‌که چطور شد رفت و چطور حس نزدیکی به همین پدر و مادر باعث شد، برگردد در فیلم پیدا بود و خوشحالم که امشب این پدر و مادر را از نزدیک می‌بینم.»
پایان.

[WhiteTrillium7
](https://twitter.com/WhiteTrillium7/status/1394175648801992706)@mamlekate","""An Obituary for Babak Khoramdin"" First scene: Khoramdin makes the film ""An Obituary for Yashar"" based on his own life. The film is the story of a young man who comes to London to study. The film is mainly about Yashar's distress and despair and his longing for his parents. Second scene: This film is released in 2015. At the screening of ""An Obituary for Yashar"", #Babak_Khorramdin invites his father to come to the stage and have a short talk. Last scene: Babak's parents first make him unconscious, then kill him with a knife, and then throw his mutilated body in the trash. His father also says at the beginning of his confession: ""My son was single."" Behrouz Moavianian on the night of the screening: ""The character's entire feelings for his parents, how he left and how his closeness to them made him come back, were evident in the film, and I'm happy to see these parents up close tonight."" End. [WhiteTrillium7 ](https://twitter.com/WhiteTrillium7/status/1394175648801992706)@mamlekate",Yes,A
"محمدحسین آقاسی (وکیل #محمدمهدی_کرمی):
پدر ومادر متهم ردیف اول پرونده قتل بسیجی کرجی خواستند که فرجام‌خواهی او را قبول کنم.
امروز صبح برای موافقت با امضای وکالتنامه به دادگاه صادرکننده حکم مراجعه کردم.
رئیس دفترکل دادگاه انقلاب اعلام داشت که رئیس دادگاه نمی‌پذیرد و اصرار پدر متهم نیز اثر نبخشید.
محاکمه و مجازات بدون وکیل متهم.
[Mhaghasi1

](https://twitter.com/Mhaghasi1/status/1601506312151785472)📡 @VahidOnline","Mohammad Hossein Aghasi (lawyer for #MohammadMehdi_Karami): The father and mother of the first defendant in the Basiji murder case in Karaji asked me to accept his appeal. This morning, I went to the court that issued the verdict to agree to sign the power of attorney. The head of the Revolutionary Court's general office announced that the head of the court would not accept it, and the insistence of the defendant's father was also ineffective. Trial and punishment without the defendant's lawyer. [Mhaghasi1 ](https://twitter.com/Mhaghasi1/status/1601506312151785472)📡 @VahidOnline",Yes,D
"♦️کمال پیشوند، معترض مجروح:
روز انتخابات در خانه بمانیم

•#کمال_پیشوند، معترضی که در جریان خیزش انقلابی یک چشمش آسیب دیده، با انتشار ویدیویی گفت: «برای من که به خیابان رفتم و چشمم را از دست دادم، روز انتخابات در خانه بمانید. من رای نمی‌دهم.»

•پیشوند، شهروند اهل مهاباد، روز ۲۰ مهرماه ۱۴۰۱ با شلیک ماموران چشم چپ خود را از دست داد
#بایکوت_انتخابات
#رای_بی_رای","♦️Kamal Pishvand, injured protester: Let's stay home on election day •#Kamal_Pishvand, a protester who had one eye damaged during the revolutionary uprising, released a video saying: ""For me, who went to the street and lost my eye, stay home on election day. I will not vote."" •Pishvand, a citizen of Mahabad, lost his left eye when officers shot him on October 10, 1402 #Boycott_Elections #Vote_Without_A_Vote",Yes,A
"🔻انسیه خزعلی، معاون ابراهیم رئیسی در امور زنان و خانواده در توییتی اقدام شلیر رسولی، زن مریوانی که برای جلوگیری از تجاوز خود را از ساختمان به پایین پرت کرد و جان باخت را تشویق کرد و ناشی از «پاکدامنی و زنانگی» خواند.

او اشاره‌ای به ناامنی‌ برای زنان و اعتراض زنان در مریوان نکرد.
[IranIntl](https://twitter.com/IranIntl/status/1568513150848204801)

▫️‏تو جمهوری اسلامی اگه خواستن بهتون تجاوز کنن، فقط باید خودکشی کنین تا ازتون حمایت بشه؛ چون اگه مقاومت کنین یا بعدش شکایت، دادگاه و قانون نه تنها حمایتتون نمی‌کنه، بلکه تحقیرتونم می‌کنه.

[Mo__Hoss](https://twitter.com/Mo__Hoss/status/1568516387575832578?t=vC2P1zEADxlfBrNCK1gPZA&s=19)
@mamlekate","🔻Ansiyeh Khazali, Ebrahim Raisi's deputy for women and family affairs, encouraged the action of Shalir Rasuli, a Marivan woman who threw herself off a building to avoid rape and died, in a tweet, calling it a result of ""chastity and femininity."" She did not mention the insecurity for women and the women's protest in Marivan. [IranIntl](https://twitter.com/IranIntl/status/1568513150848204801) ▫️In the Islamic Republic, if they want to rape you, you just have to commit suicide so that you will be supported; because if you resist or later file a complaint, the court and the law will not only not support you, but also humiliate you. [Mo__Hoss](https://twitter.com/Mo__Hoss/status/1568516387575832578?t=vC2P1zEADxlfBrNCK1gPZA&amp;s=19) @mamlekate",Yes,"A, C"
"ورود علنی آمریکا به پرونده قتل امید سرلک توسط سپاه

چشم‌انداز با مهدی مهدوی‌آزاد

نسخه کامل این برنامه را در یوتیوب ایران‌اینترنشنال تماشا کنید:
https://youtu.be/ogLox7S4cVU
@iranintltv",America's public involvement in the murder of Omid Sarlak by the Revolutionary Guards with Mehdi Mahdavi Azad Watch the full version of this program on Iran International's YouTube: https://youtu.be/ogLox7S4cVU @iranintltv,Yes,A
"🎥 ویدیویی از مسابقه بوکس «محمدحسین پرنون»، نوجوان ۱۶ساله‌ای که شامگاه هجدهم دی ۱۴۰۴ در خرم‌آباد با گلوله سرکوب‌گران جمهوری اسلامی کشته شد به‌دست ایران‌وایر رسیده است. این کودک کشته شده، همزمان با تحصیل، کارگری هم می‌کرد. او کلاس دهم بود و شاگردی گچ‌کاری و سنگ‌کاری ساختمان می‌کرد. یک منبع مطلع به ایران‌وایر گفته که  او «نوجوانی با غرور و باغیرت بود. بچه کاری و سر‌به‌زیری بود. واقعا حیف بود که بمیرد. واقعا حیف بود.»

@Farsi_Iranwire","🎥 IranWire has obtained a video of the boxing match of “Mohammad Hossein Parnon,” a 16-year-old teenager who was shot dead by Islamic Republic suppressors in Khorramabad on the evening of January 18, 1404. The child who was killed was also a laborer while studying. He was in the tenth grade and was an apprentice plasterer and stonemason. An informed source told IranWire that he was “a proud and courageous teenager. He was a hard worker and humble. It was really a shame that he died. It was really a shame.” @Farsi_Iranwire",Yes,A
"🎥 بازاریان مریوان به اعتصاب عمومی پیوستند

نمایی دیگر از اعتصاب عمومی صبح امروز بازاریان و کسبه و مردم مریوان در محکومی کشته شدن #مهسا_امینی، توسط گشت ارشاد. در این فیلم مغازه‌های مسیر اصلی بازار مریوان از میدان مرکزی شبرنگ به سمت بازار مرکزی و مجتمع‌های تجاری و پاساژ‌های اطراف بازار به کلی بسته شده و مردم معترض نیز به خیابان آمده‌اند.

#اخبار_ایران #اعتصابات_سراسری

@Farsi_Iranwire","🎥 Marivan marketers join general strike Another view of this morning's general strike by marketers, merchants, and people of Marivan in condemnation of the killing of #Mahsa_Amini by Ershad patrol. In this video, the shops on the main route of Marivan market from the central square of Shabrang to the central market and the commercial complexes and arcades around the market are completely closed, and protesting people have also taken to the streets. #Iran_News #National_Strikes @Farsi_Iranwire",Yes,A
"**۵۳ درصد تصادفات مربوط به خطای انسانی**

 **علیرضا رئیسی معاون بهداشت وزارت بهداشت:**
🔹 یک برنامه ۳ ساله برای کاهش تصادفات و سوانح ترافیکی تدوین شده است.
🔹 در حال حاضر ۲۰ هزار مرگ در سال گزارش شده که می‌توان ۱۰ هزار فوتی را کاهش داد.
🔹در تصادفات  رانندگی ۵۳ درصد مربوط به خطای انسانی و فرهنگ رانندگی و بقیه مربوط به خودرو و جاده است.
✅ @Khabar_Fouri","**53 percent of accidents are related to human error** **Alireza Raisi, Deputy Minister of Health of the Ministry of Health:** 🔹 A 3-year plan has been developed to reduce traffic accidents and incidents. 🔹 Currently, 20,000 deaths are reported per year, which can be reduced by 10,000. 🔹 In traffic accidents, 53 percent are related to human error and driving culture, and the rest are related to vehicles and roads. ✅ @Khabar_Fouri",Yes,A
"🎥 وکیل سامان یاسین رپر معترض بازداشت شده در جریان جنبش زن، زندگی، آزادی خبر داده است که بر اساس حکم صادر شده توسط شعبه ۱۵ دادگاه انقلاب اسلامی تهران موکلش به پنج سال تبعید به یکی از شهرهای استان کرمان محکوم شده است.

 این حکم روز یکشنبه دوم اردیبهشت ١٤٠٣ به صورت حضوری به وکیل مدافع سامان یاسین ابلاغ شده است.

نیروهای امنیتی ۱۰ مهرماه ۱۴۰۱ سامان یاسین یکی از شهروندان باورمند به آیین یارسان و اهل کرمانشاه را با خشونت در خانه‌اش در تهران بازداشت کردند.

شعبه ۱۵ دادگاه انقلاب تهران به ریاست قاضی صلواتی، آبان‌ ۱۴۰۱ سامان یاسین را به «اتهام محاربه» به اعدام محکوم کرده بود اما با تلاش وکلا و اعتراض آن‌ها به این حکم دیوان عالی کشور آن را نقض کرد.

#اطلاع_رسانی #اخبار_ایران

@Farsi_Iranwire","🎥 The lawyer of Saman Yasin, a rapper protester arrested during the Women, Life, Freedom movement, has announced that based on a verdict issued by Branch 15 of the Islamic Revolutionary Court of Tehran, his client has been sentenced to five years of exile in one of the cities of Kerman province. The verdict was delivered in person to Saman Yasin's defense lawyer on Sunday, May 2, 1403. On October 1, 1402, security forces violently arrested Saman Yasin, a citizen of the Yarsan religion and a resident of Kermanshah, in his home in Tehran. Branch 15 of the Tehran Revolutionary Court, headed by Judge Salavati, had sentenced Saman Yasin to death in November 1402 on the ""charge of war against the enemy,"" but the Supreme Court overturned the verdict due to the efforts of lawyers and their protests. #Information_Media #Iran_News @Farsi_Iranwire",Yes,D
"تصاویری از اعتراضات گسترده در شهر کامیاران

نیروهای سرکوبگر با معترضان درگیر و به سمت معترضان اقدام به تیراندازی کردند.

سه‌شنبه بیست و چهارم آبان‌ماه

#مهسا_امینی

[kurdpa_farsi](https://twitter.com/kurdpa_farsi/status/1592558115819749376)
@mamlekate","Images from the widespread protests in the city of Kamyaran. Repressive forces clashed with protesters and opened fire on them. Tuesday, November 14 #Mahsa_Amini [kurdpa_farsi](https://twitter.com/kurdpa_farsi/status/1592558115819749376) @mamlekate",Yes,A
"حامد بصیری، ۳۵ ساله و فنی‌کار  ۱۹ دی‌ماه در فردیس کرج به دست نیروهای سرکوبگر جمهوری اسلامی کشته شد.
او فنی‌کار بود و در حوزه تعمیرات یخچال و لوازم خانگی فعالیت می‌کرد. حامد بصیری یک دختر ۶ ساله از خود به‌جا گذاشته است.
https://iranintl.com/202601308914","Hamed Basiri, 35, a technician, was killed on January 9 in Fardis, Karaj, by the repressive forces of the Islamic Republic. He was a technician and worked in the field of refrigerator and home appliance repairs. Hamed Basiri is survived by a 6-year-old daughter. https://iranintl.com/202601308914",Yes,A
"لحظه انتقال پیکر حسین محمدی کولبر اهل بخش ربط به بیمارستان سردشت.
[HengawO
](https://twitter.com/HengawO/status/1624410104006164480)بر اساس گزارش رسانه‌های حقوق بشری کرد، روز جمعه ۲۱ بهمن، یک کولبر به نام حسین محمدی بر اثر شلیک نیروهای سپاه پاسداران انقلاب اسلامی کشته شد.
بر اساس گزارش‌ها، نیروهای سپاه بدون اخطار قبلی این کولبر را در مرز «نوکان» سردشت هدف شلیک مستقیم قرار داده‌اند.
حسین محمدی ٥٠ ساله، متاهل و دارای دو فرزند است و پیکر او شب گذشته به بیمارستان سردشت منتقل شده است.
[iranwire

](https://iranwire.com/fa/news-1/113688-%DA%A9%D8%B4%D8%AA%D9%87-%D8%B4%D8%AF%D9%86-%DB%8C%DA%A9-%DA%A9%D9%88%D9%84%D8%A8%D8%B1-%D8%A7%D9%87%D9%84-%D8%B3%D8%B1%D8%AF%D8%B4%D8%AA-%D8%A8%D8%A7-%D8%B4%D9%84%DB%8C%DA%A9-%D9%86%DB%8C%D8%B1%D9%88%D9%87%D8%A7%DB%8C-%D8%B3%D9%BE%D8%A7%D9%87-%D9%BE%D8%A7%D8%B3%D8%AF%D8%A7%D8%B1%D8%A7%D9%86/)📡 @VahidOnline","The moment the body of Hossein Mohammadi, a kolbar from Rabat district, was transferred to Sardasht Hospital. [HengawO ](https://twitter.com/HengawO/status/1624410104006164480)According to a report by Kurdish human rights media, on Friday, February 11, a kolbar named Hossein Mohammadi was killed by fire from the Islamic Revolutionary Guard Corps (IRGC). According to reports, the IRGC targeted the kolbar with direct fire at the Nokan border in Sardasht without prior warning. Hossein Mohammadi, 50, is married and has two children, and his body was transferred to Sardasht Hospital last night. @VahidOnline",Yes,A
"در دو ماه گذشته مردم مهاباد بارها اینگونه روز را شروع کرده‌اند:
ساعت ۹صبح بدرقه شهید دیروز، ساعت ۱۰شروع اعتراضات، در طول روز گاهی تا سه بار اینگونه کشته‌هایشان را بدرقه کرده‌اند.
و دوباره فردا، ۹صبح بدرقه شهید دیروز، ساعت ۱۰ بازگشت به خیابان.
 #کمال_احمدپور

[Faruqsamanii](https://twitter.com/Faruqsamanii/status/1593877575251763201)
@mamlekate","In the past two months, the people of Mahabad have started their day like this many times: at 9 am, they saw off yesterday's martyr, at 10 am, the protests began, sometimes up to three times during the day, they have seen off their dead like this. And again tomorrow, at 9 am, they saw off yesterday's martyr, at 10 am, they return to the streets. #Kamal_Ahmadpour [Faruqsamanii](https://twitter.com/Faruqsamanii/status/1593877575251763201) @mamlekate",Yes,A
"گزارش‌ها از زندان اوین حاکی از وقوع تنش شدید میان زندانیان و ماموران زندان در پی تلاش برای اجرای حکم اعدام یک زندانی سیاسی است.

حساب کاربری ایکس مهدی محمودیان، زندانی سیاسی در اوین، نوشت که روز سه‌شنبه ماموران این زندان قصد انتقال احسان افراشته، زندانی سیاسی محکوم به اعدام، را برای اجرای حکم داشتند که با مقاومت زندانیان سالن ۱۲ بند ۷ روبه‌رو شدند. به نوشته این حساب، زندانیان با بستن درهای بند مانع انتقال او شدند و فضای زندان «به‌شدت متشنج» گزارش شده است.

کانال خبری «تحکیم ملت» نیز گزارش داد که در واکنش به این اقدام، زندانیان سایر سالن‌ها با سردادن شعارهایی علیه اجرای حکم اعدام، به درهای بندهای خود فشار آورده‌اند.

این گزارش‌ها در حالی منتشر می‌شود که در حال حاضر علاوه بر زندانیان جرائم عمومی که روزانه در زندان‌های ایران به دار آویخته می‌شوند، حدود ۷۰ زندانی در زندان‌های سراسر کشور با اتهامات سیاسی در خطر تایید یا اجرای حکم اعدام و بیش از ۱۰۰ تن نیز با اتهامات مشابه در خطر صدور حکم مرگ قرار دارند.
https://iranintl.com/202510077539","Reports from Evin Prison indicate that there is intense tension between prisoners and prison guards following an attempt to execute a political prisoner. The X account of Mehdi Mahmoudian, a political prisoner in Evin, wrote that on Tuesday, prison guards were planning to transfer Ehsan Afrashte, a political prisoner sentenced to death, to carry out the sentence, but were met with resistance from prisoners in Ward 12, Section 7. According to the account, the prisoners blocked his transfer by closing the doors of the ward, and the prison atmosphere was reported to be “extremely tense.” The news channel “Tahkim Mellat” also reported that in response to this action, prisoners in other halls have been pushing against the doors of their wards, chanting slogans against the execution of the death sentence. These reports are being published at a time when, in addition to prisoners for general crimes who are hanged daily in Iranian prisons, about 70 prisoners in prisons across the country are currently at risk of confirmation or execution of the death sentence on political charges, and more than 100 people are at risk of being sentenced to death on similar charges. https://iranintl.com/202510077539",Yes,"C, D"
"(⚠️تصاویر ناراحت‌کننده)
خبرگزاری‌ها در ایران گزارش می‌دهند که ۳۵ نفر در اثر ازدحام جمعیت در #کرمان در جریان مراسم تشییع جنازه #قاسم_سلیمانی جان خود را از دست داده‌اند. باشگاه خبرنگاران جوان تعداد کشته‌ها در این مراسم را ۳۵ نفر و تعداد مصدومان را ۴۸ نفر اعلام کرد.

خبرگزاری ایسنا به نقل از رئیس اورژانس ایران خبر مصدومیت و فوت تعدادی از شرکت‌کنندگان در مراسم تشییع جنازه قاسم سلیمانی در کرمان را تایید کرده، اما هنوز آماری از این افراد نداده است.
[RadioFarda_](https://www.radiofarda.com/a/qasem-solimani-killed-baghdad-iraq/30358156.html?lbis=188250) _ [xmangamma
](https://twitter.com/xmangamma/status/1214476396870819840)#ازدحام #ازدحام_جمعیت
📡 @VahidOnline","(⚠️Sad images) News agencies in Iran are reporting that 35 people have died in a stampede in #Kerman during the funeral of #Qasem_Soleimani. The Young Journalists Club put the death toll at 35 and the number of injured at 48. ISNA news agency, citing the head of Iran's emergency services, confirmed the injuries and deaths of a number of participants in the funeral of Qasem Soleimani in Kerman, but has not yet provided a figure for these people. [RadioFarda_](https://www.radiofarda.com/a/qasem-solimani-killed-baghdad-iraq/30358156.html?lbis=188250) _ [xmangamma ](https://twitter.com/xmangamma/status/1214476396870819840)#Crash #Crash 📡 @VahidOnline",Yes,A
"بر اساس [گزارش اختصاصی روزنامه شرق](https://www.sharghdaily.com/%D8%A8%D8%AE%D8%B4-%D8%AC%D8%A7%D9%85%D8%B9%D9%87-220/968200-%D8%B4%D8%B1%D9%82-%D8%B3%D9%88%D9%85%DB%8C%D9%86-%D8%B1%D9%88%D8%A7%DB%8C%D8%AA-%D8%A7%D8%B2-%D8%A2%D8%B2%D8%A7%D8%B1-%D8%AC%D9%86%D8%B3%DB%8C-%D8%AF%D8%B1-%D8%A2%D9%85%D8%A8%D9%88%D9%84%D8%A7%D9%86%D8%B3-%D8%B1%D8%A7-%D9%85%D9%86%D8%AA%D8%B4%D8%B1-%D9%85%DB%8C-%DA%A9%D9%86%D8%AF) از سومین مورد آزار جنسی به بیماران اورژانس در آمبولانس، یک زن ۳۳ ساله شهریور ۱۴۰۱ هدف تجاوز جنسی مامور آمبولانسی قرار گرفته که در حال انتقال او به بیمارستان بوده است. بر اساس این گزارش، این قربانی و خواهرش در سالگرد این اتفاق جان سپرده‌اند.

پدر این زن به شرق گفته است دخترش به دلیل فشار روانی ناشی از تجاوز جنسی، در سالگرد این اتفاق سکته کرد و درگذشت و دختر دیگرش که ۳۷ سال سن داشت هم نیم‌ساعت پس از فوت خواهرش، به زندگی خودش پایان داد.

بر اساس روایت پدر داغدیده برای روزنامه شرق که اسناد قانونی آن را هم دیده است، شهریور ۱۴۰۱ دختر او بدحال می‌شود و وقتی اورژانس ۱۱۵ کرج می‌‌آید، ماموران اورژانس اجازه نمی‌دهند خواهرش در آمبولانس همراه بیمار شود.

بر اساس این روایت، در اتومبیل اورژانس، تکنیسین به این دختر بیمار آمپول بی‌هوشی زده و پس از لمس بدنش او را در همان حال روی پا نگه می‌دارد اما **پس از اطلاع از عادت ماهانه‌اش، به صورت دهانی به او تجاوز کرده است.**

بر اساس روایت پدرش، اگرچه راننده آمبولانس به دخترش تعرض نکرده اما با او همدستی کرده است و دخترش شهادت داده که هرچند تحت تاثیر داروی بی‌هوشی بوده اما صدای مکالمه دو نفر را د رجریان تجاوز می‌شنید.

راننده آمبولانس همچنین عامدانه و با دور زدن در شهر، فاصله را طولانی‌تر کرده تا همکارش بتواند به این زن بیمار تعرض کند.

بر اساس این گزارش، آمبولانس فاصله‌‌ ۱۰ دقیقه‌ای خانه این زن تا بیمارستان را یک ساعت و ۲۰ دقیقه طول داده است و برای همین تاخیر، چندین بار از بیمارستان و اورژانس با آن تماس می‌گیرند.

بر اساس گزارش شرق، مقامات از آن‌ها خواسته‌اند موضوع را رسانه‌ای نکنند تا آن‌ها متجاوزین را مجازات کنند. مجازاتی که با وجود شواهد تجاوز و گزارش پزشک قانونی در نهایت به ۹۹ ضربه شلاق برای تکنسین و ۳۰ ضربه شلاق برای راننده و دو سال ممنوعیت از کار ختم شد و پس از شلاق هم از بازداشت آزاد شده‌اند.

به گفته این پدر داغدار، او برای پیگیری دادخواهی دخترش تلاش زیادی کرده است و از امام جمعه کرج و فردیس تا نماینده مجلس و مسئولان دانشگاه علوم پزشکی را دیده است، اما نتیجه‌ای نگرفته است.
@[VahidOOnLine](https://t.me/VahidOOnLine/146901)

📡 @VahidOnline"," In the third case of sexual harassment of emergency patients in an ambulance, a 33-year-old woman was sexually assaulted by an ambulance officer who was transporting her to the hospital. According to the report, the victim and her sister died on the anniversary of the incident. The woman's father told Shargh that his daughter had a stroke and died on the anniversary of the incident due to psychological stress from the rape, and his other daughter, who was 37 years old, ended her own life half an hour after her sister's death. According to the grieving father's account to Shargh, which he has also seen the legal documents, in September 2012, his daughter became seriously ill and when Karaj's 115 emergency service arrived, the emergency personnel would not allow his sister to accompany the patient in the ambulance. According to this account, in the ambulance, the technician injected the sick girl with an anesthetic and, after touching her body, held her upright, but **after learning that she was menstruating, he orally raped her.** According to her father, although the ambulance driver did not rape his daughter, he did complicity with her, and her daughter testified that although she was under the influence of the anesthetic, she could hear the two people talking during the rape. The ambulance driver also deliberately extended the distance by detouring around the city so that his colleague could rape the sick woman. According to this report, the ambulance took an hour and 20 minutes to travel from the woman's house to the hospital, and was called several times by the hospital and the emergency room because of this delay. According to the Shargh report, authorities have asked them not to report the matter to the media so that they can punish the rapists. A punishment that, despite evidence of rape and a forensic doctor's report, ultimately ended in 99 lashes for the technician and 30 lashes for the driver, and a two-year ban from work. They were released from detention after the lashes. According to this grieving father, he has made great efforts to pursue his daughter's legal claim and has met with everyone from the Friday prayer imam of Karaj and Fardis to members of parliament and officials from the University of Medical Sciences, but has not achieved any results. @[VahidOOnLine](https://t.me/VahidOOnLine/146901) 📡 @VahidOnline",Yes,"A, C"
"🔻 **محمد نوری زاد: سرداران سپاه روزانه تریلی تریلی مواد مخدر وارد کشور و ترانزیت می کنند
**
محمد نوری زاد، پنجشنبه ۲۹ آذر ۱۴۰۳ طی تماس تلفنی از زندان با همسرش اعلام کرد: هنگام بازدید یک گروه بازرسی نمایشی از زندان اوین، وی شرایط بد و استثمار زندانیان را فریاد زده است.

وی گفته: علت وفور و مصرف علنی مواد مخدر در زندان این است که رئیس زندان و نوچه‌هایش، درآمدشان از ورود و توزیع مواد در زندان است.

وی در ادامه گفته: وارد کننده اصلی مواد مخدر به کشور سرداران سپاه هستند که روزانه تریلی تریلی مواد وارد کشور می کنند که بخشی را در داخل توزیع و بخش عمده را تزانزیت می‌کنند و از این راه درآمد کلان دارند.

از طرفی وقتی خامنه ای رهبر خودخوانده، خود همیشه پای بساط منقل است، به چه حقی دیگران را به همین جرم دستگیر می‌کنید؟

بعد از رفتن هیات بازرسی، وی را سه روز با پابند و دستبند به انفرادی انداخته‌اند. او در اعتراض، [اعتصاب غذا](https://t.me/mamlekate/92399) کرده است.

محمد نوری زاد، از سال ۸۸ با مشاهده انبوه جنایات حکومت، از باتلاق ولائیون در آمد و به جبهه مردمی پیوست و بخاطر اعتراض و افشاگری شجاعانه، از سال ۹۸، توسط حکومت دیکتاتوری به بند کشیده شده است.

🔺 t.me/mamlekate/92399","🔻 **Mohammad Nourizad: IRGC commanders import and transit drug trucks into the country every day ** Mohammad Nourizad announced on Thursday, December 19, 2024, during a phone call from prison to his wife: When a demonstration inspection team visited Evin Prison, he shouted about the poor conditions and exploitation of prisoners. He said: The reason for the abundance and open use of drugs in the prison is that the prison chief and his henchmen earn their income from the import and distribution of drugs in the prison. He continued: The main importers of drugs into the country are IRGC commanders who import drug trucks into the country every day, distribute some of them inside and transit the majority, and earn a large income from this. On the other hand, when Khamenei, the self-proclaimed leader, is always at the receiving end, what right do you have to arrest others for the same crime? After the inspection team left, they put him in solitary confinement for three days in handcuffs and handcuffs. He has gone on a [food strike](https://t.me/mamlekate/92399) in protest. Mohammad Nourizad, after witnessing the government's numerous crimes, emerged from the swamp of the Walaiyun and joined the Popular Front in 2009, and has been imprisoned by the dictatorial government since 2019 due to his courageous protest and exposure. 🔺 t.me/mamlekate/92399",Yes,D
"تجمع جوانان بلوار کشاورز روبروی پارک فرح (لاله)
نیروهای ضد شورش حمله کردن. خانومها اکثرا بدون روسری در حال اعتراض و راهپیمایی هستند. فردی بسیجی که به سمت خانمی بدون حجاب حمله ور شد کتک مفصلی خورده و توسط پلیس راهنمایی و رانندگی از مهلکه فرار کرد. موتور این شخص

[Mirzaie](https://twitter.com/Mirzaie/status/1571861468932456449)
@mamlekate",The youth gathering on Keshavarz Boulevard in front of Farah (Laleh) Park was attacked by riot police. Most of the women are protesting and marching without headscarves. A Basij member who attacked a woman without a headscarf was severely beaten and fled the scene by the traffic police. This person's motorcycle [Mirzaie](https://twitter.com/Mirzaie/status/1571861468932456449) @mamlekate,Yes,A
"ویدیوهای رسیده نشان می‌دهد گروهی از اعضای خانواده زندانیان سیاسی محکوم به اعدام، روز سه‌شنبه دوم اردیبهشت‌ماه، مقابل زندان اوین در تهران تجمع کردند.

حاضران در این تجمع با در دست داشتن عکس‌هایی از زندانیان سیاسی و پلاکاردهایی با شعارهایی چون «نه به اعدام»، «لغو حکم اعدام» و «نه به احکام ظالمانه اعدام» خواستار توقف فوری این احکام شدند.

خانواده برخی از این زندانیان با اشاره به قطع تماس‌های تلفنی و مسدود شدن کارت‌های بانکی آنان در زندان اوین، هشدار دادند که محکومان به اعدام تحت فشار برای انتقال به زندان قزلحصار هستند.

این تجمع در ادامه کارزار «سه‌شنبه‌های نه به اعدام» برگزار شد؛ کارزاری که اکنون وارد شصت‌وپنجمین هفته خود شده و زندانیان عضو آن در بیش از ۴۰ زندان کشور در اعتصاب غذا به‌سر می‌برند.

#نه_به_اعدام #زندان_اوین #اعدام_را_متوقف_کنید #سه‌شنبه‌های_نه_به_اعدام #زندان_سیاسی #حقوق_بشر #ایران #هم‌_آوا","Videos show that a group of family members of political prisoners sentenced to death gathered in front of Evin Prison in Tehran on Tuesday, May 25. Those present at the gathering, holding photos of political prisoners and placards with slogans such as “No to executions,” “Cancel death sentences,” and “No to cruel death sentences,” demanded an immediate halt to these sentences. Referring to the disconnection of phone calls and the blocking of their bank cards in Evin Prison, the families of some of these prisoners warned that those sentenced to death are under pressure to be transferred to Qezl-e-Hesar Prison. The gathering was held in continuation of the “No to Execution Tuesdays” campaign, which is now in its 65th week and inmates are on hunger strike in more than 40 prisons across the country. #No_to_the_death #Evin_Prison #Stop_the_death #No_to_the_death_Tuesdays #Political_Prison #Human_Rights #Iran #Same_Voice",Yes,"C, D"
