Sr. no.,Channel ID,Post ID,Post
75,1144404150,18123,"**Кладбище боевиков ВСУ в Изюме: киевские нацисты свое преступление решили превратить в новую Бучу

**Накануне Зеленский обвинил российские войска в убийствах мирных жителей Изюма, могилы которых обнаружили боевики ВСУ при зачистке города. 

Речь идет про лесное кладбище. О нем мы уже [сообщали](https://t.me/dillfrash/6140?single) в истории про майора ВВС Украины Коваленко, тело которого ополченцы ЛНР пытались вернуть родственникам, однако из-за угроз СБУ родне пилота, переговоры пришлось прекратить, а останки похоронить.

По всей видимости, сотни аналогичных историй можно рассказать и про тела других боевиков ВСУ, которых киевскому режиму проще было записать в ""пропавшие без вести"", чтобы не платить компенсации родственникам. 

Что ж, благородство союзных сил не оценили в Киеве и сейчас британские журналисты будут рассказывать про новую Бучу...

PS Об отношении к телам погибших говорят и кресты на могилах, на некоторых из которых даже установлены мемориальные таблички."
76,1283359437,37225,"Видео со стороны американских наемников, которые воюют против русских в Донбассе. Укры грят, что видео сделано в Северодонецке. Тут все обычно для войны — стрельба и мат на английском.

Глупые и озлобленные укры подают это как хороший знак — мол, за нас американцы воюют. На самом деле, это черная метка Украине и самим украинцам — русские схлестнулись с миром содома и будут биться до конца. 

А Украина превратится в пыль на перекрестке империй — настоящих и будущих. Придется снова панские сапоги лизать или прощения просить у русских. 

Ничего, возникнет из неоткуда новый тарас шевченко и будет петь песни покаянные, заунывные, как гимн несостоявшегося государства Украина.   
 
@voenkorKotenok"
77,1469021333,13706,"[🚀](https://i.imgur.com/vn4kDIP.jpeg)**Сьогодні, у 8:52 московія запустила ракету з іранським супутником**.

🛰У московії є серія супутників Канопус-V, всі вони (6 штук) належать так званому ""Союзному гасударству з біломосковією"". Із цих 6, одразу 4 було запущено в 2018 році. Який їх реальний стан з незалежних джерел невідомо, можливо працюють (Недооцінювати ворога не варто), а можливо вже як космічне сміття гуляють на орбіті. 

🔎Після цих запусків у 2018, Іран ними зацікавився. Йому в першу чергу це треба, щоб моніторити свого головного ворога — 🇮🇱Ізраїль, а також багато інших цілей на Близькому сході, яких Ірану вистачає. Чотири роки тривали перемовини і все якось не доходили до практичного результату.   

🧐Аж раптом, 15 липня звільняють ""батутчика"" Рогозіна, на його місце ставлять іншу особу. А 19 липня хуйло [робить](https://t.me/DeepStateUA/13450) перший міжнародний візит після 24 лютого — у Тегеран. Цікавим тут є те, що про цей візит також згадувалось на офіційній сторінці «Роскосмосу», хоч і без подробиць. Зазвичай там лише новини пов'язані з космосом. Вже 3 серпня новий очільник «Роскосмосу» зустрічається з послом Ірану і вони доходять згоди (Принаймні вперше заявляють у ЗМІ) про запуск побудованого московією супутника «Хаям» (названо на честь Омара Хаяма) із цієї серії Канопус-V. 

🗞Анонімні джерела [«The Washington Post»](https://www.washingtonpost.com/national-security/2022/08/04/russia-iran-spy-satellite/) кажуть, що московія домовилась з Іраном ""декілька місяців"" користуватись цим супутником для власних потреб у війні з Україною. На запит вищезгаданого ЗМІ посольство московії у Вашингтоні відмовилось давати коментар.

🇮🇷**Іран сказав**, що спутник належить їм, тож всі рішення пов'язані з керуванням та експлуатацією будуть виконувати їх фахівці. А повідомлення, що з'явились в ""деяких ЗМІ"" про використання супутника для військових цілей ""інших країн"", не відповідають дійсності. 

🔭Іран вже раніше запускав свої супутники власними силами, останній в 2020 році. Його в Пентагоні тоді [прокоментували](https://twitter.com/SpaceForceCSO/status/1254158221243277315) як ""__веб-камера, що вміє крутитись в космосі і навряд вміє передавати інформацію__"". Замовлений у московитів супутник має роздільну здатність 1,2 метра на піксель, для прикладу доступні всім знімки на гугл мапах це 0,5 метрів. Роздільна здатність комерційних супутників компанії **Maxar**, з яких ми декілька разів [роздивлялись](https://t.me/DeepStateUA/12772) Зміїний це 50-30 сантиметрів.

👁А тепер, що це змінює глобально? У московії +1 око в космосі. Декілька десятків очей у них було і раніше, як з цієї серії так і з інших. Технологічно тут нічого нового проривного, ті ж 1,2 метра. Можна припустити, що цей супутник дійсно не буде використовуватись московією (адже у них є такі самі) і це була лише одна з послуг для Ірану, в обмін на яку останній за повідомленням в **ЗМІ** передав БПЛА московитам та можливо буде допомагати іншим чином у майбутньому.

🤷🏼‍♀️До речі, 3 червня московія запускала в пропагандиських цілях ракету з написом зовні ""Донбасс"", тільки цей напис був на тій частині, що відділяється та згорає в атмосфері як сміття (Символізм очевидний)."
78,1080134301,21294,"Топовая закусь к пиву, рекомендуем 🤡"
79,1144404150,19889,"**‼️🇷🇺💥Беспилотник ""Орлан"" заснял работу ПВО украинских боевиков по себе

**Скорее всего, ВСУшники стреляли из ПЗРК ""Игла"" по нашему разведывательному БПЛА, но сбить его не смогли. На кадрах виден инверсионный след от ракеты.
Это уже не первый раз, когда удается ""от первого лица"" заснять [попытки врага](http://t.me/RVvoenkor/34446) сбить наш БПЛА.
**t.me/RVvoenkor**"
80,1498939244,35898,"Пригожин заявил, что гендиректор Русского дома в ЦАР, на которого было совершено покушение, ранее получал записку ""от французов"" с призывом ""русским убираться из Африки"""
81,1283359437,39292,"ВСУ попытались ударить по жилым кварталам н.п. Комсомольское в ДНР, применив ОТРК Точка-У"". 

Обе ракеты перехвачены силами ПВО ВС РФ. Потерь нет.

@voenkorKotenok"
82,1129015804,13637,"В северной Сирии при ударе БПЛА ВС Турции в провинции Эль-Хасака погибли два человека. Жертвами турецкого налета стали полевой командир женского ""Отряда народной самообороны"" и начальник охраны тюрьмы арабо-курдских сил."
83,1093357968,11032,"С 2014 года в ходе вооружённого конфликта на юго-востоке Украины более 140 детей в ДНР и ЛНР лишились жизни, и свыше 400 пострадали. Точные цифры назвать трудно — в последние месяцы они увеличиваются быстрей, чем проходит процесс официального обнародования.

«Погибшие дети могут быть зафиксированы, когда есть официальные документы о гибели. Это длительный процесс. Сейчас я могу заявить, что с момента начала боевых действий более 100 погибших детей. Это жуткое число», — заявила уполномоченный по правам ребёнка Элеонора Федоренко.

@MilitaryCriminal"
84,1129015804,13554,"В сети появилась видеозапись ударов по иностранным боевикам в провинции Идлиб. Целью подразделений ВС САР и летчиков ВКС РФ стали объекты террористов, где они занимались обучением операторов для управления БПЛА. С помощью беспилотников боевики планировали нападения на правительственные силы и российскую военную инфраструктуру в Сирии.

Один из ударов на кадрах похож на появлявшийся ранее в сети ролик якобы с ликвидацией бывшего главаря узбекской группировки “Таухид Валь-Джихад” [Абу Салаха Аль-Узбеки](https://t.me/directorate4/7038). 9 сентября министерство обороны РФ заявило, что организатор теракта в апреле 2017 года в г. Санкт-Петербург был уничтожен ударом самолета ВКС РФ в Идлибе. Джихадистские ресурсы сообщение о смерти Аль-Узбеки отвергли."
85,1247556894,4637,"🏭**Київ продовжує підготовку до зими: виконали випробування на міцність 75% теплових мереж та 80% котельних і станцій теплопостачання**

✔️Це понад 2 тис. км мереж та 184 районні та квартальні котельні й станції теплопостачання в усіх районах Києва.

✔️Станом на сьогодні з початку гідравлічних випробувань виявлено й усунуто більше 1,1 тис. пошкоджень мереж. 

🦺Ремонтні роботи здійснюють 38 аварійно-відновлювальних бригад «Київтеплоенерго». Щодня на чергуванні перебувають близько 100-120 одиниць спецтехніки та майже 1,2 тисячі працівників. Щодоби вони усувають в середньому 30-40 пошкоджень трубопроводів опалення та гарячого водопостачання.

❗️Гідравлічні випробування тепломереж є одним із обов’язкових етапів підготовки до опалювального сезону для всіх українських теплопостачальників. Під час випробувань трубопроводи перевіряють на міцність та усувають слабкі місця: ремонтують ділянки, де можуть статися пориви під час запуску теплоносія чи в умовах мінусових температур."
86,1093357968,9802,"Бойцы НМ ДНР смогли эвакуировать мирных жителей, укрывавшихся от украинских боевиков в Никольском монастыре. 


@epoddubny

***
Сбор средств для организации помощи населению Донбасса и других регионов освобожденной Малороссии. 

Перечисление средств в фонд РГМ и фонд им. Елизаветы Глинки контролирую лично. 

2202 2032 5864 7967

карта МИР

bc1qava2vg3wgx8fvrxqeull77xy359yqrexwsuu80 BTC 

0x47D9b99b239aEE283ba10d8D4D6c2269b22b5208 ETH

rfmFjVDUa7z1a2XC74yQpirdzk76AtCqiZ XRP

LPxD7gErrWSqqwYvmvuzRorLBZ9oMQ1Ngh LTC"
87,1469021333,12396,"**🇫🇮Світлина фінського солдата з навчань ""Arrow-22"". 

Він живий, якщо що**😁"
88,1080134301,15532,Космическая программа Казахстана - забродивший кумыс
89,1536211233,1890,"**⚡️⚡️ Two Russian missiles hit the Polish city of Przewodow**

Poland's National Security Council holds an emergency meeting. It is reported that two people died as a result of the explosion.

**⚡️⚡️Две российские ракеты упали на польский город Пшеводов**

Совет национальной безопасности Польши проводит экстренное заседание. Сообщается, что в результате взрыва погибли два человека."
90,1144404150,14282,"⚡️🇷🇺🇺🇦 Состоялся очередной обмен пленными между Россией и Украиной.

Украинской стороне передано 45 человек. Сколько человек вернулось в Россию – неизвестно. 

@warjournaltg"
91,1498939244,30128,Мобилизованные резервисты со всей страны проходят боевую подготовку на полигонах в ДНР
92,1283359437,38500,"""СТОП УКРАИНИЗАЦИИ ПОЛЬШИ!""

Вот такие буклеты раздают гражданам в Польше. Движение против украинизации и бандеризации Польши рекрутирует все больше новых сторонников.

@voenkorKotenok"
93,1469021333,11288,"🔹**26 березня** - Рамзан Кадиров🐓 опублікував відео, на якому його воїнами у Маріуполі командує Руслан Геремєєв - потенційний організатор вбивства Бориса Нємцова в 2015 році. Офіційно перебуває у розшуку.

🔸**29 березня** - Руслан Геремєєв тяжко поранений лежить у лікарні. (Це повідомляють чеченські телеграм канали)

__Дон дон__"
94,1469021333,11580,"В Новгород-Сіверський мала прийти війна, щоб місцева влада почала виконувати закон про декомунізацію та зняла портрети Леніна та Сталіна..."
95,1144404150,13235,"⚡️⚡️ **Александр Сладков опубликовал** [кадры сдачи](https://t.me/Sladkov_plus/5214) **украинских морских пехотинцев:

**""Сразу скажу, что за тридцать лет моей репортёрской карьеры такую картину я наблюдал первый раз. Двенадцать часов подряд, находясь на нейтральной территории, мы принимали и принимали группы сдающихся украинских морских пехотинцев. Когда в один из моментов вышли сто шестьдесят человек, я, признаться, весьма заволновался, нас было гораздо меньше, но, справились отлично.
 
В группе принимающих, вооружённый и экипированный, и отчасти действующий, как обычный спецназовец, находился министр МВД ДНР Алексей Дикий. Все подробности подготовки и проведения операции будут изложены позже, людьми, имеющими реальное отношение к теме. 

Знаю, что с этим же 501-м (не 503-м, как все сообщают) батальоном параллельно работали рыцари плаща и кинжала, и военная разведка, и одна уважаемая мной высокопрофессиональная и прекрасная коллега, но на другом направлении"".

@opersvodki"
96,1472280635,16795,"Горит подстанция в Усатово. После поражения этой подстанции в городе прекратилось энергоснабжение и подача воды.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅"
97,1498939244,32607,"Танк противника уничтожен прямым попаданием, в результате меткого выстрела артиллеристов 11 полка.

Позиции 11 полка были атакованы танком ВСУ. С помощью БЛА на машину противника была наведена артиллерия подразделения, которая уничтожила её прямым попаданием снаряда.

Видео от @nm_dnr"
98,1511148555,8714,А еще жопой пули ловил! Да да это правда! 😂😂😂
99,1144404150,16185,"На площади Победы в пгт Михайловка Васильевского района состоялась церемония возложения цветов к мемориалу «Клятва», посвященная Дню памяти и скорби – дню начала Великой Отечественной войны (1941 год). 

В этот памятный день почтили память погибших в Великой Отечественной войне представители ветеранской организации, глава ВГА пгт Михайловка, глава Бурчацкого сельского совета, представители администрации.
«Скорбь этого дня – одна на всех. Беречь честную память о войне, ее потерях и испытаниях так же важно, как хранить в своем сердце гордость Победы. В этом наш долг перед павшими героями и будущими поколениями» - подытожил глава ВГА пгт Михайловка Сушко И.В. 
На мероприятии также прозвучали стихи, которые прочли представители ветеранской организации и песни военных лет."
100,1283359437,38977,"В результате одного из прилётов в районе ""Donbass Palace"" есть погибшие. Информация уточняется."
101,1144404150,14377,"🇷🇺🇺🇦 Уничтоженный в Мариуполе украинский бронеавтомобиль «Козак».

@warjournaltg"
102,1511148555,10945,"⚡️⚡️⚡️ **СРОЧНО ⚡️⚡️⚡️

**Россия закрывает для полетов семь районов Баренцева моря.
Предполагают, что речь может идти о возможных испытаниях в этих районах ядерного оружия. 
Информация уточняется."
103,1283359437,43463,"⚡️CNN: Баскетболистку сборной США Грайнер обменяли на Виктора Бута.

@voenkorKotenok"
104,1093357968,10005,"После успешного завершения летно-технических испытаний в состав военно-транспортной авиации ВКС РФ был передан новый тяжелый транспортный самолет Ил-76МД-90А.

Модернизированная версия Ил-76МД-90А создана из отечественных комплектующих и оснащена российскими системами и оборудованием. 

@epoddubny"
105,1511148555,8127,"🇷🇺🇺🇦 Кадры работы российских РСЗО БМ-21 ""Град"" на шасси Камаз 5350 по позициям ВСУ.

**💤Асфальт под ним охуел ровно так же как хохлы по которым пизданула эта машина ****🤣**"
106,1093357968,11742,"**⚡️Эксклюзив⚡️ВСУ используют жилые кварталы, мирных жителей, социальные объекты инфраструктуры, чтобы держать оборону, рассказал военный корреспондент ВГТРК **[**Евгений Поддубный**](https://t.me/epoddubny)**.** __""Наши разведчики вынуждены крайне аккуратно подходить к выбору целей для огневого поражения, чтобы не дай бог не нанести неприемлемый урон мирным жителям"",__ - сказал он в эфире программы ""60 минут"" на телеканале ""Россия 1"". Поддубный отметил, что перед нанесением удара координаты несколько раз перепроверяются, чтобы исключить непреднамеренные потери среди гражданских. 

**Смотрим **[**все выпуски программы ""60 минут""**](http://smotrim.ru/60minut?utm_source=smm&utm_medium=vgtrk&utm_campaign=r24)** на нашей платформе

**@skabeeva @vladivostok1978 
@smotrim_ru"
107,1366346975,52088,"**В Британии **[запретили использовать шланги](https://novoeizdanie.com/v-britanii-zapretili-ispolzovat-shlangi-dlya-poliva-sada-mojki-avto-i-napolneniya-bassejna/)** для полива сада, мойки авто и наполнения бассейна

Но вот девушка, к примеру, вообще не мылась. И нормально себя чувствовала**"
108,1109403194,37045,"Минимальная сумма, которую будут получать военнослужащие, призванные в рамках частичной мобилизации, составит 195 тыс. рублей. Эта сумма состоит из ежемесячной социальной выплаты и денежного довольствия военнослужащего, которое в первую очередь зависит от оклада по воинской должности, занимаемой военнослужащим, оклада по воинскому званию и выслуги лет — представитель финблока Минобороны России 

Это, например, рядовой на должности мотострелка получает минимально 195 тыс. рублей и будет начисляться с 10-го по 20-е число за предыдущий месяц

@sashakots"
109,1144404150,18755,"📌 За прошедшие 1,5 недели на направлении Сватово-Кременная обстрелов американскими ракетами HIMARS не зафиксировано. Судя по всему, ВСУ или экономят ракеты, или перебрасывают американские РСЗО на другие участки фронта.

На кадрах последствия одного из последних (конец сентября) ударов ""хаймарсами"" по селу Новониканоровка (ЛНР), в результате которого была разрушена местная школа.

__t.me/ukrainian_guide__"
110,1469021333,9138,"🔥Київ, бої тривають"
111,1472280635,16816,"Ракетный прилет 29 декабря в Константиновке.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅"
112,1469021333,10216,"UPD. Система дала збій, фейк"
113,1283359437,39915,"Кадры сегодняшнего удара по Антоновскому мосту.

@voenkorKotenok"
114,1498939244,34104,Никакой паники нет 🤡
115,1366346975,49048,"Вы должны понимать, что заявление тупого отморозка, по совместительству являющегося депутатом Парламента Алексея Гончаренко о необходимости защиты Украиной Косова, которое Украиной НЕ ПРИЗНАНО, привело бы с государстве с более интеллекутально развитым электоратом к позорному изгнанию из Парламента. В лучшем случае - к тролингу на годы. 

Но тут можно все."
116,1498939244,32110,"Нужно модернизировать всю систему работы военкоматов, ошибки были неизбежны, так как мобилизация давно не проводилась — Путин"
117,1093357968,10631,"Заехали на место гибели Антона Волошина и Игоря Корнелюка. Скоро очередная годовщина. 17 июня 2014 года группа ВГТРК была убита украинскими артиллеристами. Выжил только оператор Витя Денисов. До освобождения Донбасса парни не дожили, но сейчас им видно все. 

@epoddubny"
118,1080134301,20364,"**В Питере зумер схлестнулся со школьным охранником.

**Паренек назвал охранника «Джамшутом», а тот не стерпел и пошёл в бой."
119,1080134301,15059,"**Массовые протесты сегодня охватили ещё одну страну постсоветского пространства.

**На улицы вышло несколько тысяч жителей узбекистанского Нукуса – столицы местной автономии Каракалпакстан. Со слов местных властей, люди неправильно расценили новые законодательные инициативы, проводимые в рамках конституционных реформ. В частности, поправки в конституцию Узбекистана подразумевают снятие с Каракалпакстана статуса Республики, что и вызвало такую реакцию в обществе.

В ближайшее время проект с поправками, опубликованный для всенародного обсуждения до 4 июля, будет вынесен на референдум."
120,1457892982,25738,"**Могилизация в РФ идёт полным ходом**. Повестки стали приходить московским медикам и сотрудникам Сбербанка

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
121,1366346975,51680,"**‼️💥Кто разрушил Врубовку?

**Украинские СМИ много писали, что ВС РФ сравняли с землей Врубовку. Населенному пункту действительно сильно досталось. Однако дыры в стенах домов по большей части направлены в сторону украинских позиций. 

Например, характер воронки около здания лицея и угол падения мины говорят о том, что летели они со стороны позиций ВСУ на линии Соледар - Северск. Выпущенный снаряд падает под углом, и при рызрыве воронка образуется неравномерно. Сторона, обращенная к точке выстрела, будет более пологой. Характер разброса осколков тоже это подтверждает. #эксклюзив с фронта

**t.me/RVvoenkor**"
122,1144404150,12583,"🇷🇺🇺🇦 Подразделения ВС России в Мариуполе. 

@warjournaltg"
123,1129015804,12138,"В Йемене с наступлением рамадана началось двухмесячное перемирие между движением ""Ансар Аллах"" и арабской коалицией во главе с Саудовской Аравией. Предыдущие попытки провести длительные перемирия в 2016 и 2018 годах провалились практически с самого начала. Соблюдение новой договоренности тем более важно, что Йемен продолжает страдать от гуманитарного кризиса."
124,1144404150,12679,"⚡️Кадры уничтожения украинской артиллерийской системы большой мощности при помощи высокоточного вооружения ВС РФ. Техника ВСУ находилась на замаскированной огневой позиции, но это ее не спасло от точного попадания."
125,1283359437,42594,"Так после подрыва выглядит Антоновский мост.

@voenkorKotenok"
126,1283359437,42236,"Западные СМИ пишут, что Байден вышел из себя во время телефонного разговора с Зеленским. Американского президента якобы возмутила неблагодарность Киева за предоставленную военную помощь.

Зеленский будто бы начал перечислять все свои ""хотелки"", которые он так и не получил, после чего ""спящий Джо"" на повышенных тонах высказал ему, что американский народ и так довольно щедр.

Сама публикация довольно сомнительна. Прежде всего, из-за того, что состояние, в котором пребывает Байден, вызывает много вопросов касательно самой его возможности ""выходить из себя"" по своей инициативе.

Так что история, скорее, медийная и больше похожа не предупреждение. То, что Вашингтон не вполне доволен Зеленским, писалось уже многократно. Вот только к поддержке ""анти-России"", в которую превратился киевский режим, это не имеет отношения. 

Данный курс неизменен, а его формальная корректировка, даже если Запад попытается изобразить нечто подобное, в очередной раз будет всего лишь попыткой выиграть время, как это было в течение предыдущих восьми лет.

@voenkorKotenok"
127,1457892982,24999,"**Коротко обо всех украинцах в последние дни**😏

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
128,1457892982,25542,"⚡️**В столице Армении начался митинг с требованием выхода страны из ОДКБ после предательства союзника Россией

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
129,1164348791,5798,"ЭТОТ ДЕНЬ В ДОНЕЦКЕ БЫЛ ОДНИМ ИЗ САМЫХ ТЯЖЕЛЫХ ЗА ПОСЛЕДНЕЕ ВРЕМЯ. 

Почему тяжелых? Объясню. Обстрелы. Опять и снова **безответные **обстрелы. Ну, кто-то «знающий» может сказать: «Саша, да враг наши огневые средства разведывает такими вот провокационными обстрелами»! 

А я бы ему ответил: «Что ты мне бля трешь!?!?!? Город целый день разносят в щепки, а мы в ответ только шесть реактивных снарядов «Града» и всё?!» И то не туда!!! Великую Россию обстреливают, а мы молчим.  

Я сегодня обедал с двумя профессионалами-артиллеристами. Лучше б я им своих вопросов не задавал! Когда перемены будут здесь, под Донецком? Мне скажут: надо потерпеть. Но это уже не просто обстрелы, их терпеть можно, но это **унижение!** 

Почему все мы здесь должны терпеть унижение? Не надо всё сваливать на «непревзойденные» ТТХ импортного оружия, у нас всё то же самое! И в космосе мы присутствуем, и ВПК работает. 

Почему все это опять безответно происходит?"
130,1457892982,28719,"**❗️Русня уходит с правого берега Херсона: ""Наиболее целесообразным вариантом является организация обороны по барьерному рубежу реки Днепр"", — Суровикин в докладе Шойгу

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
131,1511148555,8936,Хахаха))))
132,1511148555,12392,"⚡️**Президент Польши:** **Ничто не указывает на то, что это была атака на Польшу**

__""Есть большая вероятность, что ракета, упавшая на территорию Польши, принадлежала ПВО Украины. Нет никаких доказательств, что упавшая ракета была выпущена российскими военными"",__ — президент Польши Дуда

💤**Cuckoland**🤡🤡🤡"
133,1093357968,8543,"Сегодня на нашем направлении должен был заработать гуманитарный коридор из Киева. Но за весь день через Бородянку так и не проехала ни одна гражданская машина. То ли киевляне предпочли другие маршруты эвакуации, то ли их не выпустили на это направление. Сложно договариваться с властями, которые не обладают властью на земле.

Читайте [большой репортаж из прифронтовой зоны](https://www.kp.ru/daily/27373/4555356/) под Киевом

@sashakots"
134,1366346975,55292,"ЗРПК Панцирь на закате
@Ugolok_Sitha"
135,1109403194,34996,"**«Зона СВО». Военкор Коц о дальнейшем развитии спецоперации

**Вооруженные силы России продолжают освобождать территории Донбасса. В новом выпуске программы «Зона» ее ведущий Руслан Китайгородский встретился с журналистом Александром Коцем. Военкор рассказал, как союзные силы уничтожают сотни резервистов и что ждет украинскую армию впереди.

[Подробнее на сайте ФАН](https://riafan.ru/23593327)"
136,1080134301,17226,"👏 **Мужчина спас собачку, хозяйка которой не уследила и оставила ее перед лифтом, который начал поднимать вверх 

**чуваку респект, хозяйке дизлайк 😡"
137,1469021333,8845,"**Київська область↘️
Між с. Жуківці та Трипілля Обухівського району впав військовий літак ЗСУ (на борту перебувало 14 осіб)  з послідуючим загоранням, внаслідок чого загинуло 5 осіб.

Від ДСНС залучено 37 осіб та 8 од. техніки.**"
138,1498939244,29537,"Вчера в районе Редкодуба состоялся крайне редкий вид боя, а именно украинский Хамви вступил в бой с нашим Тигром. Двигаясь параллельным курсом и мы и хохлы почти одновременно обнаружили друг друга. Хохлы открыли огонь с 1200 метров из крупнокалиберного Браунинга, мы ответили из Утёса. После короткой, но жаркой перестрелки, хохлы поставили дымы и ушли. По нашему Тигру попаданий не было, что там у хохлов,я точно не знаю, искры от падания в их Хамви были, по пробитиям и потерям ничего сказать не могу."
139,1366346975,51477,"Я вот реально поражаюсь, когда у нас в стране прекратят считать нашего солдата каким-то ущербным и недостойным лучшего…?
Вот сегодня обустраивал выставочный стенд НПО Двина на Международном военно-техническом форуме Армия-2022, подошли несколько человек и начали обсуждать наши тактические аптечки, которые мы 6-й месяц поставляем в подразделения, которые принимают участие в Специальной военной операции на Украине. Дескать, все эти декомпрессионные иглы не нужны, турникеты опасны, а все это клонирование американщины, оно вообще не оправдано, дорого и в нашей армии совершенно не нужно.
Американцы, конечно, конченные гандоны. Спору нет. Но их страховые компании умеют считать деньги. И ели они там вкладывают миллионы долларов в поддержку тактической медицины, что позволяет им экономить миллиарды на страховых выплатах, то это, как мне кажется, по моей наивности, разумному человеку хоть об чем-то, но должно говорить…
Я расскажу вам одну историю.
Одно из подразделений, которое получило наши тактические аптечки, выполняло задачу в Херсонской области. И во время одного из перемещений они повали под обстрел украинской артиллерии. 
Один из военнослужащих получил ранение в грудную полость.
Ранение было тяжелое, у него возник напряженный пневмоторакс.
Напряженный пневмоторакс – это такая хреновая штука, когда в следствии ранения груди или спины происходит скопление воздуха в плевральной полости под давлением, происходит сдавление легких и уменьшение венозного оттока по направлению к сердцу.
Купировать это опасное состояние можно только одним способом – путем прокола плевральной полости и выпуска избыточного давления.
Если помощь не будет оказана в первые 10 минут, то как правило такой раненый погибает.
От 30 до 40 % всех раненых погибает именно от наряженного пневмоторакса.
Так вот, в нашей тактической аптечке производства НПО Двина было средство, которое позволяло купировать это опасное для раненого состояние. Бойцы, даже не зная, как правильно пользоваться этой декомпрессионной иглой, прочитав вложенную в аптечку инструкцию, со второй попытки правильно ввели иглу и спасли боевого товарища.
Вот это и есть та американщина, которую хаят наши доморощенные российские «большие специалисты»…
А вот что касается современных российских стандартов оказания первой помощи раненым под огнем, то там нет ни средств борьбы с напряженным пневмотораксом, нет и процедур по спасению раненых с таким опасным состоянием…
https://t.me/boris_rozhin/60424"
140,1366346975,56668,"На 18 часов.

ВС РФ удерживают фронт по Осколу, включая восточную часть Купянска и Оскол.
Противник продвинулся в Святогорск и как минимум занял часть городских кварталов.
Красный Лиман под полным контролем ВС РФ. Сегодняшние попытки противника продвинуться к городу успеха не имели.
Противник продолжает занимать пустые поселки в Харьковской области."
141,1144404150,18025,"⚡️ В Харькове снова фиксируются перебои с электроснабжением.

@warjournaltg"
142,1129015804,12089,"СМИ выяснили личности двух боевиков, устроивших теракт в г Хадара. Мужчины оказались двоюродными братьями из г. Умм Эль-Фахм. В 2016 году они получили тюремный срок за попытку присоединиться к Исламскому государству. Перед нападением террористы записали видеозапись с присягой МТО. Группировка пока не взяла ответственность за теракт. Впрочем, недавнюю [резню](https://t.me/directorate4/12032) в г. Беэр-Шева ИГ также обошло вниманием. Похвалил нападавших лишь ХАМАС."
143,1366346975,56746,"Житель Подмосковья, директор по качеству российского авиазавода, арестован по делу о госизмене в пользу Украины. Об этом сообщает ЦОС ФСБ. 
По данным ведомства, имея допуск к документам с грифом «совершенно секретно» мужчина сфотографировал фрагменты чертежей деталей боевой авиационной техники.
В сообщении уточняется, что, как считает ФСБ, через электронные каналы связи он передал их гражданину Украины — сотруднику Одесского авиационного завода."
144,1164348791,6417,"КРЕМЕННАЯ. СИТУАЦИЯ СЕЙЧАС. 

1. Гражданские люди массово покинули город. 
2. Администрация, больница, эвакуированы, магазины закрыты.
3. Наш гарнизон Кременной усилен.
4. Противник в готовности, его перегруппировка завершена."
145,1080134301,20528,"Не переживайте, подушки безопасности его спасли... возможно"
146,1080134301,14957,"На гей-параде ЛГБТ-активисты сначала отпинали Библию, а потом выбросили её в туалет.
Естественно, не забыли они и поддержать Украину.
Вот насколько у этих людей сбился «прицел»"
147,1093357968,8570,"Ну это очень смешно. 

Лузер в кепке - Давид Арахамия заявил, что «Укроборонпром» обещает $1 000 000 за угнанный или трофейный российский самолет. 

Полмиллиона предлагают за захваченный российский вертолет в рабочем состоянии. При этом, российским пилотам обещают украинское гражданство. 

@epoddubny"
148,1080134301,14884,"**Утро добрым не бывает – особенно в понедельник, особенно – если ты солдат ВСУ и до сих пор пытаешься воевать на Донбассе.**"
149,1366346975,51238,"Трофейные украинские танки Т-64БВ и Т-72АВ
@Ugolok_Sitha"
150,1366346975,49185,"Есть и такая десантура! С ТСВЛ-8 (и даже DXL-4). 
С праздником всех причастных! Особенно тех, кто на передке, а также ожидающих отправки."
151,1366346975,54538,"Ожил Харьковский фронт. Следим. 
https://t.me/notes_veterans/4517"
152,1247556894,5533,"⚡️🚃**Через необхідність обмежити споживання електроенергії тимчасово припинили роботу трамваї. Вони відновлять роботу зі збільшеним інтервалом руху 

**❗️Після стабілізації ситуації трамваї відновлять роботу, але збільшать інтервал руху до **40 хвилин.** 

🚋Окремо зазначимо, що роботу столичного фунікулера тимчасово призупинено.

❕Такий графік руху електротранспорту буде застосовуватись до стабілізації ситуації в енергосистемі країни."
153,1366346975,52617,В Кировограде покончил с собой начальник управления СБУ по Кировоградской области подполковник Александр Наконечный. Кадровый контрразведчик вчера поздно вечером по информации украинских СМИ вышиб себе мозги из табельного (по другой версии - наградного) оружия.
154,1498939244,29552,Донецк снова под обстрелом из 155-мм артиллерии украинских террористов
