Sr. no.,Channel ID,Post ID,Post,HRV (Yes/No),"Type (A,B,C,D)"
43,1469021333,9339,"Нагадуємо, що в Києві очікується дуже погана ситуація вночі. Ночуйте в сховищах. На вулиці в жодному разі заборонено виходити. Всі хто вийде - будуть ідентифіковані, як диверсанти.",No,
44,1469021333,14376,"🔄**Ситуація на фронтах станом на 12 жовтня

****⏩****На кордоні з біломосковією **ситуація без змін[.](https://deepstatemap.live/#6/49.438/32.053) 

**⏩****На** **Сватівському** напрямку - частина кацапських джерел повідомляють, що наші відбили Торське та Терни, хоча всі оці захоплення і втрати відбувалися лише в їх фантазіях. В нас виникли питання по одному із ""гайдаївських"" сіл і зараз ситуація на уточнені. На Луганщині кацапи продовжують вибудовувати цілий укріпрайон. 

**⏩****Бахмутський **відтинок - тривають інтенсивні бої, хоч ворог і малює Спірне своїм, але ЗСУ іншої думки. На ділянці продовжується концентрація значної, поки що, ще живої сили ворога. Нинішня щільність військ близька до тієї, що була в Попасній в квітні-травні. Звісно, в нас є переживання за Бахмут і ми розуміємо приблизно якою ціною утримується фронт, проте не варто думати, що хтось розумніший за ГШ, і що ГШ не розуміє, що відбувається на найважчій ділянці фронту.

**⏩****Авдіївський** відтинок - без змін. За попередніми даними ворог в Мар'їнці та у Великої Новосілки успіхів не досяг.
 
**⏩****Запорізький **відтинок - без змін. 

**⏩****Херсонський** відтинок - без змін, чекаємо офіційної інформації. 

🔄Оновлення мапи протягом 40 хвилин, значних змін не буде.

[🖍](https://deepstatemap.live/#6/49.438/32.053)У випадку **неточностей на карті**, ви можете нам повідомити через бот @newsdeepstatebot. 
🛑Нагадуємо, що в загальному доступі не може існувати точної карти бойових дій, а інформацію, як переможну так і не дуже, завжди краще сприймати зі скепсисом і чекати візуальних підтверджень чи повідомлення ГШ ЗСУ. Ну і звісно, довіряйте перевіреним джерелам.",No,
45,1536211233,604,"**Ukrainian air defense repulsed the attack on Kyiv**

The air defense of Ukraine completely repelled the attack on Kyiv. All cruise missiles and one aircraft of the Russian Air Force were hit. Another plane was destroyed by a Ukrainian fighter jet.

**Украинская ПВО отбила атаку на Киев
**
ПВО Украины полностью отбила атаку на Киев. Поражены все крылатые ракеты и один самолет ВВС России. Еще один был уничтожен украинским истрибителем.",No,
46,1283359437,41877,"В главных городах Украины сегодня вводится **""режим тотальной экономии""** электричества. О принимаемых мерах объявили в Киеве, Харькове, Одессе, Сумах, Николаеве, Виннице, Днепропетровске и Житомире.

Прежде всего, это касается общественного транспорта. Сокращается либо прекращается работа троллейбусов и трамваев. В Харькове увеличиваются интервалы движения поездов метрополитена. Также повсеместно отключается уличное освещение и подсветка вывесок.

При этом в определенной степени данные меры являются опережающими и нацелены на выявление критического порога, связанного с поражением энергообъектов, за которым начнет рушиться вся гражданская инфраструктура.

@voenkorKotenok",No,
47,1366346975,50880,"❗️ **Российская группа хакеров Killnet ""положила"" сайт сейма Латвии.**

Час назад [**в сейме объявили Россию**](https://t.me/opersvodki/7618) ""государством - спонсором терроризма"" и призвали страны ЕС прекратить выдачу виз гражданам РФ и Белоруссии.

@opersvodki",No,
48,1498939244,32733,"🇺🇦NYT [сообщает](https://www.nytimes.com/2022/11/05/world/europe/kyiv-ukraine-electricity-russia-infrastructure.html) о планах на Украине эвакуировать население Киева в случае обрушения энергосистемы, поскольку тогда без света останется весь город. Укрэнерго, согласно статье, уведомит КГГА об этом за двенадцать часов. 
Реальная причина подобных планов, скорее всего, иная. Украинская энергосистема отнюдь не уничтожена. Значит, киевское руководство ожидает снова атаку из Белоруссии, и эвакуация в Киеве - это примерный эквивалент эвакуации в Херсонской области. 

Война История Оружие 
[Подписаться на канал](https://t.me/historywarweaponmain)",Yes,B
49,1457892982,24285,"**❗️Воздушная тревога во многих областях Украины**. Будьте в укрытиях

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
50,1080134301,21239,Эту свадьбу все запомнят,No,
51,1080134301,16482,Мужик сказал- мужик сделал😄,No,
52,1498939244,34319,Центр Донецка под обстрелом ВСУ...,Yes,B
53,1283359437,39720,"Вечер в центре Киева. 

Пока рубилово в кровь идет на Донбассе, под Херсоном и Николаевом, в Киеве — расслабон.

Сами свидомиты-укронаци возмущаются, почему идет война, а люди расслабляются у «центров принятия решений».

@voenkorKotenok",No,
54,1511148555,14615,**✅**🔥🚀**Там Одесса сейчас пизды получает**,No,
55,1511148555,12044,⚡️**Зеленский когда узнал что Британия прерывает финансирование**,No,
56,1247556894,4636,"[​​](https://telegra.ph/file/3663e207a23778c9e7de0.jpg)Друзі! Тривають роботи з відновлення покриття з бруківки на Подільському узвозі в столиці. Сьогодні дорожники оновлюють  крайню праву смугу дороги в напрямку Подолу - вулиці Кирилівської. Нині  розбирають покриття, рівняють бордюри. Наступний етап - оновлення основи проїжджої частини та викладання бруківки.

Загалом плануємо відремонтувати 3,5 тис. квадратних метрів дорожнього покриття узвозу. На сьогодні вже оновили понад 600 квадратних метрів дороги від запланованого обсягу.",No,
57,1511148555,13498,"**‼️💥Бомбардировщики выпустили более 100 ракет: часть уже под Киевом
**Попадание в цель в Одессе, взрывы в Кировограде, Запорожье, Черкасской и Винницкой областях.",Yes,B
58,1366346975,58019,"Фото из Мариуполя, сделаны одним из моих спутников в этой поездке.Очень интересный и необычный взгляд на вещи, находящиеся  у всех на виду.Ну и камера его Самсунга однозначно рулит. Где- то в кармане куртки тихонько заплакал мой модный Айфон…",No,
59,1080134301,16551,"Вслед за ЛГБТ пришла очередь зоофилов заявлять о своих правах. В Германии они провели акцию, суть которой выразил один из участников: **«Мне проще вступать в половую связь с животным, нежели с человеком»**",No,
60,1080134301,19635,"Мировые лидеры не примут участие в официальной групповой фотосессии во время встречи на саммите G20 на Бали «из-за дискомфорта в связи с присутствием России на саммите», — The Guardian  🤡",No,
61,1366346975,51663,"**«Лепесток — опасный предмет, предназначен не убить, а покалечить» — врач из Донецка рассказал, как медики спасали стопу 15-летнему Владу, несмотря на обстрелы ВСУ во время операции

**Военкор Readovka Игорь Чеканов пообщался с заместителем директора Республиканского травматологического центра — Вадимом Оноприенко. Он рассказал, что за стопу Владислава Миронова боролись две бригады и сделали чудо: несмотря на то, что в больнице отключался свет из-за обстрелов, медработники сделали свою работу.

__«На данной момент стопа живая, пациент получает все необходимое лечение, боремся пока за то, чтобы стопа у него прижилась. Такая операция у нас проводится не в первый раз, буквально на прошлой неделе такое же оперативное вмешательство было произведено военнослужащему, который точно так же подорвался на мине ""Лепесток""»,__ — поделился врач. 

Напомним, 15-летний Влад [наступил](https://t.me/readovkanews/40100) на мину «Лепесток» в Кировском районе Донецка — медики [сделали](https://t.me/readovkanews/40149) все возможное, чтобы сохранить мальчику ногу, провели пластику мягких тканей. Им удалось восстановить часть кости, однако подросток, вероятно, останется инвалидом.",Yes,A
62,1283359437,39200,"Знаете, как выглядит апогей бандеробесия на Украине? 

Как радостные завывания по поводу обещанных ударов по Крымскому мосту. 

Итак, в соцсетях салорейха укропианцы подбодряют друг друга тем, что ко «дню незалежности» 24 августа американские хозяева дали добро ударить по Крымскому мосту. Шиком у нацистов считается в соцсетях вешать объявы с организацией туров к мосту в районе Керчи и съемок разрушенного моста. Они предвкушают. Истерика по этому поводу растет с каждым часом. Это превратилось в национальную свидомую идею.

Это называется просто — забесовление. И это не лечится обычными медицинскими методами. Здесь без хирургии и пункции, поста и молитвы никак не обойтись. Воистину - титанический труд: выкорчевывание идей укронацизма из голов и душ бывших русских, не помнящих родства, продавших и родину, и себя, и своих детей за Бог весть что.  

@voenkorKotenok",Yes,B
63,1283359437,37082,"**__Сообщение от подписчика: 
__**Это послание специально тем, кому не безразлична эта война и вообще репутация России. Это также обращение к молодёжи и к тем, кто активно следит за событиями и комментирует. 
Где бы вы не были, насколько бы заняты не были, сегодня вы можете помочь своей Родине. 
Да, Россия не просит помощи, и где-то такое чувство, что не интересуется вопросом, как в мире реагируют на происходящее. Но, тем не менее, правда должна быть услышана. Соцсети наполнены фейками. Украина всячески обливает грязью Россию, обвиняя во всех злодеяниях, особенно в тех, что было совершено ими же — украинцами. Сообщество запада клюет на это, потому что все преподносится на правительственном уровне. Веками запад настраивает себя против России и ее властей. Очень надеюсь, что хоть здесь, в России у народа хватит мудрости отличать фейки от реальности. 

Что мы можем делать? Чем помочь? В чём наша роль? В первую очередь, продолжать следить за событиями. Мы все устали, но война не закончилась. Многие критикуют: «Почему так долго?» и т.д., не осознавая того, что идет война против коллективного запада, что Украина - инструмент, и что Россия делает всё для завершения спецоперации с минимальными потерями и человеческими жертвами. 
Пора подключиться к войне хотя бы на соцплощадках и максимально распространять достоверную информацию от военкоров России. Если вы владеете иными языками, пожалуйста, переводите информацию и максимально распространяйте. В наши дни пишется новая страница истории России, и мы можем повлиять на то, чтобы там была написана правда и она была услышана. 
За дело друзья! Россия — это я, это каждый из нас! 
Особенно полезно распространение информации на соцплощадках, которыми пользуются западные потребители. 
Спасибо.

@voenkorKotenok",No,
64,1366346975,56359,"Пресс служба НМ ДНР работает явно лучше чем МО РФ .
https://t.me/vladlentatarsky/16003",No,
65,1511148555,11773,"Бывшая пресс-секретарь пидараса Зели пишет, что она достигла высшей точки ~~просветления~~ декоммунизации.

💤в футболке в ноябре 🤣",No,
66,1469021333,12938,"🔥**Наша команда DeepState продовжує випускати хронологію російсько- української війни 

🎥108-й день війни** вже на нашому **YouTube** каналі. Скоріше переходьте та дивіться.

**▶️**https://youtu.be/ZvKqiZe7V7w

✅Не забуваємо [про підписку](https://www.youtube.com/channel/UCMGRXVYg1wMA6e4zTGX-DwQ/)",No,
67,1283359437,40798,"Коллеги, спокойно, судя по всему, данный скрин — фейк.  Ни на сайте, ни в твиттере ничего подобного нет. Заднюю Киев пока не даёт, и слава Богу. Значит будем давить нацистов до полной победы.

@voenkorKotenok",No,
68,1144404150,15779,"**Потеря Святогорска станет началом конца для ВСУ: российским войскам осталось 15 км до Славянска

**После освобождения Святогорска российские войска вышли фактически в тылу ВСУ.

Нацисты активно использовали естественные преграды (реки, водохранилища) для блокирования движения русских, теперь же ничто уже не остановит антифашистов на пути к Славянску!

Высока вероятность, что сначала российские войска уничтожат позиции противника у Райгородка, зайдя в тыл к противнику, а затем со стороны Святогорска и Красного Лимана нанесут два решительных удара по нацистам!

Многие считают, что раз в Славянске все началось - там все должно и закончится... закончится полным разгромом ВСУ и капитуляцией Зеленского.",No,
69,1283359437,43019,"The New York Times пишет, что треть из 350 переданных ВСУ западных гаубиц уже выведена из строя и не может применяться в боевых действиях. Более того, их починка в полевых условиях невозможна, и орудия отправляются в ремонтный центр в Польше.

@voenkorKotenok",No,
70,1536211233,1544,"**In Lugano, Ukraine has raised almost $2 bln dollars in financial support**

This was announced by Prime Minister Denys Schmyhal. Of this amount, $600 mln is envisaged as financial support, and over $500 mln is envisaged for the development of the agricultural sector in the form of storage facilities for products, improvement of logistics and provision of liquidity for enterprises. In addition, Ukraine has attracted over $500 mln for the heating season and nearly $250 mln for the development of digital transformation projects in our country.

**В Лугано Украина собрала почти 2 млрд долларов финансовой поддержки**

Об этом сообщил премьер-министр Денис Шмигаль. Из этой суммы 600 млн долларов предусмотрено в виде финансовой поддержки, более 500 млн долларов – на развитие аграрного сектора в виде средств хранения продукции, улучшения логистики и обеспечения ликвидности для предприятий. Кроме того, Украина договорилась о предоставлении более 500 млн. долларов для подготовки к отопительному сезону и почти 250 млн. долларов для развития проектов цифровой трансформации.",No,
71,1511148555,11930,"⚡️**США направили самолеты ВВС в сторону Ирана —** The Washington Post.

""Центральное командование США направило военные самолеты, базирующиеся в регионе Персидского залива, в сторону Ирана"", - передает газета. Это стало ответом на сообщения о том, что Тегеран готовит планы нападения на Саудовскую Аравию.",No,
72,1457892982,31045,"**ГУР МОУ намекает, что Black Box уже собран и готов к отправке адресатам

**Похоже, Москве пора напрячься😏

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
73,1457892982,24896,"**❗️В центре Изюма россиян уже нет. Рашисты сбежали из города и бросили технику, — экс-депутат Киевского горсовета

**Ждём подтверждение от Генштаба.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
74,1283359437,41316,"Штаб территориальной обороны ДНР: ""На Артёмовском направлении освобождены населенные пункты Отрадовка, Весёлая Долина, Зайцево"".

@voenkorKotenok",No,
75,1283359437,43277,"Жители Ростова-на-Дону сообщают о сильном хлопке в небе над городом. Украинские ресурсы разгоняют работу ПВО. Местные СМИ не подтверждают — по их данным, речь идёт о переходе самолёта на сверхзвук.

@voenkorKotenok",No,
76,1457892982,26108,"**Приключение русни в Казахстане. **Как всегда ""ущемляют русских"", а на вопрос ""Чей Крым?"" они сломались.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
77,1109403194,37423,"Война вплотную подошла к нашим домам. Военные действия – одна из самых популярных тем в мировом кинематографе. Именно во время войны, в кризисных и сложных ситуациях, человеческие характеры проявляются более ярко, действия несут за собой необратимые последствия, а от каждого решения могут зависеть жизни не одной сотни людей. 

Что посмотреть про войну сегодня? А может, персмотреть? Канал «[Изнанка сериала](https://t.me/seriesmania)» подготовил для вас самые актуальные подборки.

📺[От «Белорусского вокзала» — до «Ржева», «Солдатика» и «Алеши»: что смотреть про войну](https://www.kp.ru/putevoditel/serialy/vihodnie/chto-smotret-pro-vojnu/)

📺[Современные сериалы про войну, которые могут войти в историю](https://www.kp.ru/putevoditel/serialy/interesno/sovremennye-serialy-pro-vojnu/)

📺[Русские сериалы про войну 1941-1945](https://www.kp.ru/putevoditel/serialy/interesno/russkie-serialy-o-voine/)

📺[Лучшие сериалы про Великую Отечественную войну для подростков](https://www.kp.ru/putevoditel/serialy/vihodnie/serialy-pro-velikuyu-otechestvennuyu-vojnu-dlya-podrostkov/)

📺[Женщины на войне: 10 лучших сериалов про Великую Отечественную войну, где главные герои женщины](https://www.kp.ru/putevoditel/serialy/vihodnie/15-serialov-pro-zhenshhin-na-vojne/)

⚡️Как [рассказывал нам](https://www.kp.ru/putevoditel/serialy/intervyu-so-zvezdami-serialov/akter-sergej-puskepalis/) ныне **покойный Сергей Пускепалис** __""Я не припомню, чтобы я когда-то отказывался от ролей в военных фильмах""__. 

Подписывайся на @seriesmania и смотри лучшее",No,
78,1511148555,12826,"⚡️Воздушная тревога объявлена в Сумской, Харьковской, Черкасской, Днепропетровской и Полтавской областях Украины — власти

[Конфликт🔥Z Подписаться](https://t.me/konfliktworld)",No,
79,1498939244,31423,"Тревога на большей части Украины

**UPD:** уже по всей",No,
80,1511148555,9704,"⚡️🇷🇺**Путин внёс в Госдуму проекты конституционных законов о принятии в состав РФ ДНР, ЛНР, Херсонской и Запорожской областей**",No,
81,1283359437,37568,"а вот и сайра, которую не обменяли, потому что встречающие в пуховике",No,
82,1109403194,36739,"[⚡️📣Украина обстреляла школу, церковь, детский сад и Дом культуры в России и западные СМИ игнорируют это⚡️📣(Видео репортаж)
](https://youtu.be/XPCJky8YBSk)Состоялась историческая встреча между министрами обороны России и США Сергеем Шойгу и Лойдом Остином из Соединенных Штатов для обсуждения Украины. Почти одновременно с этой встречей Украина предприняла крупную атаку на центр небольшой приграничной деревни в России, Муром Белгородской области, Россия, нанеся прямой удар по школе, церкви, детскому саду и культурному центру. Конечно, это никогда не будет показано в западных средствах массовой информации, потому что они будут показывать только то, что выгодно Украине. В этом репортаже я нахожусь на месте терактов, показывая вам то, что западные СМИ не будут транслировать.
Некоторые события сильно обостряют ситуацию в Украине. Не в последнюю очередь из–за того, что Байден пытается расширить раскол в США, обрушиваясь на республиканцев и войну в Украине, говоря, что республиканцы сказали, что если они победят, они вряд ли будут финансировать – помогать - продолжать финансировать Украину, украинскую войну против русских: “Эти ребята (республиканцы) этого не понимают. Это намного больше, чем Украина – это Восточная Европа. Это НАТО. Это реальные, очень серьезные последствия. У них нет никакого представления об американской внешней политике”.
Среди прочего, госсекретарь США Энтони Блинкен заявил, что Иран, возможно, отправит больше беспилотников, и что у Ирана уже есть солдаты на месте в Крыму, участвующие в боевых действиях.
На прошлой неделе Украина сообщила о том, что более 30% электрической инфраструктуры было разрушено российскими атаками, так что Украина не только изо всех сил пытается сохранить электричество, но и интернет, поезда, системы и весь военно-промышленный комплекс.

-------
__Я независимый журналист, финансируемый только за счет пожертвований моих зрителей.
Вы можете поддержать мою работу через Сбербанк, номер карты ____4817760356637581____


__https://youtu.be/XPCJky8YBSk",Yes,B
83,1511148555,12284,"‼️‼️‼️**🚀****💥****🔥****Прилёты по Зеленодольской ТЭС, в Кривом Роге пропал свет!!!**",No,
84,1457892982,30214,"**Украина нанесла удар по двум российским авиабазам модифицированными советскими беспилотниками Ту-141 ""Стриж"", **— [Politico](https://www.politico.com/news/2022/12/07/ukraine-used-home-modified-drones-to-strike-russian-bases-00072936)

Сообщается, что после отказов  западных союзников предоставить ракеты большой дальности и беспилотники, Украина без чьей-либо помощи модифицировала «Стрижи».

Однако, ранее Financial Times [сообщала](https://t.me/ukrinformator/30186), что беспилотники, которыми атаковали авиабазы РФ, это не ""Стрижи"", а совместная инициатива госструктур и частной компании.

Данные у запада очень разнятся🤷🏻‍♂️

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
85,1469021333,12341,"Трофейний ""Орлан-10""",No,
86,1511148555,11127,Байрактар послал на хуй хохлов👋😄😄,No,
87,1144404150,18919,"⚡️Местные источники сообщают о взрыве в районе города Бурштын Ивано-Франковской области.

В данном городе, кстати, расположена **Бурштынская ТЭС**.

@warjournaltg",No,
88,1283359437,40631,"Наглядный пример, как работает ЦИПСО. Пост от нациста Медведько - убийцы Олеся Бузины. Разъясняет, как мимикрировать под россиян и разжигать панику в региональных пабликах. Так что еще раз - максимальная бдительность.

@voenkorKotenok",No,
89,1469021333,12911,🔥**Не часто можна побачити артилерійські дуелі на відео**,No,
90,1080134301,15938,В Одессе🇺🇦 деду стало хуёво за рулём,No,
91,1283359437,39055,"**Сводка МО РФ от 6 августа 2022 г.** **Главное:

**— В районе н.п. Белогорка (Херсонская область) поражен пункт дислокации 46-й аэромобильной бригады ВСУ — уничтожено свыше 400 боевиков;
— В н.п. Выводово (Днепропетровская область) нанесен удар по опорному пункту ""Иностранного легиона"" —  ликвидировано более 80 наёмников;
— Оперативно-тактической и армейской авиацией, ракетными войсками и артиллерией поражены 139 объектов, в т.ч. клад горючего ВСУ с запасами дизельного топлива более 50-ти тыс. тонн;
— В районе н.п. Пятигорское (Харьковская область) уничтожен взвод РСЗО ""Ольха"" и ""HIMARS"";
— В рамках контрбатарейной борьбы подавлены восемь артиллерийских взводов и пять взводов РСЗО ""Град"";
— Над Кировоградской и Херсонской областями сбиты два украинских Су-25;
— Уничтожены восемь БПЛА противника;
— Над Херсонской и Харьковской областями перехвачены 26 снарядов РСЗО.

 @voenkorKotenok",No,
92,1144404150,16027,"Первый из 7 эстонских бронеавтомобилей ""Mamba Mk2 EE"", [переданный](https://t.me/milinfolive/85000) на днях украинскому националистическому отряду ""Кракен"", был успешно уничтожен российским бойцами. 

Осталось еще 6 штук.",No,
93,1164348791,5800,"ДОНЕЦК, ГОРОДСКИЕ ОЩУЩЕНИЯ. 

Сейчас дважды выстрелили с интервалом в 2 минуты по городу. Жесткие прилеты. Мы ответили минуты через две. И опять ответ по нам. 
Противник ведёт огонь с разных позиций, и мы тоже отвечаем из разных мест. Пожалуй, первый наглядный пример контрбатарейной борьбы. Я реально надеюсь, что попадаем. Сейчас опять бьем по противнику. Неужели отвечаем!? Это здорово.",No,
94,1109403194,36038,"**Что говорили мне иностранные наблюдатели на референдуме в ЛНР:**

- Во Франции большие медиа сознательно игнорируют, что здесь происходит что-то важное. Поскольку это противоречит точке зрения Запада. И я надеюсь, что мое присутствие здесь изменит такое отношение хотя бы немного. По крайней мере, для тех людей, кто хочет искренне разобраться в том, что происходит, - признался мне француз Тьери Сен-Гермес.

- Во-первых, я хотел удостовериться в том, что люди здесь живут нормально после того ужасного периода войны. Сейчас Луганский регион - намного более мирный. Во-вторых, я хотел проверить ход референдума. Это исторический момент, он очень важен. В-третьих, я хочу понимать социальное положение людей, живущих здесь, ситуацию с их правами. Хочу понять, правду или нет говорит Запад. И пока мое впечатление, что все, что говорят на Западе, не соответствует действительности. Абсолютные фейки, - поделился итальянец, адвокат Марко Патта.

Конечно, от их слов Запад не развернется на 180 градусов и не изменит свою позицию по тому, что происходит в Донбассе. Однако присутствие здесь иностранных наблюдателей придает голосованию тот минимум легитимности, который необходим, чтобы со всей ответственностью заявить: мы все сделали честно. А как проголосуют люди, лично у меня никакого сомнения не было.

[Мой репортаж](https://www.kp.ru/daily/27450/4653790/) с последнего дня голосования

@sashakots",No,
95,1366346975,51193,"🐝🇺🇦 **Ющенко будет кормить ВСУ ""бандеровским"" мёдом**

Ещё в бытность президентом он не скрывал, что его основная страсть это пчеловодство. Теперь, отработав номер с ""отравлением диоксином"" и выйдя на политическую пенсию, он может предаваться этой страсти, не отвлекаясь ни на что. 

Партия составит 25 тыс. стиков и в Сети уже шутят на тему количества отправляемого ""захысныкам"" мёда: почему всего 25 тысяч? Неужеди Ющенко знает что-то о реальных потерях ВСУ? 

t.me/rusvesnasu",No,
96,1080134301,19824,"💥**Кадры боя от первого лица. 

**6 казачий полк 2 Армейского корпуса ЛНР🇷🇺 ведёт бои с ВСУ🇺🇦 в районе Соледара.",No,
97,1080134301,14249,"Вчера сборная Сербии играла в Лиге Наций. Где недавно выиграли у Швеции. 

При этом на трибуны сербы приходят в том числе и с флагами России. А на пути к стадиону скандируют ""Сербы и русские - братья навек"".❤️

Сербия выиграла со счётом 0:1!",No,
98,1511148555,10829,"🔥🚀✅Свиноублюдки особенно из Киева и Львова, должны привыкать к холодным и мокрым подвалам!",No,
99,1366346975,57675,"Меня попросили ответить на очередной выпад Стрелкова в мой адрес... Вот его текст, который он попросил максимально распространить:

""Вы помните, что я написал, когда узнал, что в процессе сдачи ""Азова"" в Мариуполе активно участвует пан Ходаковский? - Я написал тогда, что там где он - там всегда предательство и никак иначе.

Освобождение всего командного состава полка ""Азов"" - лишнее свидетельство того ,что и это ПРЕДАТЕЛЬСТВО, в котором участвовал (на начальном этапе) Ходаковский - успешно доведено до конца. Хотя, естественно, основные ""лавры"" должны достаться пока неустановленным лицам из высшего руководства РФ, - заслуга указанного бывшего офицера СБУ (бывшего ли?) и охранника Ахметова - несомненна.

Освобождение 5 британских наёмников и обмен всего еще остававшегося в плену состава полка ""Азов"", произведенный вчера по договорённости с арабскими эмиратами и уважаемыми киевскими партнерами - это хуже чем преступление... и хуже чем ошибка. Это - НЕПРОХОДИМАЯ ГЛУПОСТЬ. Или - откровенное вредительство. Сделать это хотя-бы за пару дней до указа президента до мобилизации было ,по всей видимости нельзя....

Знаете ,как это выглядит? - А так: вышли к народу, призвали ""постоять за Землю Русскую"", а потом... а потом тем, кто откликнулся - насрали прямо на голову. Открыто, глумливо, со смешками и прибаутками.
Никак иначе лично я такое ""миротворчество"" в день объявления мобилизации воспринимать не могу.

Прошу максимальный репост.""

Что же, именно это я и имел ввиду сегодня, когда писал, что нас ждёт период атак.  Когда Стрелков демонстрирует свою  неприязнь ко мне - это его личное дело. Но тут он делает заявления, которые требуют хотя бы какой-то фактуры, не говоря уже о доказательствах. В чём-то он, безусловно, прав - я действительно имею косвенное отношение к обмену. Конечно, и без моих усилий наши подразделения заставили бы азовцев сдаваться в плен, но коль скоро я там был и принимал в войне участие, то тоже имею основания считаться причастным к взятию в плен, - но только к ВЗЯТИЮ в плен. 

Не собираюсь переоценивать свою роль, но малая доля моих усилий лежит в каждом освобождении наших парней, обменянных на азовцев, но как понимает любой здравый человек - никакого отношения к принятию решений как, когда и на кого производить обмен я иметь просто не могу в силу своего статуса. Стрелков выхватил максимально токсичную тему, привязал к ней меня, реализуя свою неприязнь, бросил пару голословных утверждений - и снова показал глубину охвативших его внутренних процессов. Как правильно сказал Владлен Татарский - выписывать указы на расстрел, демонстрируя своё всевластие, бесследно не проходит, и отражается и на самом себе, и на детях.  Искренне надеюсь, что этот человек не сможет нанести своей земле вреда больше, чем он уже нанёс.",Yes,C
100,1144404150,11577,"⚡️Группировки войск ДНР и ЛНР продвинулись на 6-8 км в глубину, это стало возможным благодаря огневой поддержке артиллерии и армейской авиации — Минобороны РФ

@warjournaltg",No,
101,1144404150,18534,"⚡️Совет Федерации [ратифицировал](https://t.me/navideovidno/51828) договоры о включении ДНР, ЛНР, Херсонской и Запорожской областей в состав РФ",No,
102,1283359437,37507,"По Донецку противник наносил сегодня удары из шести точек. На данный момент все шесть огневых точек подавлены.

Противник пытается подтянуть  новую технику для нанесения ударов по жилым кварталам населенных пунктов Республики. Принимаются  исчерпывающие меры контрбатарейными подразделениями союзных сил для обеспечения безопасности населения.",No,
103,1498939244,29523,"**Сын Евгения Пригожина состоит в ЧВК Вагнера и получил награду «Чёрный крест», об этом бизнесмен сообщил сам, его цитирует пресс-служба компании «Конкорд»**. 

«Мой сын в 18 лет пошёл в армию и честно отслужил свой срок. Через месяц после армии поехал на войну в Сирию. С тех пор он постоянно находился и находится в горячих точках в составе ЧВК Вагнера», заявил Пригожин.",No,
104,1164348791,5757,"Ну вот, официально обьявили (Денису Пушилину доверили этот непопулярный шаг): обменяли раненых «азовцев». Это, конечно…",Yes,A
105,1469021333,9642,Мораль шукайте самі👌,No,
106,1164348791,6574,"Я ОБЪЕЗДИЛ ПОЛМИРА И НИГДЕ НЕ ВИДЕЛ ОБОЖАНИЯ США, КОРОМЕ КАК В САМИХ США. 

Признаюсь, в начале 90-х у меня было некое чувство вины, привитое западной пропагандой, в том, что я «внук Ленина», дитя «кровавого» СССР. А потом стал подмечать некие вещи. 

На таджико-афганской границе я смотрел на ту сторону, которая была под Британией. Я имею в виду Афганистан. Там пустыня и перекати-поле. Со стороны СССР (Таджикистан): сады, дороги, школы, больницы, полная электрификациях. 

Потом, в самом Афганистане я увидел, как с объятиями встречали нас, русских, и с какой брезгливостью отзывались о западных «партнерах» Кабула. Видел, как американцы трусливо снимали со своих посольских джипов звездно-полосатые флаги, опасаясь нападения, и для безопасности вешали наш триколор. 

Потом я заходил в немецкие гаштеты и люди, узнав, что мы русские, все как один включали в телефонах гимн СССР. А немецкие политики, в приватных беседах, сетовали, что мы вывели свои войска, «оккупанты из США» остались. 

Я мог бы продолжать и продолжать. Но скажу одно: страны планеты Земля устали от надменных, жующих свою жвачку, «вовсёмправых» янки. Мир хочет свободы и эту свободу сегодня отстаивает Россия. И сторонников у нас будет больше и больше.  

https://t.me/tass_agency/163026",No,
107,1457892982,25300,"⚡️**Масштабная воздушная тревога почти по всей Украине.** Есть вероятность запуска ракет.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
108,1080134301,21037,"👍 Х**ОРВАТИЯ — БРОНЗОВЫЙ ПРИЗЁР ЧМ 2022 

**Марокко проигрывает 1:2 и остаются без медалей",No,
109,1469021333,9878,"**Старобельск, люди вийшли на мітинги проти Мордору**💪

Ну і автоматні черги в повітря, бо крім залякування і смертей в наші землі вони нічого принести не можуть😡",No,
110,1511148555,9078,"‼️💢СРОЧНО

Пишут что ублюдки хохлы пошли в наступление на Красном Лимане!",No,
111,1498939244,32031,В отношении России никогда не получится применить сценарий уничтожения или превращения ее в инструмент для достижения геополитических целей — Путин,No,
