Sr. no.,Channel ID,Post ID,Post,HRV (Yes/No),"Type (A,B,C,D)"
76,1144404150,15410,"⚡️ **Брифинг Минобороны России** (27.05.2022 г.)       
      
◽️ **Вооруженные Силы Российской Федерации продолжают специальную военную операцию на Украине**.
 
💥 Высокоточными ракетами воздушного базирования ВКС России в районе населенного пункта** Бахмут **Донецкой Народной Республики нанесен удар по позициям 10-й отельной горной штурмовой бригады ВСУ. Поражены **семь** командно-наблюдательных пунктов и **тринадцать** районов сосредоточения живой силы и военной техники.

◽️Также, в районе **Барвенково** уничтожены **пусковая установка** зенитного ракетного комплекса «Бук-М1» и **радиолокатор** подсвета и наведения украинского зенитного ракетного комплекса С-300.

◽️Кроме того, в районе** Гусаровки** Харьковской области уничтожена украинская **радиолокационная станция** наведения и целеуказания ПВО.
 
💥 Оперативно-тактической и армейской авиацией поражены **44** района сосредоточения живой силы и украинской военной техники. В результате ударов авиации уничтожены более **250-ти националистов**, выведены из строя** 84 **единицы вооружения и военной техники, в том числе **девять **танков, **пять** установок реактивной системы залпового огня «Град», **десять** орудий полевой артиллерии и **22** автомобиля различного назначения.

◽️ Кроме того, в районе населенного пункта **Спорное** Донецкой Народной Республики и **Барвенково **Харьковской области уничтожены **два** склада боеприпасов.
 
💥 Российскими средствами противовоздушной обороны над населенным пунктом** Беляры** Одесской области сбит **один** самолет МиГ-29 воздушных сил Украины.

◽️Кроме того, в районах населенных пунктов **Липцы, Балаклея, Малые Проходы, Глубокое, Глинское** Харьковской области, **Ямполь, Масляковка, Васильевка** Донецкой Народной Республики уничтожены **восемь **украинских беспилотных летательных аппаратов, а также перехвачена **одна **украинская баллистическая ракета «Точка-У» в районе **Сватово** Луганской Народной Республики.

💥Ракетными войсками и артиллерией поражены **77** пунктов управления подразделений ВСУ, **412** районов сосредоточения живой силы и военной техники, а также **53** артиллерийских огневых позиций. В районе населенного пункта **Завгороднее** Харьковской области в результате удара по понтонной роте** сорвана очередная попытка наведения понтонной переправы ВСУ через реку Северский Донец**.
 
📊 **Всего** с начала проведения специальной военной операции уничтожены: **180** самолетов, **127** вертолетов, **1027 **беспилотный летательный аппарат,** 324 **зенитных ракетных комплекса, **3281** танк и других боевых бронированных машин, **438** установок реактивных систем залпового огня, **1693** орудия полевой артиллерии и миномета, а также **3218** единиц специальной военной автомобильной техники.
  
#Минобороны #Россия #Украина @mod_russia",No,
77,1366346975,57676,Всушники подорвали последний мост соединявший центральную часть Бахмута (Артёмовск) с восточной частью города. Видимо готовятся к обороне в центре.,No,
78,1498939244,29946,Сообщают о взрывах в Днепропетровске 💥 Объявлена воздушная тревога.,No,
79,1457892982,25967,"**Россияне, которых не выпускают из РФ, прут через границу нелегалами. **На фото партия бегущих от мобилизации на границе с Казахстаном.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
80,1511148555,10114,🇸🇰🇷🇺🇺🇦 Словакия передала Украине еще две новые гаубицы Zuzana 2.,No,
81,1511148555,12941,"‼️🇺🇦🏴‍☠️Боевики ВСУ в окопах на фронте у Артемовска
Украинские паблики публикуют фото. Видно, что ВСУшникам там приходится не сладко, по колено в воде и грязи.

Украинские траншеи тут похожи на окопы Первой мировой

**💤Мы же вам говорим! Это СВИНЬИ! Вонючие грязные СВИНЬИ!**",No,
82,1093357968,9442,"Знамя Победы над Изюмом. Скоро будет большой материал. 

@epoddubny",No,
83,1144404150,12686,"🇷🇺🇺🇦 ВСУ вновь попыталась обстрелять Белгородскую область баллистическими ракетами. Судя по разрывам в небе, они были успешно перехвачены российской ПВО.
#Россия #Украина
@rybar

__*Поддержать нас: 4377 7278 0407 7977__",Yes,B
84,1080134301,17193,"Четверо ошалевших жителей Иркутской области устроили жёсткое ДТП с грузовиком

Авария произошла в городе Черемхово. ""Четырка"" несколько раз перевернулась после столкновения. По информации свидетелей, водитель и пассажиры, которые были поголовно пьяны, чудом остались живы, их госпитализировали.",No,
85,1144404150,18333,"**Референдум в Мелитополе: cтудентка МГУ о своем первом в жизни голосовании.

**В настоящее время на территории Запорожской области проходит референдум о присоединении региона к России.",No,
86,1457892982,24900,"**⚡️Чарльз III официально провозглашен королем Великобритании

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
87,1283359437,40823,"Хотите хохму?

У Евгения Пригожина есть три ""звёзды"". А именно, звезда героя России, а также ДНР и ЛНР. 

После присоединения ДЛНР к РФ, все эти три награды будут уравнены друг с другом. А по статуту, за такое в Петербурге нужно будет памятник ставить. Ну или улицу переименовывать. 

А теперь представьте себе скучное лицо Александра Беглова. 

https://t.me/colonel_cassad/106405",No,
88,1498939244,30276,"**Обстановка в Сватово с места событий: дорога на Кременную контролируется нашей армией, фронт находится в нескольких километрах от города, жители частично эвакуируются

**Военкор Readovka Кирилл Имашев приехал в русский город Сватово и выяснил, какая в нем реальная обстановка на данный момент. Несмотря на панические слухи, **дорога Сватово-Кременная контролируется русской армией.** Естественным образом по ней могут работать вражеские ДРГ, артиллерия, но дорога используется в обычном режиме.

По Сватово не работает украинская артиллерия — это говорит о том, что **артподготовки контрнаступления пока не проводится, и фронт находится в нескольких километрах от города.** То же самое подтверждают и военные, с которыми нашему военкору удалось пообщаться на месте.

Тем не менее, нет причин думать, что ВСУ оставят попытки наступать на город. **Часть местных жителей, понимая это, уезжает из Сватово в отдаленные от фронта города России:** Старобельск, Луганск, Белгород и другие. Однако многие сватовцы остались в городе и продолжают обычную жизнь: гуляют, ходят в магазины и надеются, что Россия здесь действительно навсегда.",No,
89,1511148555,12960,"‼️ Американский наемник, бывший полицейский отправился на Украину повоевать, в итоге, его подразделение, передвигающееся на Хамви попало в засаду. При отступлении, машина подорвалась на мине, двое человек получили ожоги и ранения осколками.

**💤Как приятно он воет 😊**",Yes,A
90,1080134301,20971,"**Неадекват с ножом напал на пассажира метро в Москве**

Преступник, не стесняясь очевидцев, отобрал у жертвы мобилу. Когда же пострадавший попытался вернуть гаджет, грабитель достал нож и начал угрожать им. 
Неадеквата задержали практически сразу.",Yes,A
91,1129015804,12904,"Вашингтон пригрозил Бейруту санкциями за пролет БПЛА ""Хезболлы"" над газовым месторождением ""Кариш"". Напомним, что ранее ПВО Израиля [сбили](https://t.me/directorate4/12868) несколько разведывательных аппаратов ""Хезболлы"". Сразу после этого Израиль обратился к Франции с просьбой оказать давление на Ливан и не допустить угрозы развертываемой на ""Карише"" добыче газа. Теперь к этим усилиям подключились США. 

Месторождение находится в спорной зоне и Израиль считает, что право на извлечение углеводородов на ""Карише"" принадлежит ему. Ливан же придерживается противоположной точки зрения. Как бы то ни было, но Тель-Авив уже умудрился договориться с ЕС о поставках газа с ""Кариша"". С учетом складывающейся обстановки, ЕС и США трепетно относятся к любым угрозам срыва поставок энергоресурсов. При этом легальная сторона проблемы отходит для них второй план, когда речь заходит о материальной выгоде.",No,
92,1511148555,9800,🇰🇵Траектория сегодняшнего пуска северокорейской баллистической ракеты.,No,
93,1283359437,37684,"⚡️Два очень мощных взрыва в Киевском районе Донецка.

@voenkorKotenok",No,
94,1457892982,29418,"**Турция нанесла воздушный удар в рамках операции ""Коготь-меч"" по базам курдской вооруженной организации YPG в Ираке и Сирии

**В МО Турции [заявили](https://www.aa.com.tr/en/middle-east/turkiye-conducts-air-operation-against-pkk-ypg-terror-targets-in-northern-syria-northern-iraq/2743027), что операция проводилась в соответствии с правом на самооборону, вытекающим из статьи 51 Устава ООН(самооборона).

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
95,1129015804,12541,"В Йемене силы ПВО шиитского движения ""Ансар Аллах"" сбили разведывательно-ударный БПЛА Vestel Karayel турецкого производства. Принадлежащий ВС Саудовской Аравии дрон упал в провинции Хадджа. Всего на вооружении королевства было около пяти подобных беспилотников. С марта 2022 года две саудовские компании начали производство Karayel-SU по лицензии Турции.",No,
96,1109403194,37616,"Не заметил сразу. Коц, оказывается, еще [25 ноября писал](https://t.me/sashakots/37336), что на Сватовском рубеже решение об открытии огня принимает командир батареи, получив данные напрямую от разведки.  Открытие огня через несколько минут после засечения цели. Значит, общепринятая практика, т.к. я [писал про Южный фронт](https://t.me/RSaponkov/4151).",No,
97,1511148555,10726,**🚀****💥****🔥****Серия взрывов в Никополе!!! Детонирует склад БК!**,No,
98,1511148555,14339,"✅«Неважно, кто выиграет, ФИФА уже проиграла». Вот так порвало ублюдка Зеленского из-за того, что ему не дали выступить перед финалом чемпионата.

✅**Предлагаю ФИФА ответить так: ""Не важно, кто выиграл на чемпионате мира по футболу, Зеленский все равно сосёт Российский хуй"".**",No,
99,1109403194,36767,"**Ну что, не так давно вышло наше **[**интервью с военкорами новой школы**](https://youtu.be/T46ZjcFizbU), а в конце был вот такой ролик. Соединяющий в себе и Симонова, и отцов современной военной журналистики, и новые имена. 

На видео запечатлены:
[Семён Пегов](https://t.me/wargonzo)
[Александр Коц](https://t.me/sashakots)
[Андрей Филатов](https://t.me/FilatovCorr)
[Валентин Некенов](https://t.me/neknotes)
[Кирилл Имашев](https://t.me/ImashevNB) 
[Владлен Татарский](https://t.me/vladlentatarsky)
[Аким Апачев](https://t.me/akimapachev) 
[Ростислав Журавлёв](https://t.me/nezhurka)
[Дмитрий Селезнёв](https://t.me/oldminerkomi)
[Влад Зиздок](https://t.me/gonzoop)
[Дмитрий Астрахань](https://t.me/astrahandm)
[Глеб Эрвье](https://t.me/gleberve)",No,
100,1366346975,58262,"⏺😂 Мой комментарий для канала AL ARABIYA. Тема: удары по украинской критической инфраструктуре.

КРАТКИЙ ПЕРЕВОД: # Сейчас наблюдается сильное давление со стороны Соединенных Штатов Америки на Россию, с целью заставить  завершить процесс тайных переговоров между ней и американской стороной.

# Давление происходит за счет большой экспансии НАТО в странах Восточной Европы, Балтики и Черного моря, а также за счет обеспечения Украины новейшим оружием.

# Все военные успехи, которые заявляет Украина.  Это временная военно-политическая пропаганда.  Его цель — обезболить граждан Украины.  Это потому, что мы близки к очень суровой и холодной зиме.

# Все российские удары по энергетической инфраструктуре на Украине, являются средством давления на украинское правительство, для того, чтобы оно пошло на переговоры. Сегодня Украина имеет оружие, способное поражать цели глубоко на территории России .  Образно говоря. Сейчас идет стадия «кусания пальцев и перелома костей».  Каждая из сторон навязывает свои условия.  Уравнение позиций не подходит для двух стран.  Каждая из сторон выставляет свои условия для переговоров, если они не будут выполнены, непрерывное убийство будет продолжаться..",No,
101,1366346975,51157,"**Украинский депутат-олигарх Герега, выступающий против РФ, спонсирует ВСУ на деньги крымчан — ему все еще принадлежит сеть крупнейших гипермаркетов в Крыму «Новацентр» 

**До 2014 года депутат Верховной Рады миллиардер Александр Герега и его супруга — экс-секретарь Киеврады при Януковиче Галина Герега владели сетью строительно-хозяйственных гипермаркетов «Эпицентр». Два гипермаркета располагались в Севастополе, еще два — в Симферополе. 

Когда семейству стало «неприлично» иметь бизнес на полуострове, между ними и российским бизнесом появилось несколько фирм-прокладок через кипрские офшоры. Герега является владельцем пяти кипрских компаний, одна из них Edlagor Enterprises Limited — владеющая сетью «Новоцентр». В том же 2014 году вывеска на гипермаркетах в Крыму сменилась на «Новоцентр». Во Львове «Эпицентр» сохранил старое название.

Сеть является крупнейшим налогоплательщиком в Севастополе и Симферополе — в 2021 году выручка компании составила 7,2 млрд руб. На предприятии работает 1,5 тыс человек, ежедневно гипермаркет посещает сотни крымчан. У супругов два крупных особняка в Италии, а Александр входит в шестерку богатейших предпринимателей Украины. При этом Герега открыто заявляет, что спонсирует большинство нацистских батальонов Украины. 

Руководитель компании тоже заслуживает внимания — с 2020 года гендиректором назначен крупный крымский предприниматель Виктор Банников, а владельцем 1% «Новацентра» является Леонид Пияк. Оба придерживаются яркой антироссийской позиции и не скрывают этого. Их дети работают в контрольно-надзорных органах Украины.",No,
102,1511148555,10882,"✅✅✅В течение суток ВС РФ наносили удары по объектам военного управления и системы энергетики Украины, цели достигнуты, все объекты поражены — Минобороны РФ",No,
103,1283359437,42821,"""Сенсация"": суд в Гааге снова (в какой раз!!!) признал виновным Игоря Стрелкова (Гиркина) в падении Боинга в в 2014-м в Донбассе. На самом деле, сенсация липовая - примерно раз в год Россию называют виновной в этом крушении, и каждый раз обвиняется ""дежурный стрелочник"" Игорь Гиркин. 

По сути, это абсурд. И ополченцы, и ВС РФ никоим образом не причастны к инциденту. Пусть идиоты зомбируют домыслами своих идиотов - на нас эти мантры не действуют: комбинация со сбитием самолета в 14-м состряпана службами запада и Киева. ""Боинг"" сознательно был направлен над зоной боевых действий и был сбит Украиной. Человеческие жертвы были запланированы! 

По некоторым данным, люди, помещенные в самолет, были умерщвлены ранее. 

Как бы то ни было, правду мы узнаем не скоро, а пока ""виноваты"" кровожадные русские.

Правильно делает Игорь Стрелков, который ""клал с прибором"" на все западные и бандеровские обвинения,  потому что нечестивое судилище педерастических людоедов на самом деле есть не суд, а бесовский шабаш. Пусть там за железным занавесом маринуют и клеймят сами своих содомитов, это их ""праздник"", а мы признаем законы России и Высший суд Отца Небесного.

Русский офицер презирает приговоры русофобской нечисти - эту скверную перхоть и должен отвечать на нее пулей, снарядом, а еще лучше - высокоточной ракетой.

Сим победиши!

@voenkorKotenok",Yes,A
104,1498939244,29698,"Видео с уничтоженной бронетехникой ВСУ в Херсонской области. 

Можете увидеть поставленную из Словении югославскую БМП M-80A, британский бронеавтомобиль Husky TSV и нидерландский БТР YRP-765.",No,
105,1283359437,42331,"ВСУ весь вечер долбят по Пантелеймоновке из 155-мм артиллерии. Также фиксируются тяжелые прилеты по Донецку, Макеевке и Ясиноватой.

@voenkorKotenok",No,
106,1498939244,29988,Мобилизованные из Карачаево-Черкессии,No,
107,1457892982,27512,"⚡️**Франция передаст Украине ПВО Crotale

**""Они будут особенно полезны в борьбе с беспилотниками и воздушными бомбардировками"", - заявил глава французского Минобороны Себастьян Лекорню.

Он напомнил, что Франция располагает 12 батареями этих ПВО, но не уточнил, сколько из них направят Украине. 

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",Yes,B
108,1164348791,5952,"КИЕВОМ УПРАВЛЯЮТ ТЕРРОРИСТЫ. ШТАБ ЧФ В СЕВАСТОПОЛЕ АТАКОВАН УКРАИНСКИМ БЛА. 

Привыкать надо. Ждать всегда и везде. Пока хоть метр украинской земли останется под контролем Запада мы будем под угрозой любой атаки. 

Мужики, черноморцы, вы прекрасно воевали и воюете с врагом, буквально. Выше головы, с Праздником вас не смотря ни на что.  

https://t.me/vestiru24/38079",No,
109,1498939244,36753,Есть попадание на киевщине.,No,
110,1366346975,55937,"**Ситуация на Изюмском направлении к 15:00 8 сентября — ВС РФ держатся, но опасность все еще близка

**К 15:00 сегодняшнего дня стало возможно говорить с конкретикой, что происходит на Изюмском направлении. Ночь начиналась с сообщений о тяжелых боях, новых попытках ВСУ войти в Балаклею и в Шевченково, утро и день принесли новые события и подробности. 

**— Балаклея все еще контролируется ВС РФ

**Несмотря на предположения, что за [прорывом](https://t.me/readovkanews/41395) оперативного окружения и вывода в тыл державших оборону СОБРовцев последует оставление Балаклеи, в виду нецелесообразности ее далее оборонять в условиях глубокого продвижения противника с целью обхода, город все еще контролируется нашими. Героически оборонявшиеся двое суток СОБРовцы выведены из города, на данный момент известно об одном погибшем и пяти раненных среди них. В Балаклее же с врагом бьются десантники и другие подразделения из резервов, которые наши подтянули сюда. Сражение продолжается.

**— Шевченково ночью было удержано, сейчас там продолжается тяжелый бой

**В ночном сражении подошедшим на подмогу нашим силам десантникам при поддержке артиллерии и авиации удалось удержать стратегически важный пункт на автодороге Балаклея-Купянск. На данный момент приходят противоречивые сообщения о ситуации там — украинские источники бравурно отчитываются о взятии поселка, другие источники, непосредственно с места событий, передают о том, что за Шевченково идет бой, ВСУ укрепились на подступах к нему.

**— Из Купянского района, включая райцентр, ведется эвакуация мирного населения

**Ввиду тяжелого военного положения, в частности ожесточенных ракетных обстрелов Купянска и примыкающих к нему населенных пунктов, ВГА Харьковской области во главе с Виталием Ганчевым утром объявили эвакуацию мирного населения — прежде всего детей, женщин, стариков — на территорию РФ. Процесс выезда на безопасные территории, к счастью, расположенные недалеко от Купянска, продолжается до сих пор, в Белгородской области задействованы гражданские автобусы. Причиной эвакуации послужили не только обстрелы и близкие бои, но и тотальный информационный террор киевского режима — как сообщил военный журналист Семен Пегов, соцсети местных жителей массово атакуются анонимными сообщениями с угрозами расплаты за «предательство», «сотрудничество с оккупантами», присылают фото детей и обещают расправу.

**— Задача ВСУ заключается в захвате дорожных узлов снабжения

**Как сегодня неоднократно высказались военные эксперты и военкоры, близкие к ситуации, задача у ВСУ стоит захватить артерии снабжения российской группировки в районе Изюма. Особую ценность в этом плане, в виду того, что дорожная сеть к северу от Балаклеи по-прежнему неполностью контролируется боевиками, для них представляют населенные пункты Веселое и Кунье — от них откроется дорога к Оскольскому водохранилищу. Уже вчера ВСУ пытались наступать туда от Волохова Яра, но были остановлены.

Сообщается, что ВСУ уже пришлось бросить в бой свои резервы. Это не дает права говорить, что их наступление захлебнулось, однако этот факт стоит учесть. Они вводят резервы, как и мы, обе стороны подтягивают технику. Нашим воинам же на сегодня стоит тяжелая задача удержаться и защитить населенные пункты.",Yes,C
111,1109403194,34803,"**Сражающийся на Изюмском направлении батальон «Русский Легион» собирает добровольцев**

Добровольческое подразделение «Русский Легион», ведущее бои с вооруженными формированиями Киевского режима на границе Харьковской области и ДНР, набирает бойцов для продолжения успешных боевых действий на этом направлении.

Подразделение Б.А.Р.С. (Боевой армейский резерв страны) 13 «Русский Легион» не зря носит такое звучное и красивое имя – в составе батальона воюют осознанные патриоты, для которых идеалы Русского мира не пустой звук. 

Командир подразделения – Сергей «Фомич» Фомченков, воюет на Донбассе с 2014-го года, практически с первых дней конфликта, сплотив вокруг себя костяк воинов, прошедших через самые жесткие бои этой войны на фронтах ЛНР и ДНР. При этом в своей общественной и политической деятельности комбат будущего «Русского Легиона» неоднократно делом и действием доказывал личную готовность принять участие в воссоединении раздробленного русского цивилизационного пространства. 

Так, например, в августе 1999 года он с соратниками водрузиьбаннер «Россия» над башней Клуба моряков в еще украинском на тот момент Севастополе, за что впоследствии ему пришлось сидеть в украинской тюрьме.

В ходе нынешней военной операции России на Украине батальон «Русский Легион», зашедший на территорию Слобожанщины (Харьковской области) 12 мая этого года, вел бои в окрестностях Изюма за Шервудский лес (часть природного заповедника «Святые горы»), села Пасека, Студинок и Богородичное в окрестностях Святогорска (ДНР). На территории последнего на сегодняшний день и удерживают позиции бойцы батальона, ежедневно находясь под шквальными обстрелами украинской армии. 

Понятное дело, что спустя три месяца постоянных боев подразделению требуются свежие силы. По этой причине «Русский Легион» объявил очередной набор патриотов Русского Мира для продолжения войны с русофобским режимом Украины и полного освобождения земель Юго-Западной Руси. Останавливаться на этом направлении нельзя, поскольку освобождения ждет сакральное место Донбасса – знаменитая Свято-Успенская Святогорская лавра.

Желающие пополнить ряды батальона должны заполнить анкету: https://forms.yandex.ru/u/62c30374d30f5b2a927d1152/, после чего каждому заполнившему поступит звонок. Сборы претендентов на шеврон РЛ будут происходить на территории Ростовской области, куда необходимо будет самостоятельно прибыть. Узнать дополнительные подробности можно, написав в телеграмм-бот: @PRINUGDENIE_K_MIRU_svyaz_bot ., посетив страницу встречи в  ВК https://vk.com/event214688209, а узнать подробности о жизни «Русского Легиона» можно на его странице https://vk.com/russkiy_opolchenec .",Yes,B
112,1093357968,8123,"Путин обратился к ВСУ:

«Не позволяйте бандеровцам и неонацистам использовать ваших детей, жен и стариков в качестве живого щита. Берите власть в свои руки, похоже, нам с вами будет легче договориться».

@epoddubny",No,
113,1498939244,30777,Ровно и Кривой Рог так же вибухи.,No,
114,1457892982,30061,"**Киевское метро во время масштабной воздушной тревоги. Люди работают даже несмотря на летящие ракеты

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
115,1283359437,40961,"⚡️Посол ЛНР в России Мирошник: в результате украинского обстрела колонны беженцев в Харьковской области **погибло около 30 человек**. Экстренные службы не могут вывезти тела из-за продолжающихся обстрелов.

@voenkorKotenok",Yes,A
116,1080134301,19191,"Ситуация на Украине:

— На Днепропетровской ГЭС мощный взрыв. Предварительно, повреждена подстанция в районе плотины (первое видео).

— В Харькове после взрывов на объектах критической инфраструктуры не работает метро (второе видео).

— Под Одессой горит Новоднестровская ГЭС (последнее видео).

— В Черкасской области уничтожена крупная ТЭЦ.

— В Запорожье начались отключения электричества. Местные власти также сообщают о прилётах по объекту критической инфраструктуры.

— Взрывы фиксировались во Львовской, Житомирской, Ровенской, Волынской и Хмельницкой областях.

— Из-за взрывов на объектах критической инфраструктуры вводятся экстренные отключения электроэнергии.",Yes,B
117,1080134301,19946,"Кадры сегодняшнего, ночного прилета по заводу «Мотор Сич» в Запорожье.",No,
118,1498939244,34167,💥Взрывы в Запорожье. Объявлена воздушная тревога,No,
119,1247556894,5169,"**🚑 Київ: номери телефонів для виклику швидкої допомоги на випадок перебоїв у роботі лінії 103

**❗️Департамент охорони здоров'я КМДА надає перелік номерів телефонів для виклику швидкої допомоги на випадок перебоїв у роботі лінії 103.

▫️ 0672481446

▫️ 0672481439

▫️ 0672481438

▫️ 0672481436

▫️ 0672481437

▫️ 0672481435

▫️ 0672481434

▫️ 0672481403

▫️ 0674116176",No,
120,1498939244,30123,"Помните разгон по пабам о мисс Крым 2022? 

Не берём в расчёт то, что она уебищная. Это мелочи. 
Видео к просмотру для понимая что она не только внешне уебище.",No,
121,1511148555,12837,"**‼️В Европе произошла драка с участием бешенки из Украины. 
**
Оксана пришла на благотворительный вечер для украинских детей. После окончания мероприятия, она попыталась украсть стул, мотивируя тем ,что ей стул нужнее, а в предоставленном государством жилье есть только один стул. Охранник оказался не терпилой, как Мыкола и показал бешенке, что брать чужое нельзя.

Видео смотрите до конца

[Конфликт🔥Z Подписаться](https://t.me/konfliktworld)",No,
122,1109403194,36412,"Из Днепропетровска: «Хреначат ракетами по всему Днепру. Насчитал 6 прилетов. Лупят по Жд крепко».

@sashakots",No,
123,1457892982,28602,"**Жителям Волыни и Ровенщины тоже можно выдохнуть. Глава Ровенской ОВА заявил, что никакой угрозы со стороны Беларуси сейчас нет и никаких изменений на границе не наблюдается

**""[Отдых на месяц](https://t.me/ukrinformator/28600)"" отменяется.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
124,1144404150,15013,"#нампишут

🏴‍☠️**Украинские нацисты обстреляли мирных жителей в Харьковской области

**__""Прилетело в огород от родной украинской армии. Живем далеко от русских... Толком даже их не видели. Чему только НАТОвцы их 8 лет учили: в школах прятаться и по огородам стрелять?!!""

__К сожалению, аналогичные сообщения нам приходят от жителей ДНР, ЛНР, Запорожья, Харьковской и Херсонской областей практически каждый день...",Yes,A
125,1457892982,30208,"**Невероятные фото ночного Киева в практически полной темноте
**
[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
126,1093357968,9411,"Американские военно-промышленные компании очень довольны положением дел в Европе и рассчитывают получать все больше прибыли в долгосрочной перспективе.

Особенно хорошо потрясли бюджет США две ВПК - Lockheed Martin и Raytheon: доходы этих военных конгломератов за 2021 год 64 и 67 миллиардов долларов соответственно. В этих суммах сидит и оплата за Stinger и Javelin, отправленные Вашингтоном в Киев. 

С учётом обещаний Байдена предоставить Украине оборонную помощь на $1 млрд, американские ВПК в накладе не останутся.

Гендиректор Raytheon Грег Хейс: «__Рост напряженности в Азии, на Ближнем Востоке и в Восточной Европе приведет к увеличению продаж на международном рынке вооружений в 2022 году и далее». __

Его поддерживает и исполнительный директор Lockheed Martin Джеймс Тайклет: «__Мы видим новый виток конкуренции между великими державами, который приведет к увеличению военных расходов США». __

Аналитики, дружественные американским ВПК, поддерживают их оптимистичные настроения. 

Беркет Хау из Morningstar Financial Services: «__Война на Украине в некотором роде меняет геополитический порядок, впервые за последние 30 лет. Люди начинают понимать, что в значительной степени мир больше не является безопасным, и поэтому возникнет необходимость увеличить инвестиции в оборонную продукцию».__

Как говорится - ничего личного, просто бизнес. 

@epoddubny",No,
127,1511148555,12821,"‼️🇷🇺💥 **""Грады"" нанесли сокрушительный удар по расположению украинских нацистов на Лиманском направлении

**РСЗО ""🅾️тважных"" отработали по району, в который стягивалась бронетехника украинских боевиков, готовящихся для совершения попытки прорыва Сватовско-Кременского оборонительного рубежа.

💤Красавцы 🇷🇺

[Конфликт🔥Z Подписаться](https://t.me/konfliktworld)",No,
128,1283359437,42201,"МО РФ: Запуск морских БПЛА, атаковавших Севастополь, осуществлялся с побережья в районе Одессы, после чего аппараты двигались через зону безопасности ""зернового коридора"".

В настоящий момент обломки аппаратов, в т.ч. навигационные модули, подняты на поверхность.

@voenkorKotenok",No,
129,1283359437,37256,"Знаете, что это? Это лицо нынешней армянской власти, которую никак не ассоциировать с армянским народом. Нашли [идиотов](https://t.me/ArmenianVendetta/24230) и поставили еще и детей впереди.

Если это норма, то это расставание с совестью, тогда готовьтесь расстаться и с чем-то другим.
Амот дзез!",No,
130,1109403194,32904,"Вам не нужны никакие серьезные познания мовы, чтобы понять, что говорит этот рогуль. Если коротко, ситуация на ключевом для киевского режима направлении просто ужасная, 80% личного состава не умеют стрелять. Паренек уже созрел сдаваться в плен и рассказывает о реальном положении украинской армии в районе Попасной (сейчас город уже освобожден и судьба этого человека мне неизвестна)

Зеленские, Арестовичи и прочие гордоны вам такого не расскажут. У них все ок, ось-ось победятЬ

@MakarenkoLive",Yes,D
131,1498939244,34823,Артиллеристы 4 бригады 2 АК ЛНР работают по позициям ВСУ в районе Берестового.,No,
132,1283359437,40879,"❗️Сергей Аксенов: после того, как освобожденные территории войдут в состав России, специальная военная операция станет **контртеррористической**.

@voenkorKotenok",No,
133,1366346975,57585,Работа САУ Гиацинт-С по украинским позициям💪,No,
134,1283359437,42449,"Так минувшим вечером выглядел Харьков. **Пока** отключения плановые.

@voenkorKotenok",No,
135,1366346975,55674,"❗️Возможны «осадки» 

💥 **Боевая работа расчетов РСЗО «Град» ЗВО при выполнении огневых задач по уничтожению объектов и позиций ВСУ в зоне проведения специальной военной операции 

**◽️ Получив данные средств артиллерийской разведки и расчетов беспилотных летательных аппаратов, батарея РСЗО «Град» осуществила выдвижение, занятие огневой позиции и нанесение удара по выявленным объектам ВСУ.",No,
136,1366346975,54830,"**❗️ВСУ вновь пытаются прорваться на Криворожском направлении

**По данным «Иди и смотри», украинская армия атакует в направлении Зеленодольска.

💬__«С российской стороны бои ведут ВДВ. Украинцы несут потери»__, — рассказал источник канала. 

Предыдущие попытки прорыва ВСУ на южном направлении окончились минимальным продвижением с максимальными потерями.

Больницы Николаева, Кривого Рога и Одессы заполнены ранеными. Счет идет на тысячи.

**__@smotri_z__**",Yes,A
137,1498939244,31739,"🇷🇺🇺🇦💡 **Ещё один удар в Кировоградской области пришёлся по подстанции 330/154/35кВ «Побужская».
**
Точные координаты выведенного из строя автотрансформатора: 48.145680, 30.612602

Как мы и говорили, сегодняшние удары ставят целью отсечение Ровенской АЭС и запада Украины от энергокольца 330кВ.

Но есть важный момент: задействовать резервные схемы ещё можно. Несмотря на то, что выводят из строя трансформаторы, часть из них ещё целая. И со временем электричество пусть со скрипом, но вернётся.
#Кировоград #Россия #Украина #электричество
@rybar

*Поддержать нас: 4377 7278 0407 7977",No,
