Sr. no.,Channel ID,Post ID,Post,HRV (Yes/No),"Type (A,B,C,D)"
72,1498939244,33766,"Судя по тому, что удары по критической инфраструктуре Украины не прекращаются (хотя и наносятся с перерывами), в конце ноября на всей этой территории может наконец-то наступить кайф стимпанка. Полностью электричество конечно отключить не получится, но если  в многосотысячных и миллионных городах вода, свет и тепло будут подаваться 2 раза в день по часу, это можно будет считать превосходным результатом.

 Именно эти города являются узлами военной машины Украины, которая (военная машина) должна быть полностью уничтожена. Морально-психологическое состояние наших войск очень существенно поднимается после новостей о наших ракетных ударов. 

Касаемо новостей с фронта Кременная -Сватово. На сватовском участке активно работала наша артиллерия, наносила удары по пытающимся идти в атаку солдатам ВСУ. На фоне низкой облачности и короткого светового дня, подобные удары смотрятся особенно эпично.

На участке фронта в районе Кременной, день также прошёл в попытках наступления хохла и наших ударов по его атакующим порядкам. Артиллерия полностью остановила наступательный порыв, а благодаря нашим корректировщикам, были вычислены и уничтожены 3 миномета, а также замаскированый лагерь с пехотой противника.",No,
73,1511148555,11066,Работа по бронетранспортерам ВСУ,No,
74,1283359437,40144,"Легендарный военкор [Юрий Котенок](https://t.me/voenkorKotenok) в стриме [Малькевич LIVE](https://t.me/malkevich_live) прокомментировал военную тактику Украины:
__
«Планируют эту операцию со стороны Украины на Харьковском направлении безусловно не в генштабе ВСУ. Здесь чувствуется западный стиль».
«Остановить их может только наша армия. Мы перебросили серьезные силы, серьезное подкрепление на Харьковский участок, и очень активно работает авиация, очень активно работает РСЗО и артиллерия. В принципе сейчас необходимы только координаты__»

@malkevich_live",No,
75,1472280635,16762,"**__«Доводилось один сухарь делить на двоих»

__**Пленный ВСУшник рассказал, как командование бросило его с сослуживцами на позициях на неопределенный срок без еды и воды.

__«Мы просто сидели в холоде, в голоде. Было такое, что в два дня по 100 грамм воды у нас на человека было. Дойти туда было тяжело, потому что работал пулеметчик. Если дойти удавалось туда на базу, не всегда продукция была. Потому что сразу все растаскивали. 

Нам доводилось один сухарь делить на двоих. Как со скотами относились. Как у нас говорят на Украине, вас на мясо кинули. Именно то и происходило»__, — рассказал военнопленный Евгений Кривливый. 

По его словам, украинское командование ничего им не объясняло, просто приказав «стоять и обороняться». Когда российские военнослужащие пришли, они «просто подняли руки и сдались в плен».

__«Нас ребята привезли, переночевали на камине, дали воды, дали чаю попить горячего, все отлично»__, — добавил он

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",Yes,D
76,1498939244,30585,"Наш корреспондент побывал в Геленджике, где встретился с бывшими заключенными, участниками боевых действий в Донбассе, которые получили помилование. Сейчас они находятся на реабилитации после ранений.

С 2015 года на этот объект прибывают на восстановление бойцы «ЧВК Вагнера». 

Ранее оппозиция называла этот санаторный комплекс дачей Пригожина.

@riafan_everywhere",Yes,A
77,1498939244,34275,"Знаете, что такое быть хохлом? Это когда европейцы, проглотившие тысячи ""четырнадцатилетних"" ребят из азии, вдруг стали протестовать против 380 твоих братишек😏",No,
78,1109403194,34538,"Вот такие мины немецкого производства противник ставит на Славянском направлении. Два датчика: один сейсмический, второй - на прерывания луча. Проехал мимо - и получил в борт кумулятивный заряд.

@sashakots",No,
79,1080134301,14740,"🇺🇦Украинский снайперёныш из 95 одшб, убегая с позиции, решил пересмотреть смысл жизни...😁",No,
80,1164348791,6838,"СЕГОДНЯ БЫЛ САМЫЙ ТЯЖЕЛЫЙ УДАР УКРАИНСКОЙ АРТИЛЛЕРИИ ПО ДОНЕЦКУ. 

По потерям пока информация такая, чудом, никто не пострадал.",Yes,A
81,1093357968,8550,"Янукович обратился к Зеленскому:

«__Я хорошо понимаю, что у вас много «советчиков», но лично Вы обязаны любой ценой остановить кровопролитие и достичь мирного соглашения. Этого от вас ждут в Украине, Донбассе и России. Вам будут благодарны украинский народ и Ваши партнёры на Западе».__",No,
82,1457892982,25004,"Символично❤️

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
83,1093357968,11988,"ТОП – 100 лучших российских Telegram каналов в августе 2022 года на платформе Дурова.

Миллионы людей узнают о событиях в России и мире, в этих каналах. Только лучшие и влиятельные авторы, чьё авторитетное мнение внимательно мониторят в разных кабинетах власти и бизнеса. Посты анализируются экспертами и касаются каждого россиянина. Если вы ищите качественную информацию и разные точки зрения – нужно читать тех, кто формирует повестку:
 
Политика/Экономика/Общество

1. [Кстати](https://t.me/kstati_p)
2. [ПУЛ N3](https://t.me/dimsmirnov175)
3. [НЕЗЫГАРЬ](https://t.me/russica2)
4. [Выпускайте Кракена!](https://t.me/rlz_the_kraken)
5. [Банкста](https://t.me/banksta)
6. [Движение Сорок Сороков](https://t.me/sorok40russia)
7. [ПОЛИТУПРАВА](https://t.me/polituprava)
8. [Образ будущего](https://t.me/obrazbuduschego2)
9. [Темник](https://t.me/polittemnik)
10. [Главный политический](https://t.me/glavpolit)
11. [Навстречу Трансферу](https://t.me/hellotransfer)
12. [16 негритят](https://t.me/Gubery)
13. [БОЛЬШОЙ ТРАНСФЕР 2024](https://t.me/bigtransfer2024)
14. [КАК-ТО ВОТ ТАК](https://t.me/kaktovottak)
15. [Кремлевский мамковед](https://t.me/kremlin_mother_expert)
16. [Т34](https://t.me/T34newsfeed)
17. [Доктор прописал](https://t.me/docpro)
18. [Мадам Секретарь](https://t.me/madam_secretar)
19. [Временное Правительство](https://t.me/oreshkins)
20. [Свои да Наши](https://t.me/Svoidanash)

Агрегаторы

1. [ГлавМедиа](https://t.me/glavmedia)
2. [BRIEF](https://t.me/rusbrief)
3. [Выборный](https://t.me/vibornyk)
4. [Караульный](https://t.me/karaulny)
5. [ИнформБюро-ЮФО](https://t.me/informburo_sfd)

Авторские

1. [СОЛОВЬЁВ](https://t.me/SolovievLive)
2. [Мария Захарова](https://t.me/MariaVladimirovnaZakharova)
3. [Kadyrov_95](https://t.me/RKadyrov_95)
4. [Дмитрий Медведев](https://t.me/medvedev_telegram)
5. [Маргарита Симоньян](https://t.me/margaritasimonyan)
6. [Кровавая барыня](https://t.me/bloodysx)
7. [Поддубный](https://t.me/epoddubny)
8. [Вячеслав Володин](https://t.me/vv_volodin)
9. [НЕБОЖЕНА](https://t.me/imnotbozhena)
10. [Реальный Губер](https://t.me/RealGuberniev)
11. [Kotsnews](https://t.me/sashakots)
12. [Стрелец-Молодец](https://t.me/strelets_molodec)
13. [ГАСПАРЯН](https://t.me/ASGasparyan)
14. [Президент Гордон](https://t.me/prezidentgordon)
15. [Политджойстик](https://t.me/politjoystic)
16. [Мария Шукшина](https://t.me/mariashukshina)
17. [Павел Островский](https://t.me/pavelostrovski)
18. [Тина Канделаки](https://t.me/tikandelaki)
19. [Неофициальный Безсонов](https://t.me/NeoficialniyBeZsonoV)
20. [АНТОН ВЯЧЕСЛАВОВИЧ](https://t.me/krasovkin)
21. [Кристина Потупчик](https://t.me/krispotupchik)
22. [Антискрепа](https://t.me/antiskrepa)
23. [КЛИШАС](https://t.me/andreyklishas)
24. [Фридрих](https://t.me/FridrihShow)
25. [ШАФРАН](https://t.me/annashafran)
26. [DELYAGIN's special](https://t.me/delyagin)
27. [РИТА ЭБЗЕЕВА](https://t.me/mosmosru)
28. [МАРДАН](https://t.me/mardanaka)
29. [Александр Хинштейн](https://t.me/Hinshtein)
30. [popovrtr](https://t.me/vladivostok1978)
31. [ПАРФЕНТЬЕВ.КЛУБ](https://t.me/parfentiev_club)
32. [Мария Бутина](https://t.me/mariabutina)
33. [КОРНИЛОВ](https://t.me/kornilov1968)
34. [The Гращенков](https://t.me/thegraschenkov)
35. [Анастасия Кашеварова](https://t.me/akashevarova)
36. [ДОКТОР СОСНОВСКИЙ](https://t.me/dr_alex_sosnowski)
37. [Роман Бабаян](https://t.me/robabayan)
38. [Марина Юденич](https://t.me/yudenich)
39. [Дмитрий Свиридов](https://t.me/sviridovmedia)
40. [Media Малькевич](https://t.me/alexandr_malkevich)
41. [ДЕПУТАТ ЕНГАЛЫЧЕВА](https://t.me/deputatEkaterina)
42. [Якеменко](https://t.me/yakemenko)
43. [Abbas Djuma](https://t.me/Abbasdjuma)
44. [Максим Кононенко](https://t.me/kononenkome)
45. [КАРНАУХОВ](https://t.me/sskarnaukhov)
46. [ДУМАем](https://t.me/dumayem)
47. [Екатерина Мизулина](https://t.me/ekaterina_mizulina)
48. [МАРТЫНОВ](https://t.me/martynov2021)
49. [Олег Лурье](https://t.me/oleglurie)
50. [Антон Хащенко](https://t.me/khashchenko)

Разное

1. [ВЧК-ОГПУ](https://t.me/vchkogpu)
2. [REDACTED R6 (Котёл #6)](https://t.me/redacted6)
3. [Бахчисарайские гвоздики](https://t.me/darkmgimo)
4. [Коза кричала](https://t.me/kozakrichala)
5. [Крылья войны](https://t.me/wingsofwar)

Города/Регионы

1. [Москва сейчас](https://t.me/mosnow)
2. [Как дела, Санкт-Петербург?](https://t.me/kdpiter)
3. [Ростов N1](https://t.me/rstv01)
4. [Крымский](https://t.me/krimski)
5. [Нетипичная Адыгея](https://t.me/nontypical)
6. [Сочи Онлайн](https://t.me/gorodsochi)
7. [Екатеринбург N1](https://t.me/ekat01)
8. [Мой Нижний Новгород](https://t.me/mynnovgorod)
9. [Спросите у Расула](https://t.me/askrasul)
10. [Белгород N1](https://t.me/belgorod01)

СМИ

1. [РИА Новости](https://t.me/rian_ru)
2. [Раньше всех. Ну почти](https://t.me/bbbreaking)
3. [RT на русском](https://t.me/rt_russian)
4. [Mash](https://t.me/breakingmash)
5. [Осторожно, новости](https://t.me/ostorozhno_novosti)
6. [Sports](https://t.me/sportsru)
7. [Readovka](https://t.me/readovkanews)
8. [СИГНАЛ](https://t.me/ssigny)
9. [112](https://t.me/ENews112)
10. [Аргументы и Факты](https://t.me/aifonline)

Страница: https://worldinform.ru/pages/tgrussia.html ""ПУЛ Telegram"" - независимый агрегатор и рейтинг авторов, достойных внимания общества и элит. Читать посты лучших вы можете в ленте нашего канала. Не важно сколько у вас подписчиков. Важно – сколько с интересом читают. Подготовлен при участии команды Дурова и независимых экспертов.",No,
84,1469021333,11653,"⚰️Вільхівка, що на Харківщині. Орки покидали своїх товаришів...",No,
85,1469021333,11106,"🇦🇱🇽🇰**Албанський спецназ ROSU направлений у північні муніципалітети Косово та Метохії**

Армія Сербії приведена у підвищену бойову готовність.

Сербії зараз московія навряд допоможе.",No,
86,1457892982,30964,"**Мирный план по Украине не может существовать, если он не учитывает вхождение в состав России новых регионов, — Песков

**Под ""четырьмя новыми российскими регионами"" в Кремле понимают части захваченной с 24.02.22 Херсонской, Запорожской, Луганской и Донецкой областей.

У вас забыли спросить, миротворцы мамкины.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
87,1109403194,36668,"⚡️Суровикин: 

На Херсонском направлении непростая ситуация. Противник наносит удары по критической инфраструктуре. В Херсоне проблемы с водо- и электроснабжением. Это прямая угроза жизням мирных жителей.

У нас есть данные о возможности использования ВСУ запрещенных боеприпасов, ударов по плотине Каховской ГЭС, массированных ракетных атак.

В этих условиях Армия обеспечит безопасный выезд населения по программе переселения. Дальнейшие наши действия будут зависеть от складывающейся ситуации. Она сегодня уже непростая. Сохранение жизней для нас приоритет. Не исключаю принятия самых непростых решений.

@sashakots",Yes,A
88,1366346975,55092,"В Чернигове укры решили устроить **выставку боеприпасов** на которой сдетонировал один из снарядов. Как результат: 8 пострадавших (4 взрослых и 4 детей, один из которых, двухлетний мальчик, находится в больнице в тяжелом состоянии). А журналистка сразу вспомнила родной русский)))

@NeoficialniyBeZsonoV",Yes,A
89,1498939244,33268,"Ну потому что форсировать Днепр это не в киоск за пивом сходить, Анатолий. Если ВСУ смогут это сделать не договором, а военной операцией с дальнейшим развитием наступления, то можно заканчивать в принципе.

Мы прекрасно знаем, что войска там стоят, вчера спокойно слушали голосовые ребят, как они ахуевали с ваших постов. Напомним, что ВСУ не смогли их разбить и на том берегу, и отошли они имея полные силы. 

Так что вам либо по приколу эта истерия, либо это цель, либо ваши источники полное говно. 

https://t.me/ASupersharij/13039",No,
90,1469021333,10040,🔥Жилізяки із zомбіленда,No,
91,1457892982,28459,"**Ч**м**обилизованные рашисты устроили бунт в воинской части Ульяновска

**Но не из-за того, что они пушечное мясо и не хотят на войну, а потому, что их обманули и не выплатили обещанные деньги🤷🏻‍♂️. 

Для разбирательства в часть даже пришлось вызывать Росгвардию. 

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
92,1366346975,53598,"🔥 Хорошие новости из Николаевской области на ночь. О том как и зачем брали Благодатное/Комсомольское из первых уст. Завтра сделаю видео из того что не вошло в репортаж. Десантники, мало того, что разработали и провели операцию, так ещё и все отсняли.",No,
93,1457892982,29657,"**К общественным работам по восстановлению Украины от последствий военных действий привлекли уже более 2 тысяч безработных**, сообщает Госслужба занятости.

Больше всего в «Армию восстановления» записали в **Сумской (664 человека), Киевской (509 человек) и Полтавской областях (313 человек)**.

Среди основных видов работ: строительство защитных сооружений, разгрузка и фасовка гуманитарной помощи, разбор завалов и т.д.

**На оплату труда этих людей направлено более 8,5 миллионов гривен**.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
94,1511148555,12113,"**✅****✅****✅****Херсон:
Противник бьёт по переправам!!!!
Стреляет по сути в спину!
Ночь будет очень тяжелая. Молимся за пацанов!**",No,
95,1247556894,5303,"**🚎У Києві на низці тролейбусних маршрутів продовжать курсувати автобуси, доки ситуація із електроенергією не стабілізується

**↪️Нагадуємо перелік маршрутів: https://cutt.ly/9B2DBjO",No,
96,1144404150,13484,"❗️**Очередной фейк киевских властей**.

__«Мелитополь – вторая Чернобаевка. Накрыли мелитопольский аэродром, тоже с пунктом управления. Рвалось часа два»__ – заявил советник руководителя ОП Арестович. 

Очередное __«переможное»__ заявление Арестовича опровергают даже сами жители Мелитополя. **Никто никаких взрывов не слышал**, хотя аэродром находится на окраине населенного пункта. 

В городе продолжается ускоренное **восстановление мирной жизни**, ибо Мелитополь практически не пострадал от боевых действий. **На улицах кипит жизнь, люди спешат по своим делам**. 

@warjournaltg",Yes,A
97,1366346975,53737,"27 августа, Военная хроника. Главные события этого дня. 

@milchronicles",No,
98,1109403194,35441,"С мест сообщают, что бои в Балаклее и вокруг нее продолжаются.
Противник выложил подтверждающее видео о контроле Волохова Яра, а также у стелы на въезде в Шевченково. Что в самом Шевченково пока неясно.",No,
99,1080134301,17106,"⚡️Теперь на самом деле. Елизавета II умерла. Королеве Великобритании было 96 лет. Британский трон переходит 74-летнему принцу Чарльзу.

Помянем",No,
100,1498939244,30788,"Ну что, использованные презервативы для британского хуя, как начало дня?

Комментарии открыты, делитесь впечатлениями",No,
101,1144404150,14813,"Новые удары по Одессе. Сообщают о двух ракетных попаданиях по мосту в Затоке.

МО РФ также заявляет, что в ходе последнего ракетного удара по аэродрому в Арцызе, были уничтожены 6 вертолетов Ми-8 и Ми-24.",No,
102,1144404150,16357,"🇷🇺Бойцы спецназа 6 армии ВС РФ выявили позицию боевиков батальона «Кракен» под Харьковом. Термобарическим снарядом из ПТУР уничтожено около 15 националистов и 3 единицы техники.

@razved_dozor",No,
103,1109403194,37888,"Мои земляки из родного поселка Мошково Новосибирской области поздравляют с Наступающим новым годом наших воинов🎄. 

Присоединяюсь к их искренним пожеланиям дорогим защитникам!

https://youtu.be/2w98xOU8DVA",No,
104,1247556894,4044,"🚇⚡️**Із технічних причин зупинено рух поїздів метро червоною лінією між станціями «Академмістечко» – «Арсенальна»**

✔️Про відновлення руху буде повідомлено додатково.",No,
105,1457892982,29583,"⚡️**Нацбанк опубликовал список банков по всей Украине, которые будут работать (!) даже в условиях длительного отсутствия энергоснабжения

**Ознакомиться можно [**ТУТ

**](https://bank.gov.ua/ua/consumer-protection/map-bank-branches)[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
106,1093357968,10285,"**Совет всем старше 18 лет: покупайте акции.** Если бы вы вложили 1000 рублей в Сбербанк или Apple несколько лет назад, то сейчас у вас было бы больше 140 тысяч. Просто вдумайтесь, какие возможности вы теряете!

**Для этого не нужны миллионы или особые знания.** Достаточно просто иметь несколько тысяч в загашнике и подписаться на знающих людей. Например, на канал [Инвест ревью](https://t.me/+INfO2DoFU444ZTEy). 

Автор простым языком объясняет, **куда вложить небольшую сумму**, как жить чисто на пассивный заработок, и чего точно не стоит делать на фондовом рынке.

В общем, **искренняя рекомендация подписаться**, потом сами себе спасибо скажете: @investorbiz",No,
107,1498939244,31780,"Сергей Шойгу провел переговоры с британским министром обороны Беном Уоллесом.

Обсуждалась ситуация на Украине и возможность провокаций со стороны Украины с применением «грязной бомбы», сообщает Минобороны РФ.

Ранее сегодня Шойгу провел телефонные переговоры с министрами обороны Франции и Турции, где обсуждалась аналогичная тема.",Yes,B
108,1144404150,12587,"Ещё один день, ещё один гумконвой, ещё один провокатор. 

Гуманитарный конвой при содействии российских военных [привёз жителям Херсона ](https://t.me/opersvodki/1947)продукты, фрукты и лекарства. 

Не обошлось и без провокаций. Вежливые люди извлекают молодого человека  из толпы и после короткой беседы отпускают. В городе назревает гуманитарный кризис и херсонцы благодарят российских военнослужащих за оказываемую помощь.

@opersvodki",No,
109,1498939244,36293,"Нужно слышать тех, кто не замалчивает проблемы — Путин


База от Верховного.",No,
110,1080134301,18097,"**Допрос взятого в плен всушника и диалоги по Тарантино:

**__- Мы не знаем, кто у них командир.
- Ну это неправда.
- Серьёзно. Командиры меняются. Мы щас, у нас щас… командир… сержант. Вот на сердце ложу!__",Yes,D
111,1498939244,34989,"Энергетическая система Украины работает и остается целостной. Были попадания по энергетическим объектам в Киевской, Винницкой, Одесской областях – премьер-министр Шмигаль.

Не дорабатываем, господа!",No,
112,1457892982,29398,"**⚡️А вот и первая встреча Зеленского с новым премьер-министром Британии Риши Сунаком. Сегодня он прибыл в Киев 

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
113,1283359437,40531,"ВГА Херсонской области: в Херсоне произошло вооруженное столкновение между российскими военными и неустановленной группой лиц, в ходе короткого боя все нападавшие ликвидированы. 

Перестрелка началась в ходе выяснения личностей подозрительной группы людей, которая была обнаружена в районе ж\д вокзала. В ходе столкновения боевики были заблокированы в нежилом здании и уничтожены.

@voenkorKotenok",No,
114,1129015804,13727,"В сети появилась видеозапись [крушения](https://t.me/directorate4/13711) самолета Су-25 ВВС Мали в аэропорту г. Гао. По уточненным данным, жертвами авиакатастрофы, помимо летчика, стал один человек, еще десять получили ранения.",Yes,A
115,1093357968,12945,"**Карта зафиксированных ударов русскими ракетами по территории Украины на 9:30 11 октября

**«Предупреждение» выходит растянутым во времени.

__Ваш, __[__Ꙃаставный__](https://t.me/zastavnyii)",No,
116,1283359437,37917,"⚡️Представительство ЛНР в СЦКК: ВСУ впервые нанесли удар по г. Перевальск из американской РСЗО HIMARS.

@voenkorKoteno",No,
117,1498939244,33467,"А как так получилось, если почти всё сбило ПВО? Одна ракета на 2 объекта?",No,
118,1080134301,15309,"Пьяный житель Петербурга максимально неудачно ""сыграл в паровозик"" во дворе одного из домов.

Теперь у разгневанных хозяев пяти разбитых автомобилей — большие претензии к любителю ""синих гонок"".",No,
119,1469021333,12430,"👇🏻**Фото до поста нижче**. **Читайте там, щоб все зрозуміти**👇🏻",No,
120,1164348791,6542,"Я ЗАМЕТИЛ, ЧТО ВСУ СНИЗИЛИ СТАТИСТИКУ УДАРОВ ПО НАШИМ ВОЕННЫМ ОБЪЕКТАМ. 

Два вывода: 
1. Мы вернулись к советской маскировочной школе (я хочу в это верить), 
2. Украинская разведка явно выдыхается вместе со всеми войсками и западными союзниками. 

ВСУ бьют по гражданским объектам. Это болезненно, тем не менее, не снижает наш потенциал движения к Киеву. Мы этот потенциал активно набираем. 

Подробности в «Вестях недели» у Дмитрия Киселева, сегодня в 20:00 на «России-1».

Полное видео: 

[YouTube](https://youtu.be/AmGpCf9LKKc)",No,
121,1080134301,20552,"Парнишка решил нахаляву проехаться на поезде, но работяга не заценил его порывов.

В итоге мужик вынес бедолагу-хлюпика без шансов.",No,
122,1283359437,38319,"Трое жителей Астраханской области погибли при украинском обстреле волонтерского центра в Шахтерском районе ДНР. Об этом сообщил губернатор региона Игорь Бабушкин. Погибших звали Александр Матвеев, Георгий Шерстюков и Александр Ховрико.

@voenkorKotenok",Yes,A
123,1093357968,10578,"Американские самолеты могут принять участие в охране болгарского неба.

Официальная София ведёт переговоры с Пентагоном о включении американских самолетов в состав совместной охраны воздушного пространства страны. Речь идёт о МиГ-29 и F-16 Block 70.

Также, министр обороны Болгарии заявил, что страна «имеет военно-промышленные возможности для оказания технической помощи Украине».

@epoddubny",No,
124,1109403194,33500,"**⚡️ForeignCombatants.ru**** — наша база данных иностранных наемников и добровольцев, принимающих участие в боевых действиях на стороне Украины

**С первых дней СВО команда** «Рыбаря»** пишет про иностранцев, решивших «поиграть в войну» на Украине. Хотя в «Интернациональном легионе территориальной обороны Украины» хватает ветеранов, подавляющее большинство — это страйкболисты и киберспортсмены. 

Несмотря на огромное количество публикаций в зарубежных СМИ о нелегкой доле наемников на Украине, никто ещё не додумался создать единую публичную базу, чтобы показать масштаб бедствия.

Мы совместно с проектом **@vatfor** это сделали: при помощи волонтёров ведётся сбор, каталогизация и перевод информации на иностранные языки. 

❗️**Цель проекта ****ForeignCombatants.ru**: убедить искателей приключений отказаться от роли «пушечного мяса» и показать, как власти Украины их всех просто используют. 

__Если хотите присоединиться к волонтёрской команде и помочь, милости просим: пишите в __**__@fcomb_bot__**__. 

__**Ваш ****@rybar****

**__*Поддержать нас:__ `4377 7278 0407 7977`",No,
125,1469021333,10567,"**‼️Київ, треба на область (деталі розповідати не будемо) :**

- Спальні мішки
- Каремати
- Теплі речі
-  Шкарпетки, білизна 
В ідеалі: 
- квадрокоптер 
- тепловізор 

Друзі, хто може допомогти, знає де хоч щось можна дістати - пишіть нам на @newsDeepStatebot

🇺🇦**Наближаємо нашу Україну до перемоги разом!**",No,
126,1498939244,33564,"Куда ты звонишь?
Тебе звоню.
Кому?
Ну тебе.
Кому тебе?
А вот тебе вот.
Ты кто такой?
Михал Палыч
Какой Михал Палыч?
Терентьев.
Такого не знаю, ты ошибся номером, друг.
Кто?
Ты.
Чё с деньгами?
Какими деньгами?
Ну которые я внес в капитал.
Куда?
В капитал прожиточного минимума.
Ты пьяный или кто, сынок?",No,
127,1469021333,12901,"**🙏Дякуємо всім, хто відгукнувся. Обидва варіанти купуються за кошти нашого підписника Тимофія С.**",No,
128,1093357968,9597,"В ближайшие дни Жозеп Боррель планирует собрать военный комитет ЕС для обсуждения поставок вооружения на Украину. 

[…] «Нужно либо советское, либо простое в обращении оружие. […] Оружие имеет решающее значение. Санкции важны, но санкции не определят исход битвы на Донбассе».

После таких речей назвать Борреля дипломатом можно уже только условно. 

@epoddubny",No,
129,1536211233,122,Update from Christo Grozev: it can be “Kalibr” cruise missile,No,
130,1511148555,7958,"‼️🇹🇼🇺🇸🇨🇳**Politico:** «__Администрация Байдена запросила Конгресс о продаже Тайваню вооружения на 1,1 млрд долларов»__

«__Пакет, который находится на стадии рассмотрения, включает 60 противокорабельных ракет AGM-84L Harpoon Block II на 355 млн долларов, 100 тактических ракет ""воздух - воздух"" AIM-9X Block II Sidewinder на 85,6 млн долларов, а также 655,4 млн долларов на продление контракта по радиолокационным станциям»__.",No,
131,1457892982,25526,"**Многих интересует, что будет если оккупанты ударят по дамбе Киевского Водохранилища?

**[По словам](https://kiev.vgorode.ua/news/sobytyia/a1219552-proryv-damby-kievskoho-vodokhranilishcha-kakie-mohut-byt-posledstvija) киевского эколога Василия Кредо, Киевская плотина – один из самых опасных объектов на Земле. Сооружение на 93% является аварийным. Есть даже и приблизительный сценарий, что может произойти после разрушения плотины. По словам эколога, первой погибнет Оболонь – 4-х метровая волна накроет ее через 3 минуты после аварии. Еще через 2 минуты вода доберется до Троещины, через 10 – Подола, через 15 – Русановки. Может достаться и остальной территории Украины – почти 30 городов, сотни поселков и сел будут подтоплены.

❗️Однако, Доктор географических наук, профессор Виктор Вишневский рекомендует не поддаваться панике, а верить науке. Ученый напоминает, что уровень воды в Киевском водохранилище – 103 метра над уровнем моря. А более 90% территории столицы находится на значительно более высоких отметках – обычно 130-160 метров. Ниже 103 метров - только Подол и Оболонь. Однако и этим районам в случае прорыва дамбы не будет угрожать масштабное затопление. 

Инженеры говорят, что Киевская ГЭС может рухнуть только в случае прямого попадания атомной бомбы или метеорита диаметром 100 метров. Сама плотина и станция были спроектированы во времена ""холодной войны"", когда власть не исключала войны с условным Западом. Поэтому не стоит преждевременно волноваться.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",Yes,A
132,1144404150,11496,"⚡️⚡️⚡️ Украинское издание «Страна», со ссылкой на источники в погранслужбе Украины, заявило о высадке российского десанта на остров Змеиный в Черном море.

@warjournaltg",No,
133,1469021333,14932,"🇷🇸**У Белграді проходить акція на підтримку сербів Косово та Метохії

**😑Знаходяться люди, які питають ""а чому ви так не любите сербів і сербську владу"". Відповідь на це питання ви можете знайти, слухаючи ""гімн бабуїнів ДеНеРе"" на даній акції...

[Магазин](https://deepstateua.shop/)🛑[Блог](https://deepstateua.com/)🛑[Мапа](https://deepstatemap.live/)🛑[Написати нам](http://t.me/newsDeepStatebot)🛑[Звіти](https://help.deepstateua.com/)🛑[ЗСУHelp](https://t.me/help_deepstateua)",No,
134,1366346975,50687,"⚡️**Убитых наемников из США сразу же обворовывают украинские боевики** - а погибают они зачастую от ложной информации командования ВСУ. 

__На это жалуются сами же американцы в интервью французскому каналу TV5Monde. 

__У западных «солдат удачи» после такого радушного приема на Украине сразу же пропадает весь пыл и задор и они массово покидают страну.",Yes,A
135,1498939244,33794,"Свободное демократическое общество оно такое. Бунтовать можно только в Мордоре. 

https://t.me/warhistoryalconafter/69841",No,
136,1469021333,14825,"**❕Друзі, сьогоднішній квест пройде о 21:00!

**🫠Ще трошки почекайте",No,
137,1457892982,24117,"**Глава Хмельницкой ОВА Сергей Гамалий заказал себе на пятницу номер в отеле Херсона

**Пишет, что радует возможность оплаты гривнами и верит в силу наших ВСУ.

До пятницы 3 дня😏

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
138,1366346975,57121,"В дополнение, сегодня на тг-канале Рыбарь было [сообщение](https://t.me/rybar/38816): ""Несколько часов назад ВС РФ нанесли удары по Никополю на правом берегу Каховского водохранилища. Из населенного пункта и его окрестностей ВСУ на протяжении лета обстреливали территорию Запорожской АЭС в Энергодаре.
Это далеко не первый случай налетов на позиции украинских формирований в Никополе, однако нынешняя атака сильно отличается от предыдущих. По словам бойцов ВСУ, на этот раз по целям в городе массово прилетело большое количество беспилотников-камикадзе.
Если информация правда соответствует действительности, то можно предположить, что продукция иранского ВПК постепенно появляется на все большем количестве участков фронта"". 
И вот собственно эти появившиеся фото останков двигателя одного из дронов-камикадзе соответствуют одному из типов двигателей широко применяемых на различных иранских БПЛА - MD550 от иранской Mado (Oje Parvaz Mado Nafar Company). В т.ч. они устанавливаются и на БПЛА Shahed-136, как можно заметить на кадрах из Ирана и Йемена.",Yes,B
139,1511148555,11387,🔥🔥Хаххахахахх 😂😂,No,
140,1080134301,15182,В Сербии своя атмосфера,No,
