Sr. no.,Channel ID,Post ID,Post,HRV (Yes/No),"Type (A,B,C,D)"
64,1144404150,17914,"⚡️ **Сводка Министерства обороны Российской Федерации о ходе проведения специальной военной операции на территории Украины** (06.09.2022 г.)

Часть 1 [(см. часть 2)

](https://t.me/mod_russia/19577)**◽️ **Вооруженные силы Украины в течение суток продолжали попытки атаковать на отдельных участках Николаево-Криворожского направления. 

**ВКС России, ракетные войска и артиллерия наносят высокоточные удары по подразделениям и резервам ВСУ. 

**💥 В районах населённых пунктов Висунск, Явкино, Березнеговатое и Червонополье** поражены живая сила и военная техника в пунктах временной дислокации** 61-й пехотной бригады, 35-й бригады морской пехоты и 17-й танковой бригады ВСУ. Также** уничтожено три склада ракетно-артиллерийского вооружения и боеприпасов** в районе Великое Артаково Николаевской области. 

💥** Высокоточными ракетами большой дальности морского базирования «Калибр»** в районе населенного пункта Карповка Днепропетровской области **уничтожено крупное хранилище топлива**, предназначавшегося группировке украинских войск на Николаево-Криворожском направлении. 

💥** Истребительной авиацией ВКС России и средствами противовоздушной обороны сбиты три Су-25 воздушных сил Украины**. Один Су-25 в районе населённого пункта Снигиревка и два украинских Су-25 в районе Мирное в Николаевской области.
 
📊 **Всего** за сутки на Николаево-Криворожском направлении **противник потерял 12** танков, **11** боевых машин пехоты и **8 **других бронированных машин, **6** пикапов с крупнокалиберными пулеметами и **более** **210-ти** военнослужащих. 
 
💥 **Высокоточным оружием воздушного базирования поражены пункты временной дислокации** подразделений 54-й и 93-й механизированных бригад ВСУ в районе города Артёмовск Донецкой народной республики. **Уничтожено** **до 250-ти военнослужащих и более 10 единиц автомобильной и бронированной техники. 

**✈️ В районе населенного пункта Веселянка Запорожской области** высокоточными ударами ВКС России по пунктам временной дислокации** 1-го батальона 65-й механизированной бригады ВСУ **уничтожено до 100 боевиков и 15 единиц военной техники**.
 
◽️ Из-за высоких потерь и прекращения ротации действующий в районе Зайцево Донецкой Народной Республики личный состав подразделений 53-й механизированной бригады ВСУ **отказывается выполнять боевые задачи и группами покидает боевые позиции**.  
 
**Продолжается нанесение ударов оперативно-тактической и армейской авиацией, ракетными войсками и артиллерией по военным объектам на территории Украины. 

**◽️ За сутки** поражены три пункта управления ВСУ**, в том числе 14-й механизированной бригады в районе Каменная Яруга Харьковской области, командно-наблюдательный пункт батальона 102-й бригады территориальной обороны в населенном пункте Полтавка Запорожской области, а также **52 **артиллерийских подразделения, живая сила и военная техника ВСУ в **161-м **районе. 

💥 В районе Григоровки Донецкой Народной Республики **уничтожена пусковая установка украинского зенитного ракетного комплекса «Бук-М1»**. 
 
💥 **Средствами противовоздушной обороны за сутки сбиты 12 беспилотных летательных аппаратов** в районах населённых пунктов Яковенково, Капитоловка, Липцы Харьковской области, Кирилловка, Сладкое, Валерьяновка, Новоандреевка Донецкой Народной Республики, Скадовск Херсонской области и города Херсон. 

◽️ Также** перехвачены баллистическая ракета «Точка-У» **в районе населенного пункта Попасная Луганской Народной Республики и **11 снарядов реактивной системы залпового огня «HIMARS» **производства США в районе Каховской ГЭС. 
 
📊 **Всего** с начала проведения специальной военной операции **уничтожено**: **290** самолетов, **152** вертолета, **1889** беспилотных летательных аппаратов, **373** зенитных ракетных комплекса, **4845** танков и других боевых бронированных машин, **825** боевых машин реактивных систем залпового огня, **3369** орудий полевой артиллерии и минометов, а также **5343** единицы специальной военной автомобильной техники. 

#Минобороны #Россия #Украина @mod_russia",No,
65,1247556894,2564,"💊**Перелік адрес аптек КП «Фармація», що наразі працюють у столиці** - https://cutt.ly/bA9PrhJ",No,
66,1511148555,10922,"🛵**💥****🔥****Николаев в огне

🏴‍☠️🇺🇦Ким сбил все дроны нашими целями, молодец✊**",No,
67,1498939244,36508,Анкара обсуждает с Москвой возможность использования воздушного пространства над севером Сирии для проведения наземной операции против курдского «Отряда народной самообороны» (YPG) — СМИ,No,
68,1093357968,10689,"В Харьковской области уничтожена тяговая электроподстанция, обеспечивавшая доставку западных вооружений и военной техники на позиции ВСУ в Донбассе. 

@epoddubny",No,
69,1366346975,55281,"⚡️☢️**МАГАТЭ озвучит свое мнение о Запорожской АЭС завтра на Совбезе ООН,** так как там запланировано выступление главы этой организации Гросси, сообщил член администрации региона Владимир Рогов.

Он также заявил, что персонал атомной станции на 100% обеспечил специалистов МАГАТЭ всеми требуемыми документами",No,
70,1129015804,12344,"В Афганистане при теракте в г. Кабул погибли десять человек, еще более двадцати получили ранения. Как сообщается, неизвестные привели в действие СВУ в мечети, в которой в тот момент верующие собрались для молитвы. Ответственность за теракт пока никто не взял. Талибы подозревают, что к взрыву причастны боевики Исламского государства.

Днем ранее джихадисты совершили два теракта в г. Мазари-Шариф. Жертвами взрывов СВУ стали более тридцати человек.",Yes,A
71,1109403194,36734,"«Линию Вагнера» сняли со спутника.

Укрепление состоит из четырех рядов бетонных конусов, которые. За противотанковыми укреплениями находится большая траншея. 

Дополнительные спутниковые снимки Европейского космического агентства показывают, что рытье траншеи велось в два этапа: первая часть была выкопана 25 сентября; второй участок траншеи был вырыт где-то между 30 сентября и 5 октября. 

Пионер - всем пример😉

@sashakots",No,
72,1144404150,15216,"Новые кадры Министерства обороны — выход нацбатальона «Азов» из «Азовстали».

На видео можно рассмотреть татуировки боевиков с нацистской символикой, а также с цитатами и портретами Гитлера. Всего в плен сдались 2439 человек. 

@milchronicles",Yes,D
73,1366346975,54788,"За последние годы мы освоили все известные приёмы манипуляции массовым сознанием, но совсем разучились вдохновлять. Политтехнологии стали главным инструментом ""по работе с личным составом"", и последствия очень хорошо заметны там, где риски выходят далеко за рамки безопасных страданий. 

Если бы я умел рисовать в телеграмме столбцы или диаграммы - лучше столбцы - я бы примерно так разложил факторы влияния: я бы провёл верхнюю горизонтальную черту, которая символизировала бы сто процентов, и под ней самым длинным столбцом был бы столбец с надписью ""приказ"", который не дотягивал бы до верней планки процентов сорок - не всегда и приказ способен поднять людей в атаку. 

Потом бы шёл столбец с надписью "" убей, чтобы выжить"", 
за ним  -  с сокращённой надписью ""игра"", -  переиграть противника всегда интересно... И только последней ступенькой этой нисходящей лестницы я бы поставил высокий мотив "" За Родину! "". Я не знаю ни Сечина, ни Миллера - и подозреваю, что это очень приличные люди, - но молва сделала их фамилии нарицательными, и поверьте - не раз и не два я слышал выражение: за кого умирать, - за Миллера с Сечиным??? Слышал это не от рядового состава... 

Война - это лакмусовая бумажка. Она проявляет всё, что бывает скрыто, и трудности войны - это святые трудности. Бесконечно жаль жертв войны, но я сотни раз ловил себя на мысли, что сумей мы легко и непринуждённо свалить власть в украине и победить её по принципу ""мастерство бессильно перед лоховской удачей"" - это было бы дорогой к концу. Тогда всё, что выстроилось неправильного, получило бы подтверждение своей жизнеспособности... на какое-то время.",No,
74,1469021333,14811,"🕶🕶🕶** на фронтах станом на 1 грудня

****⏩****На кордоні з біломосковією **[-](https://deepstatemap.live/) без змін. 

**⏩****На** **Сватівському** напрямку - чекаємо інформації за попередні дні.

**⏩****Бахмутський **відтинок - навколо Бахмута активні бої на схід та південь від міста. У районі сміттєзвалища завдано удару по кацапам. Ворог [захопив Курдюмівку](https://t.me/DeepStateUA/14809). Судячи з динаміки, ворог намагатиметься підійти до Кліщіївки і захопити її.

**⏩****Авдіївський** відтинок - незначні просування ворога біля Невельського.
 
**⏩****Запорізький **відтинок - без змін. 

**⏩****Таврійський** відтинок - без змін. 

⏺⏺⏺Оновлення протягом 30 хвилин.

⛪️РНБО просить законодавчо заборонити роботу УПЦ МП в Україні. Нарешті.

🇺🇦Нагадуємо, що триває волонтерський збір потреб [**на каналі ЗСУ Help**](https://t.me/help_deepstateua/221) для наших бійців, які зараз у найгарячішій точці. Нагадуємо підписатися, якщо хочете бути корисними фронту.

[🖍](https://deepstatemap.live/#6/49.438/32.053)У випадку **неточностей на карті**, ви можете нам повідомити через бот @newsdeepstatebot. 

🛑Нагадуємо, що в загальному доступі не може існувати точної карти бойових дій, а інформацію, як переможну так і не дуже, завжди краще сприймати зі скепсисом і чекати візуальних підтверджень чи повідомлення ГШ ЗСУ. Ну і звісно, довіряйте перевіреним джерелам.",No,
75,1093357968,10363,"Классно, когда британская журналистка может приехать на Урал поработать. Особенно на фоне новостей о санкциях Лондона в отношении российских журналистов. 

https://t.me/urallive/9733",No,
76,1366346975,55727,"Ещё по харьковскому направлению можем добавить следующее:

ВСУ продвинулись - это факт. Основной расчёт явно делается на пробитие окна к Купянску - основной удар в общем направлении на Шевченково. В районе Волохова Яра бои.

Продолжаются ракетные удары по Изюму.

Активизировались ДРГ - третий день в районе Белого Колодца, Волчанска и Гнилицы совершаются диверсии.",No,
77,1109403194,33085,"Зеленский: «Мы должны восстановить полное уважение к базовым ценностям на нашем континенте.

Когда говорят, что нам не надо давать оружие, необходимое для победы, имеется в виду, что наш народ имеет меньше значения, чем другие народы, которым такое оружие уже предоставили и которые могут им распоряжаться»

Базовые европейские ценности, это, случайно, не те самые, которые наша армия сейчас, как и в 1941-1945 выбивает со всех городов используя все доступные средства огневого поражения? Зиги, свастики, бандеры и прочие пережитки фашистских недобитков времён Великой Отечественной? Возрождайте. Дураков история ничему не учит.

@sashakots",No,
78,1080134301,16124,"⚡️⚡️⚡️**Холдинг «Росэлектроника» ГК Ростеха разработал электронные компоненты для самолетов Superjet и МС-21. 

Технические параметры новых устройств позволяют полностью заменить американские изделия в составе бортовой аппаратуры радиосвязи**. **
 
**Прощай, “Made in China”.",No,
79,1498939244,30081,Пожар на объекте в Николаеве после прилёта Гераньки.,Yes,B
80,1469021333,14692,"**🇺🇦**** Офіційне відео Міністерства оборони України зі звільненої Макіївки

**Локація - deepstatemap.live/#14/49.2310/37.9782

[Магазин](https://deepstateua.shop/)🛑[Блог](https://deepstateua.com/)🛑[Мапа](https://deepstatemap.live/)🛑[Написати нам](http://t.me/newsDeepStatebot)🛑[Звіти](https://help.deepstateua.com/)🛑[ЗСУHelp](https://t.me/help_deepstateua)",No,
81,1536211233,1101,"**🔴DAILY REPORT WITH KEY NEWS🔴

Avaliable on Medium:

🇬🇧**[**English**](https://medium.com/p/a5f504139ef8)** 
🇺🇦**[**Ukrainian**](https://medium.com/p/f59f8e3a4609)** 
🇩🇪**[**German**](https://medium.com/p/3e239fd1214d)** 
🇨🇵**[**French**](https://medium.com/p/aaba42015127)** 
🇪🇸**[**Spanish**](https://medium.com/p/dfdad55b3394)** 
🇵🇹**[**Portuguese**](https://medium.com/p/e9f53f5e0e89)** 
🇹🇷**[**Turkish**](https://medium.com/p/4e8f9d86d2fd)** 
🇬🇷**[**Greek**](https://medium.com/p/ec27ad5b2bbc)** 
🇨🇿**[**Czech**](https://medium.com/p/69bad018619c)** 
🇷🇸**[**Serbian**](https://medium.com/p/e06b70ca3f13)** 
🏳**[**Russian**](https://medium.com/p/9b6a79517bbe)** **

Please share our recap with all of your friends and colleagues",No,
82,1511148555,12880,**🔥****🔥****🔥****Колонна танков Т-80У в нечастом зимнем камуфляже.**,No,
83,1080134301,16060,"Итальянцы вышли на улицы, чтобы остановить поставки оружия Киеву.",No,
84,1366346975,48678,"На взятой позиции ВСУ.
Убитые солдаты противника, поломанные деревья, брошенная амуниция и т.д.

Источник: https://t.me/chub_detection",Yes,A
85,1093357968,11242,"Прислали подписчики из Харькова. Объявления в разных районах города от местного ЖЭКа. Просят оставлять свои квартиры открытыми, чтобы тероборонцы в случае необходимости могли оборудовать там огневые позиции. Гарантируют сохраность имущества. А сохранность жилья в таком случае как гарантировать?

@sashakots",No,
86,1109403194,36428,"Женщина погибла из-за обстрела ВСУ Шебекино в Белгородской области — губернатор региона Гладков.

[Подписаться на @truekpru](https://t.me/+p3pOHrMFlcI0NWRi)",Yes,A
87,1536211233,1542,"**🔴DAILY REPORT WITH KEY NEWS🔴**

**Avaliable on Medium:**

**🇬🇧**[**English**](https://medium.com/p/f1082e2c8b3b)** **
**🇺🇦**[**Ukrainian**](https://medium.com/p/b806b28e191a)** **
**🇩🇪**[**German **](https://medium.com/p/855d9329d0c4)
**🇫🇷**[**French**](https://medium.com/p/e3d242c5c18a)** **
**🇪🇸**[**Spanish**](https://medium.com/p/1f8a440d21d0)** **
**🇷🇸**[**Serbian**](https://medium.com/p/a0771820d6f2)
**🏳**[**Russian**](https://medium.com/p/8c5604b443ba)** **

**Please share our recap with all of your friends and colleagues**",No,
88,1283359437,42272,"Вечерний Киев в первый день ноября.

@voenkorKotenok",No,
89,1080134301,21336,"В Индии 19-летняя девушка заявила своему парню что пора женится, реакция вышла неадекватная. Еблана уже задержала полиция",No,
90,1080134301,15211,В Донецке уже привыкли к таким вечерам,No,
91,1080134301,16283,"**⚡️""Я тоже мать, но они через лет 20 будут против нас воевать""

**Украинка в прямом эфире заявила, что не против убийства русских детей и женщин.",No,
92,1283359437,38498,"**ВСУ будут уничтожены в Авдеевском котле: мой комментарий агентству **[**""Федерал Пресс""

**](https://fedpress.ru/personal-view/3057081)Конец оперативной паузы уже наступил, это есть явные и косвенные свидетельства. Шойгу заявил, что мы можем наносить удары по дальнобойным американским системам. Они уничтожаются. После визита министра обороны союзные силы – ВС РФ и Народная милиция ДНР и ЛНР – разматывают позиции противника под Донецком. 

Сегодня объявлено, что был взят в полукольцо Авдеевский укрепрайон ВСУ, трасса Авдеевка – Константиновка перерезана нашими силами как минимум в двух местах. Это в прямом смысле котел, в который попала группировка ВСУ в Авдеевке.

Наносятся серьезные удары по противнику в Марьинке, южнее Авдеевки. Украинцами ведутся кровожадные обстрелы Донецка, здесь тоже ситуация для ВСУ становится тяжелой.

Дальше – взятие в оперативное окружение, а затем и в непосредственное окружение группировок ВСУ под Донецком, пресечение попыток оказать им помощь и полное уничтожение.

На южном направлении назрели наступательные действия на Угледарском направлении, на границе с Запорожской областью. Противник там обнаглел до крайности, пытался контратаковать, однако эти попытки были пресечены. Нужно привести его в чувство и нанести сокрушительный удар.

Кроме Донецкого направления, все наше внимание приковано к Славянску. Впереди окончательное взятие Северска, Соледара, Артемовска и выход на Славянскую агломерацию.

На Харьковском направлении тоже необходимо нейтрализовать попытки противника выходить к российской границе. Если все эти задачи будут решаться комплексно, используя все средства и силы ВС РФ, результат непременно будет.

@voenkorKotenok",Yes,C
93,1511148555,8104,"35 бригада морской пехоты ВСУ жалуется, что на Херсонском направлении русские их истребляют.",No,
94,1366346975,56701,"Мразота в Киеве, собравшаяся сажать учителей на 15 лет - я уверен, что когда-нибудь написанная чертями о чертях история будет выброшена на помойку и вам дадут реальные оценки. Такое уже было когда-то. Жаль, что до того времени вы реально будете считать себя не мразью, коей являетесь, а государственными деятелями мирового масштаба.",No,
95,1283359437,39819,"**Запад намерен воевать против РФ вдолгую — мой **[**комментарий**](https://riafan.ru/23621105-vlasti_zaporozh_ya_soobschili_o_vzyatii_v_plen_treh_ukrainskih_diversantov_vblizi_zaes)** РИА ФАН.

**Как заявил накануне российским СМИ финский политолог Йохан Бекман, США и их союзники уже сократили поставки оружия Киеву из-за отсутствия у него каких-либо военных успехов. Думать таким образом — это огромная ошибка, ведь на деле передовые части ВСУ не испытывают никаких проблем с новейшими вооружениями.

Я не знаю, какими именно фактами руководствовался финский политолог Бекман. Непосредственно с линии фронта, где находятся мои друзья, мне поступают совершенно другие сигналы — о том, что противник совершенно не испытывает недостатка в боеприпасах и вооружениях натовского образца. ВСУ применяют практически весь спектр западных вооружений против русской армии. Поэтому я не стал бы делать поспешных выводов, что Запад по каким-то там причинам уменьшил оружейные поставки.

Украинские военные имеют на передовой высокоточное стрелковое оружие, европейские тяжелые вооружения и многие современные виды БПЛА и ракетного оружия. У них есть новейшие американские противолокационные ракеты HARM, поставки которых даже не анонсировались Западом, большое количество барражирующих боеприпасов, дроны — камикадзе, гаубичная артиллерия, собранная со всей Европы, и десятки видов других новейших вооружений. 

Другое дело, что европейские страны, увлекшись поставками оружия на Украину, изрядно истощили собственные арсеналы, о чем ее лидеры уже не раз открыто заявляли. Но это, как говорится, уже проблемы самой Европы, они нас совершенно не интересуют.

Не стоит даже прислушиваться к разговорам, что «военная поддержка Украины вот-вот ослабнет». Более того, все эти разговоры, что «Европа вот уже скоро сдуется», деморализуют и дезориентируют наших военных. Нужно настраиваться на долгое, серьезное и жестокое противостояние. Против нас воюет коллективный Запад, это коалиция как минимум из 50 государств. 

Причем эти страны не только тайно и явно поставляют ВСУ новейшие вооружения, но и отправляют на Украину своих военных, не просто отставников, а действующих солдат и офицеров. Такие факты фиксировались неоднократно. Из западных военных состоят многие минометные расчеты, расчеты по управлению беспилотниками, а печально известные РСЗО «Хаймарс» обслуживают исключительно американские военные. Минобороны РФ известны фамилии десятков западных военных инструкторов, которые не только сидят в штабах в Киеве, но и действуют прямо на передовой.

Коллективный Запад готов к длительному противостоянию, и он намерен воевать против РФ вдолгую. Поэтому не нужно думать, что кто-то на Западе якобы планирует восстановить партнерство с Россией, даже ради поставок дешевого газа. Хватит заниматься ерундой! Если против нас объявили войну, значит, нужно воевать, а не тешить себя иллюзиями об «уменьшении поддержки Киева». В условиях проведения военной спецоперации это не только вредно, но и крайне опасно.

@voenkorKotenok",No,
96,1283359437,38810,"Чудом выживший в Еленовке украинский боевик делится своими впечатлениями о вчерашней попытке ВСУ провести процедуру ""экстракшен"" (хотя и с другим пунктом назначения).

@voenkorKotenok",No,
97,1469021333,14113,"**📍""Чорні Запорожці"" завдали удару по позиціям московитів у Єгорівці**. Як мінімум мінус БТР

deepstatemap.live/#14.75/47.7054/37.2119",No,
98,1109403194,36353,"**ЧП на Крымском мосту **–** хронология, что известно:

**[ПОДПИШИТЕСЬ НА @TRUEKPRU](https://t.me/truekpru) и получай оперативную информацию с места событий в режиме реального времени.

🔻Рано утром на мост со стороны Тамани заехала фура, которая в 6:07 взорвалась на подъезде к Керчи;

🔻Произошло обрушение двух пролётов одной нитки автомобильного моста, вторая нитка Крымского моста не имеет визуальных повреждений. Открытое горение на мосту ликвидировали к 10 утра;

🔻От взрыва грузовика загорелись 7 цистерн с топливом на железнодорожном мосту;

🔻Движение по Крымскому мосту было закрыто, при этом судоходные арки моста не повреждены, судоходство не остановлено;

🔻 Глава парламента Крыма Константинов заявил, что повреждения на Крымском мосту не носят тяжелого характера, они будут оперативно устранены;

🔻Путин поручил создать правительственную комиссию в связи с ЧП на Крымском мосту;

🔻Путин получил доклады Мишустина, Хуснуллина, глав МЧС и Минтранса, руководителей силовых ведомств по ЧП на Крымском мосту, главы МЧС и Минтранса РФ выехали на место инцидента;

🔻Движение по Крымскому мосту остановлено, задерживаются два поезда: № 28 Москва – Симферополь и № 170 Санкт-Петербург – Симферополь;

🔻На подъездах к мосту для водителей разворачиваются пункты питания и обогрева для водителей автомобилей;

🔻Глава Крыма Сергей Аксенов заявил о продлении проживание отдыхающим в отелях, затраты компенсируют за счет республики;

🔻Все автобусные рейсы из Крыма в материковую часть РФ отменены 8 октября, продажа билетов на поезда, следующие в Крым и из него, приостановлена;

🔻Запасы товаров первой необходимости в Крыму имеются почти на 2 месяца, Крым полностью обеспечен автомобильным топливом, запасов хватит на 15 дней, уже идет работа по обеспечению продолжения подвоза, сообщили в Минэнерго РФ;

🔻 Все АЗС вблизи Крымского моста со стороны Тамани работают в штатном режиме, сообщил губернатор Краснодарского края Вениамин Кондратьев;

🔻 Между Крымом и Краснодарским краем запустят суда вместимостью порядка 100 и более человек для перевозки пассажиров;

🔻 Генпрокурор РФ Игорь Краснов поручил обеспечить контроль за ценами на продукты и топливо в Крыму;

🔻СК возбудил уголовное дело.",Yes,B
99,1366346975,55057,"💥Кадры уничтожения союзной артиллерией пункта управления 1 мб 93 омбр ВСУ в районе н. п. Переездное

[ИЗНАНКА](http://t.me/The_Wrong_Side) ★ t.me/The_Wrong_Side",No,
100,1498939244,29399,"Нам прислали короткое видео с посещением Евгением Пригожиным одного из центров подготовки личного состава. Интересно, что это совещание проходило в три часа ночи.  Говорят, что много задач и времени просто не хватает.",No,
101,1366346975,57714,"Задержанные по подозрению в сборе для украинских спецслужб информации о местонахождении российских военных и сотрудников администрации Запорожской области рассказали РИА Новости, как их вербовали и чего требовали",Yes,D
102,1498939244,30486,"Кажется, у нас первый случай истишхадии у салофитов.

P.s не, наверное все же подрыв пролётов под мостом",No,
103,1536211233,1414,"**🔴DAILY REPORT WITH KEY NEWS🔴

Avaliable on Medium:

🇬🇧**[**English**](https://medium.com/p/b51bf63ba873)** 
🇺🇦**[**Ukrainian**](https://medium.com/p/5e9c7a20046e)** 
🇩🇪**[**German**](https://medium.com/p/4c281eaa6e9d)** 
🇫🇷**[**French**](https://medium.com/p/6839d0a2795c)** 
🇪🇸**[**Spanish**](https://medium.com/p/bfd180cd6f3b)** 
🇹🇷**[**Turkish **](https://medium.com/p/b10a777d45f2)**
🇷🇸**[**Serbian**](https://medium.com/p/9df3f8ddda47)** 
🇬🇷**[**Greek**](https://medium.com/p/fb7b0d6367aa)** 
🏳**[**Russian**](https://medium.com/p/4c76fac88f7a)** 

Please share our recap with all of your friends and colleagues**",No,
104,1498939244,31421,"Одну роту наступающую полностью с офицерами высекли - 96 пб 60 опбр.

Фиксируем некий загрядотряд сзади их порядков, они разворачивают ВСУшников и требуют продолжить наступление.",No,
105,1498939244,35636,"Мобилизованные военные на купянском направлении наравне с контрактниками отражают атаки украинских войск и наносят им значительный урон. Так, за последнее время им удалось отразить пять атак противника.",No,
106,1144404150,17795,⚡️ **126 бригада ТрО (г.Одесса) отчиталась о первых потерях вчерашнего контрнаступления**.,No,
107,1457892982,28049,"**❗️Предстоящая зима будет худшей в истории Украины, — **[**заявил**](https://www.handelsblatt.com/politik/international/interview-naftogaz-chef-witrenko-zu-deutschlands-energie-problemen-sie-schaffen-das-ohne-russisches-gas/28763848.html)** глава компании ""Нафтогаз"" Юрий Витренко 

**""Ожидаются **постоянные перебои с электричеством и проблемы с отоплением.** Мы готовимся к этому, но, конечно, это не на 100%"", — сказал Витренко. 

Он добавил, что уже около 40% объектов электроэнергетики в Украине разрушены. ""Приходится снова и снова отключать электричество и пытаться все восстановить как можно быстрее. **Кроме того, все нефтеперерабатывающие заводы уничтожены**"".

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",Yes,B
108,1366346975,55871,"**Республиканские силы уничтожают позиции ВСУ в окрестностях Угледара

**Видео ударов публикует подразделение ОБТФ ДНР ""Каскад"" @news_mvddnr.

@anna_news",No,
109,1457892982,31050,"**⚡️ВСУ могут зайти на территорию России и проводить там военные операции, если возникнет необходимость, — Данилов

**""Если для защиты нашей страны нужно будет оказаться там, где мы сочтем необходимым, мы там будем. И **ни у кого спрашивать не буде**м. И все эти разговоры, что не надо кого-то там раздражать, это чушь"", — заявил он.

Ну и в чём он не прав?

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
110,1129015804,12002,"Ресурсы ""Рабочей партии Курдистана"" (РПК) опубликовали видеозапись теракта против ВС Турции в турецкой провинции Хаккяри. Инцидент произошел 15 сентября 2021 года. Курды привели в действие придорожное СВУ, когда мимо него проезжал грузовик военных. Утверждается, что при взрыве погибли шесть военнослужащих, еще двое получили ранения",Yes,A
111,1366346975,54451,"В Энергодаре тихий закат. Уровень радиации в норме. А вот артиллерия укро-нацистов продолжает всех держать в напряжении. Здесь все надеятся, что Киев передумает делать ядерный апокалипсис. И мы тут на это надеямся.",No,
112,1469021333,14115,"🎁**Перший трофейний Т-62

**Із кінця травня, коли кацапи почали відправляти їх в Україну, це перший випадок трофеїзації цього мотлоху. Також, на Oryx є 1 візуально підтверджений знищений танк.

[Магазин](https://deepstateua.shop/)[▫️](https://twitter.com/Deepstate_UA)[Блог](https://deepstateua.com/)▫️[Мапа](https://deepstatemap.live/)▫️[Написати нам▫️](http://t.me/newsDeepStatebot)[Звіти](https://help.deepstateua.com/)[▫️ЗСУHelp](https://t.me/help_deepstateua)",No,
113,1498939244,29319,"Снегиревка и Александровка Николаевской области включены в состав Херсонской, жители смогут проголосовать на референдуме, заявил Стремоусов",No,
114,1144404150,18095,"Местные источники также сообщают о взрывах в районе г. Умань Черкасской области.

@warjournaltg",No,
115,1469021333,12170,"**🇲🇩Тим часом, після засідання місцевого РНБО влада Придністров'я почала встановлювати блок-пости біля Бендер та Парканів (Це дорога з Молдови до Тирасполю).

**Паралельно з цим колони цивільних тікають у Молдову

🤔Ситуація все цікавіше",No,
116,1109403194,32872,"Последняя группа азовцев, вышедших наружу. Духоподъемное видео.

@sashakots",No,
117,1366346975,48772,"В Донецк для повышения возможностей саперов по разминированию украинских мин переброшен робот ""Уран-6"". Машина отлично себя проявила при разминировании территории ЛНР.

https://t.me/petrlundstrem/4855",No,
118,1144404150,11525,"🇷🇺🇺🇦  Российских десант и группы спецназа [берут под контроль](https://t.me/rybar/24574) основные мосты под Херсоном.
#Россия #Украина
@rybar",No,
119,1093357968,11525,"#РусскийШепот **Киев**:

«Состояние русского киевлянина в Киеве сейчас можно охарактеризовать как одиночество. Правда, оно не тяготит, а располагает к размышлению и наблюдению… 

В городе лето, народу прибавилось, кругом продают черешню. Магазины открыты далеко не все, городской транспорт работает очень неважно, из-за чего приходится часто пользоваться такси. Но в целом, всё не так уж плохо: продукты есть, даже вода горячая местами…

Утром в такси по радио ведущая томным голосом обещала «установить себе на телефон вместо рингтона и будильника стоны и крики русских из-под завалов»…

Сослуживцы на работе радостно перешептываются, ожидают со дня на день освобождения Херсона. «Прогнали же орков из-под Киева и Чернигова… К тому же и ракет у России уже не осталось: всё ядерное оружие давно продали Китаю. Китай же, в свою очередь, помогать отказался, хотя его и просили… 

Знакомые в Майами видели два корабля, это грузят ленд-лиз…Воевать у русских некому: вдоль границы перед войной они выстроили женщин с автоматами»…

Спорить с бредящими больными бесполезно и уже опасно. Очарованные вечерним Арестовичем, они глухи к логике и аргументам. Их сознание отключено. Женщины и мужчины, люди с высшим образованием, хорошие специалисты в своей профессии, вполне культурные и начитанные, одержимы пещерной русофобией, сознанием собственной европейской исключительности и ожиданием чудесной победы. В этом ожидании некоторые принимают для себя решение отныне и навек говорить только по-украински, пыжатся, запинаются, извиняются, подбирают слова...

О реальных событиях на фронте, обстрелах, разрушениях, гибели мирных жителей на Донбассе эти интеллигентные киевляне знать не хотят. Неинтересно. «Донецких» просто не считают людьми. Их, как и русских, расчеловечивают и презирают. Кстати, началось это не 8 лет назад, а гораздо раньше - ещё при Кучме с его «Украина -не Россия» и Ющенко, объявившем жителей Донбасса бандитами…

Уже понятно, что само существование государства Украина представляет угрозу России. Следовательно, рано или поздно, Киев всё-таки станет русским городом. Мы очень этого ждём.

И вот всё чаще я думаю, что же должно произойти с Киевом, ЧТО должна пережить эта фронда, эти многомиллионные жертвы украинской пропаганды, чтобы наконец прозреть, покаяться и снова стать людьми. И мне становится страшно…»

Свои мнения присылайте на @sasha_kots",Yes,A
120,1283359437,42524,"⚡️Суровикин: Наиболее целесообразный вариант — организация обороны по барьерному рубежу реки Днепр.

@voenkorKotenok",No,
